Player,Club,Age,Position,Nation,Value
José Sá,Wolverhampton Wanderers,30,Goalkeeper,Portugal,18000000.0
Anthony Elanga,Manchester United,21,Attack,Sweden,18000000.0
Manor Solomon,Fulham FC,23,Attack,Israel,18000000.0
Nikola Milenkovic,ACF Fiorentina,25,Defender,Serbia,18000000.0
Eric Dier,Tottenham Hotspur,29,Defender,England,18000000.0
Tyler Adams,Leeds United,24,midfield,United States,18000000.0
Konstantinos Tsimikas,Liverpool FC,27,Defender,Greece,18000000.0
Harrison Reed,Fulham FC,28,midfield,England,18000000.0
Weston McKennie,Leeds United,24,midfield,United States,18000000.0
Victor Lindelöf,Manchester United,28,Defender,Sweden,18000000.0
Andreas Pereira,Fulham FC,27,midfield,Brazil,18000000.0
Nicolò Rovella,AC Monza,21,midfield,Italy,18000000.0
Roberto Firmino,Liverpool FC,31,Attack,Brazil,18000000.0
Issa Diop,Fulham FC,26,Defender,France,18000000.0
Ryan Sessegnon,Tottenham Hotspur,23,midfield,England,18000000.0
Kelechi Iheanacho,Leicester City,26,Attack,Nigeria,18000000.0
Patson Daka,Leicester City,24,Attack,Zambia,18000000.0
Umar Sadiq,Real Sociedad,26,Attack,Nigeria,18000000.0
Danilho Doekhi,1.FC Union Berlin,24,Defender,Netherlands,17000000.0
Sheraldo Becker,1.FC Union Berlin,28,Attack,Suriname,17000000.0
Amadou Haidara,RB Leipzig,25,midfield,Mali,17000000.0
Maxence Lacroix,VfL Wolfsburg,23,Defender,France,17000000.0
Marcus Tavernier,AFC Bournemouth,24,midfield,England,17000000.0
Nicolás Domínguez,Bologna FC 1909,24,midfield,Argentina,17000000.0
Nikola Vlasic,Torino FC,25,midfield,Croatia,17000000.0
Koke,Atlético de Madrid,31,midfield,Spain,16000000.0
Tosin Adarabioyo,Fulham FC,25,Defender,England,16000000.0
Nathan Patterson,Everton FC,21,Defender,Scotland,16000000.0
Sergi Darder,RCD Espanyol Barcelona,29,midfield,Spain,16000000.0
Guglielmo Vicario,FC Empoli,26,Goalkeeper,Italy,16000000.0
Callum Wilson,Newcastle United,31,Attack,England,16000000.0
Fábio Carvalho,Liverpool FC,20,midfield,Portugal,16000000.0
Kristoffer Ajer,Brentford FC,25,Defender,Norway,16000000.0
Christian Nörgaard,Brentford FC,29,midfield,Denmark,16000000.0
Samuel Lino,Valencia CF,23,Attack,Brazil,16000000.0
Orel Mangala,Nottingham Forest,25,midfield,Belgium,16000000.0
Jonathan Ikoné,ACF Fiorentina,25,Attack,France,16000000.0
Harry Wilson,Fulham FC,26,Attack,Wales,16000000.0
Hakim Ziyech,Chelsea FC,30,Attack,Morocco,16000000.0
Josh Dasilva,Brentford FC,24,midfield,England,16000000.0
Konstantinos Mavropanos,VfB Stuttgart,25,Defender,Greece,15000000.0
Tuta,Eintracht Frankfurt,23,Defender,Brazil,15000000.0
Callum Hudson-Odoi,Bayer 04 Leverkusen,22,Attack,England,15000000.0
Anton Stach,1.FSV Mainz 05,24,midfield,Germany,15000000.0
Diogo Leite,1.FC Union Berlin,24,Defender,Portugal,15000000.0
Benjamin Henrichs,RB Leipzig,26,Defender,Germany,15000000.0
Felix Nmecha,VfL Wolfsburg,22,midfield,Germany,15000000.0
André Silva,RB Leipzig,27,Attack,Portugal,15000000.0
Álex Berenguer,Athletic Bilbao,27,Attack,Spain,15000000.0
Aimar Oroz,CA Osasuna,21,midfield,Spain,15000000.0
Gavin Bazunu,Southampton FC,21,Goalkeeper,Ireland,15000000.0
N'Golo Kanté,Chelsea FC,32,midfield,France,15000000.0
Pape Matar Sarr,Tottenham Hotspur,20,midfield,Senegal,15000000.0
Morten Hjulmand,US Lecce,24,midfield,Denmark,15000000.0
Leander Dendoncker,Aston Villa,28,midfield,Belgium,15000000.0
Yeray Álvarez,Athletic Bilbao,28,Defender,Spain,15000000.0
Maxime López,US Sassuolo,25,midfield,France,15000000.0
Iván Fresneda,Real Valladolid CF,18,Defender,Spain,15000000.0
Crysencio Summerville,Leeds United,21,Attack,Netherlands,15000000.0
Odsonne Edouard,Crystal Palace,25,Attack,France,15000000.0
Carlos Alcaraz,Southampton FC,20,midfield,Argentina,15000000.0
Caglar Söyüncü,Leicester City,27,Defender,Turkey,15000000.0
Arnau Martínez,Girona FC,20,Defender,Spain,15000000.0
Harry Souttar,Leicester City,24,Defender,Australia,15000000.0
Alexis Saelemaekers,AC Milan,24,Attack,Belgium,15000000.0
Sergio Canales,Real Betis Balompié,32,midfield,Spain,15000000.0
Ciro Immobile,SS Lazio,33,Attack,Italy,15000000.0
Luiz Henrique,Real Betis Balompié,22,Attack,Brazil,15000000.0
Matteo Politano,SSC Napoli,29,Attack,Italy,15000000.0
Sasa Kalajdzic,Wolverhampton Wanderers,25,Attack,Austria,15000000.0
Robin Gosens,Inter Milan,28,midfield,Germany,15000000.0
Carney Chukwuemeka,Chelsea FC,19,midfield,England,15000000.0
Ben Davies,Tottenham Hotspur,30,Defender,Wales,15000000.0
Giovanni Simeone,SSC Napoli,27,Attack,Argentina,15000000.0
Matteo Pessina,AC Monza,26,midfield,Italy,15000000.0
Paul Pogba,Juventus FC,30,midfield,France,15000000.0
Nélson Semedo,Wolverhampton Wanderers,29,Defender,Portugal,15000000.0
Anthony Martial,Manchester United,27,Attack,France,15000000.0
Fabio Miretti,Juventus FC,19,midfield,Italy,15000000.0
Taty Castellanos,Girona FC,24,Attack,Argentina,15000000.0
Bryan Gil,Sevilla FC,22,Attack,Spain,15000000.0
Fran Beltrán,Celta de Vigo,24,midfield,Spain,15000000.0
Toni Kroos,Real Madrid,33,midfield,Germany,15000000.0
Jacob Murphy,Newcastle United,28,Attack,England,15000000.0
Arthur Melo,Liverpool FC,26,midfield,Brazil,15000000.0
Abde Ezzalzouli,CA Osasuna,21,Attack,Morocco,15000000.0
Albert Sambi Lokonga,Arsenal FC,23,midfield,Belgium,15000000.0
Thiago,Liverpool FC,32,midfield,Spain,15000000.0
Lucas Digne,Aston Villa,29,Defender,France,15000000.0
Vedat Muriqi,RCD Mallorca,29,Attack,Kosovo,15000000.0
Alfonso Pedraza,Villarreal CF,27,Defender,Spain,15000000.0
Álex Moreno,Aston Villa,30,Defender,Spain,15000000.0
Tommaso Baldanzi,FC Empoli,20,midfield,Italy,15000000.0
Cole Palmer,Manchester City,21,midfield,England,15000000.0
Luiz Felipe,Real Betis Balompié,26,Defender,Italy,15000000.0
Rui Silva,Real Betis Balompié,29,Goalkeeper,Portugal,15000000.0
Andrea Pinamonti,US Sassuolo,24,Attack,Italy,15000000.0
Antonee Robinson,Fulham FC,25,Defender,United States,15000000.0
Kenny Tete,Fulham FC,27,Defender,Netherlands,15000000.0
Carlos Augusto,AC Monza,24,Defender,Brazil,15000000.0
Igor Zubeldia,Real Sociedad,26,Defender,Spain,15000000.0
Davinson Sánchez,Tottenham Hotspur,27,Defender,Colombia,15000000.0
Oliver Skipp,Tottenham Hotspur,22,midfield,England,15000000.0
Felipe Anderson,SS Lazio,30,Attack,Brazil,15000000.0
Kalidou Koulibaly,Chelsea FC,32,Defender,Senegal,15000000.0
Maximilian Wöber,Leeds United,25,Defender,Austria,14000000.0
Jérémie Boga,Atalanta BC,26,Attack,Cote d'Ivoire,14000000.0
Ethan Pinnock,Brentford FC,30,Defender,Jamaica,14000000.0
Giovani Lo Celso,Villarreal CF,27,midfield,Argentina,14000000.0
Tommaso Pobega,AC Milan,23,midfield,Italy,14000000.0
Dani Vivian,Athletic Bilbao,23,Defender,Spain,14000000.0
William Carvalho,Real Betis Balompié,31,midfield,Portugal,14000000.0
James Garner,Everton FC,22,midfield,England,14000000.0
Hugo Guillamón,Valencia CF,23,midfield,Spain,14000000.0
Justin Kluivert,Valencia CF,24,Attack,Netherlands,14000000.0
Aritz Elustondo,Real Sociedad,29,Defender,Spain,14000000.0
Jan Bednarek,Southampton FC,27,Defender,Poland,14000000.0
Maximilian Arnold,VfL Wolfsburg,29,midfield,Germany,14000000.0
Jonas Wind,VfL Wolfsburg,24,Attack,Denmark,14000000.0
Stefan Posch,Bologna FC 1909,26,Defender,Austria,14000000.0
Joakim Maehle,Atalanta BC,26,Defender,Denmark,14000000.0
Memphis Depay,Atlético de Madrid,29,Attack,Netherlands,14000000.0
Lazar Samardžić,Udinese Calcio,21,midfield,Serbia,14000000.0
Pablo Sarabia,Wolverhampton Wanderers,31,Attack,Spain,14000000.0
David Raum,RB Leipzig,25,Defender,Germany,14000000.0
Jamie Bynoe-Gittens,Borussia Dortmund,18,Attack,England,14000000.0
Serhou Guirassy,VfB Stuttgart,27,Attack,Guinea,14000000.0
Emre Can,Borussia Dortmund,29,midfield,Germany,14000000.0
Leandro Barreiro,1.FSV Mainz 05,23,midfield,Luxembourg,14000000.0
Geoffrey Kondogbia,Atlético de Madrid,30,midfield,Central African Republic,14000000.0
Rasmus Kristensen,Leeds United,25,Defender,Denmark,13000000.0
Sergio Gómez,Manchester City,22,Defender,Spain,13000000.0
Jonny Otto,Wolverhampton Wanderers,29,Defender,Spain,13000000.0
Donny van de Beek,Manchester United,26,midfield,Netherlands,13000000.0
David de Gea,Manchester United,32,Goalkeeper,Spain,13000000.0
Marco Carnesecchi,US Cremonese,22,Goalkeeper,Italy,13000000.0
Salih Özcan,Borussia Dortmund,25,midfield,Turkey,13000000.0
Kyle Walker,Manchester City,33,Defender,England,13000000.0
Mikkel Damsgaard,Brentford FC,22,Attack,Denmark,13000000.0
Matt Targett,Newcastle United,27,Defender,England,13000000.0
Paul Onuachu,Southampton FC,29,Attack,Nigeria,13000000.0
Ben Godfrey,Everton FC,25,Defender,England,13000000.0
Stefan Bajcetic,Liverpool FC,18,midfield,Spain,13000000.0
Niclas Füllkrug,SV Werder Bremen,30,Attack,Germany,13000000.0
Ellyes Skhiri,1.FC Köln,28,midfield,Tunisia,13000000.0
Jonas Hofmann,Borussia Mönchengladbach,30,Attack,Germany,13000000.0
Julian Ryerson,Borussia Dortmund,25,Defender,Norway,13000000.0
Ridle Baku,VfL Wolfsburg,25,Defender,Germany,13000000.0
Lukas Nmecha,VfL Wolfsburg,24,Attack,Germany,12000000.0
Mario Götze,Eintracht Frankfurt,31,midfield,Germany,12000000.0
Ko Itakura,Borussia Mönchengladbach,26,Defender,Japan,12000000.0
Jakub Kaminski,VfL Wolfsburg,21,Attack,Poland,12000000.0
Josip Stanisic,Bayern Munich,23,Defender,Croatia,12000000.0
Borna Sosa,VfB Stuttgart,25,Defender,Croatia,12000000.0
Mergim Berisha,FC Augsburg,25,Attack,Germany,12000000.0
Joe Scally,Borussia Mönchengladbach,20,Defender,United States,12000000.0
Sardar Azmoun,Bayer 04 Leverkusen,28,Attack,Iran,12000000.0
Angeliño,TSG 1899 Hoffenheim,26,Defender,Spain,12000000.0
Florian Neuhaus,Borussia Mönchengladbach,26,midfield,Germany,12000000.0
Thomas Müller,Bayern Munich,33,Attack,Germany,12000000.0
Kiliann Sildillia,SC Freiburg,21,Defender,France,12000000.0
Dodi Lukébakio,Hertha BSC,25,Attack,Belgium,12000000.0
Josip Juranovic,1.FC Union Berlin,27,Defender,Croatia,12000000.0
Mahmoud Dahoud,Borussia Dortmund,27,midfield,Germany,12000000.0
Vincenzo Grifo,SC Freiburg,30,Attack,Italy,12000000.0
Lukas Klostermann,RB Leipzig,27,Defender,Germany,12000000.0
Ermedin Demirovic,FC Augsburg,25,Attack,Bosnia-Herzegovina,12000000.0
Romain Perraud,Southampton FC,25,Defender,France,12000000.0
Lucas Ocampos,Sevilla FC,28,Attack,Argentina,12000000.0
Bono,Sevilla FC,32,Goalkeeper,Morocco,12000000.0
Jhon Lucumí,Bologna FC 1909,25,Defender,Colombia,12000000.0
Joe Worrall,Nottingham Forest,26,Defender,England,12000000.0
Joaquín Correa,Inter Milan,28,Attack,Argentina,12000000.0
Aleksey Miranchuk,Torino FC,27,midfield,Russia,12000000.0
Stephane Singo,Torino FC,22,Defender,Cote d'Ivoire,12000000.0
Wout Weghorst,Manchester United,30,Attack,Netherlands,12000000.0
Riccardo Orsolini,Bologna FC 1909,26,Attack,Italy,12000000.0
Juanmi,Real Betis Balompié,30,Attack,Spain,12000000.0
Gonzalo Montiel,Sevilla FC,26,Defender,Argentina,12000000.0
Daniel James,Leeds United,25,Attack,Wales,12000000.0
Lewis Ferguson,Bologna FC 1909,23,midfield,Scotland,12000000.0
Caoimhín Kelleher,Liverpool FC,24,Goalkeeper,Ireland,12000000.0
Joel Matip,Liverpool FC,31,Defender,Cameroon,12000000.0
Rodrigo Riquelme,Girona FC,23,Attack,Spain,12000000.0
Naby Keïta,Liverpool FC,28,midfield,Guinea,12000000.0
Loïc Badé,Sevilla FC,23,Defender,France,12000000.0
El Bilal Touré,UD Almería,21,Attack,Mali,12000000.0
Emerson,West Ham United,28,Defender,Italy,12000000.0
Diego Llorente,AS Roma,29,Defender,Spain,12000000.0
Ivan Provedel,SS Lazio,29,Goalkeeper,Italy,12000000.0
Maxwel Cornet,West Ham United,26,Attack,Cote d'Ivoire,12000000.0
Edouard Mendy,Chelsea FC,31,Goalkeeper,Senegal,12000000.0
Alexander Sørloth,Real Sociedad,27,Attack,Norway,12000000.0
Hee-chan Hwang,Wolverhampton Wanderers,27,Attack,"Korea, South",12000000.0
Daniel Amartey,Leicester City,28,Defender,Ghana,12000000.0
Daniel Carvajal,Real Madrid,31,Defender,Spain,12000000.0
Christian Kouamé,ACF Fiorentina,25,Attack,Cote d'Ivoire,12000000.0
Jhon Durán,Aston Villa,19,Attack,Colombia,12000000.0
Luke Thomas,Leicester City,22,Defender,England,12000000.0
Bertrand Traoré,Aston Villa,27,Attack,Burkina Faso,12000000.0
Jerdy Schouten,Bologna FC 1909,26,midfield,Netherlands,12000000.0
Sasa Lukic,Fulham FC,26,midfield,Serbia,12000000.0
Isi Palazón,Rayo Vallecano,28,Attack,Spain,12000000.0
Bernd Leno,Fulham FC,31,Goalkeeper,Germany,12000000.0
Dani Ceballos,Real Madrid,26,midfield,Spain,12000000.0
Jon Moncayola,CA Osasuna,25,midfield,Spain,12000000.0
Victor Kristiansen,Leicester City,20,Defender,Denmark,12000000.0
Federico Gatti,Juventus FC,25,Defender,Italy,12000000.0
Fran García,Rayo Vallecano,23,Defender,Spain,12000000.0
Danny Ings,West Ham United,30,Attack,England,12000000.0
Reiss Nelson,Arsenal FC,23,Attack,England,12000000.0
Keane Lewis-Potter,Brentford FC,22,Attack,England,12000000.0
Leandro Paredes,Juventus FC,28,midfield,Argentina,12000000.0
Conor Coady,Everton FC,30,Defender,England,12000000.0
Mohamed-Ali Cho,Real Sociedad,19,Attack,France,12000000.0
David Brooks,AFC Bournemouth,25,Attack,Wales,12000000.0
Kristjan Asllani,Inter Milan,21,midfield,Albania,12000000.0
Javi Galán,Celta de Vigo,28,Defender,Spain,12000000.0
Abdoulaye Doucouré,Everton FC,30,midfield,Mali,12000000.0
Jörgen Strand Larsen,Celta de Vigo,23,Attack,Norway,11000000.0
Kieran Trippier,Newcastle United,32,Defender,England,11000000.0
Joe Aribo,Southampton FC,26,midfield,Nigeria,11000000.0
Duje Caleta-Car,Southampton FC,26,Defender,Croatia,11000000.0
Robert Andrich,Bayer 04 Leverkusen,28,midfield,Germany,11000000.0
Musa Barrow,Bologna FC 1909,24,Attack,The Gambia,11000000.0
Ryan Yates,Nottingham Forest,25,midfield,England,11000000.0
Eric García,FC Barcelona,22,Defender,Spain,10000000.0
Sergio Reguilón,Atlético de Madrid,26,Defender,Spain,10000000.0
Marten de Roon,Atalanta BC,32,midfield,Netherlands,10000000.0
Fabian Schär,Newcastle United,31,Defender,Switzerland,10000000.0
Jaka Bijol,Udinese Calcio,24,Defender,Slovenia,10000000.0
Dan Burn,Newcastle United,31,Defender,England,10000000.0
Saúl Ñíguez,Atlético de Madrid,28,midfield,Spain,10000000.0
Danilo Cataldi,SS Lazio,28,midfield,Italy,10000000.0
Matheus Henrique,US Sassuolo,25,midfield,Brazil,10000000.0
Predrag Rajkovic,RCD Mallorca,27,Goalkeeper,Serbia,10000000.0
Pape Gueye,Sevilla FC,24,midfield,Senegal,10000000.0
Manu Sánchez,CA Osasuna,22,Defender,Spain,10000000.0
Máximo Perrone,Manchester City,20,midfield,Argentina,10000000.0
Moi Gómez,CA Osasuna,29,Attack,Spain,10000000.0
Rodrigo Becão,Udinese Calcio,27,Defender,Brazil,10000000.0
Nehuén Pérez,Udinese Calcio,23,Defender,Argentina,10000000.0
Caleb Okoli,Atalanta BC,21,Defender,Italy,10000000.0
Michael Keane,Everton FC,30,Defender,England,10000000.0
Abdou Diallo,RB Leipzig,27,Defender,Senegal,10000000.0
Luka Modric,Real Madrid,37,midfield,Croatia,10000000.0
Willi Orbán,RB Leipzig,30,Defender,Hungary,10000000.0
Marius Wolf,Borussia Dortmund,28,Defender,Germany,10000000.0
Hiroki Ito,VfB Stuttgart,24,Defender,Japan,10000000.0
Ozan Kabak,TSG 1899 Hoffenheim,23,Defender,Turkey,10000000.0
Mark Flekken,SC Freiburg,30,Goalkeeper,Netherlands,10000000.0
Julian Weigl,Borussia Mönchengladbach,27,midfield,Germany,10000000.0
Roland Sallai,SC Freiburg,26,Attack,Hungary,10000000.0
Rani Khedira,1.FC Union Berlin,29,midfield,Germany,10000000.0
Jonathan Burkardt,1.FSV Mainz 05,22,Attack,Germany,10000000.0
Ben Johnson,West Ham United,23,Defender,England,10000000.0
Ryan Christie,AFC Bournemouth,28,midfield,Scotland,10000000.0
Adam Armstrong,Southampton FC,26,Attack,England,10000000.0
Yerry Mina,Everton FC,28,Defender,Colombia,10000000.0
Dejan Ljubicic,1.FC Köln,25,midfield,Austria,10000000.0
Sékou Mara,Southampton FC,20,Attack,France,10000000.0
Jordan Henderson,Liverpool FC,33,midfield,England,10000000.0
Scott McKenna,Nottingham Forest,26,Defender,Scotland,10000000.0
Adama Traoré,Wolverhampton Wanderers,27,Attack,Spain,10000000.0
Marc Roca,Leeds United,26,midfield,Spain,10000000.0
Junior Firpo,Leeds United,26,Defender,Dominican Republic,10000000.0
Lewis Cook,AFC Bournemouth,26,midfield,England,10000000.0
Chris Richards,Crystal Palace,23,Defender,United States,10000000.0
Gustavo Scarpa,Nottingham Forest,29,midfield,Brazil,10000000.0
Ricardo Pereira,Leicester City,29,Defender,Portugal,10000000.0
Mario Lemina,Wolverhampton Wanderers,29,midfield,Gabon,10000000.0
Neal Maupay,Everton FC,26,Attack,France,10000000.0
Philippe Coutinho,Aston Villa,31,Attack,Brazil,10000000.0
Gaetano Castrovilli,ACF Fiorentina,26,midfield,Italy,10000000.0
Maximilian Eggestein,SC Freiburg,26,midfield,Germany,10000000.0
Rade Krunic,AC Milan,29,midfield,Bosnia-Herzegovina,10000000.0
Junior Dina Ebimbe,Eintracht Frankfurt,22,midfield,France,10000000.0
Miguel Gutiérrez,Girona FC,21,Defender,Spain,10000000.0
Fabiano Parisi,FC Empoli,22,Defender,Italy,10000000.0
Antonin Barak,ACF Fiorentina,28,midfield,Czech Republic,10000000.0
Wojciech Szczesny,Juventus FC,33,Goalkeeper,Poland,10000000.0
Sergio Camello,Rayo Vallecano,22,Attack,Spain,10000000.0
Lucas Boyé,Elche CF,27,Attack,Argentina,10000000.0
Alessandro Buongiorno,Torino FC,24,Defender,Italy,10000000.0
Gabriel Strefezza,US Lecce,26,Attack,Brazil,10000000.0
Lewis Hall,Chelsea FC,18,Defender,England,10000000.0
Berat Djimsiti,Atalanta BC,30,Defender,Albania,10000000.0
Harry Winks,UC Sampdoria,27,midfield,England,10000000.0
Sandi Lovric,Udinese Calcio,25,midfield,Slovenia,10000000.0
Iñigo Martínez,Athletic Bilbao,32,Defender,Spain,10000000.0
Rafa Mir,Sevilla FC,26,Attack,Spain,10000000.0
Gerard Deulofeu,Udinese Calcio,29,Attack,Spain,10000000.0
Leonardo Spinazzola,AS Roma,30,Defender,Italy,10000000.0
Antonio Sanabria,Torino FC,27,Attack,Paraguay,10000000.0
Clément Lenglet,Tottenham Hotspur,28,Defender,France,10000000.0
Andrea Petagna,AC Monza,27,Attack,Italy,10000000.0
Rolando Mandragora,ACF Fiorentina,25,midfield,Italy,10000000.0
Sergiño Dest,AC Milan,22,Defender,United States,10000000.0
Igor,ACF Fiorentina,25,Defender,Brazil,10000000.0
Edoardo Bove,AS Roma,21,midfield,Italy,10000000.0
Mady Camara,AS Roma,26,midfield,Guinea,10000000.0
David Datro Fofana,Chelsea FC,20,Attack,Cote d'Ivoire,10000000.0
Aleix García,Girona FC,25,midfield,Spain,10000000.0
Zeki Celik,AS Roma,26,Defender,Turkey,10000000.0
Marcos Acuña,Sevilla FC,31,Defender,Argentina,10000000.0
Nico González,Valencia CF,21,midfield,Spain,10000000.0
Lucas Martínez Quarta,ACF Fiorentina,27,Defender,Argentina,10000000.0
Naouirou Ahamada,Crystal Palace,21,midfield,France,10000000.0
Jonas Omlin,Borussia Mönchengladbach,29,Goalkeeper,Switzerland,9000000.0
Eric Martel,1.FC Köln,21,midfield,Germany,9000000.0
Ludovic Ajorque,1.FSV Mainz 05,29,Attack,France,9000000.0
Lucas Tousart,Hertha BSC,26,midfield,France,9000000.0
Mitchel Bakker,Bayer 04 Leverkusen,23,Defender,Netherlands,9000000.0
Rafael Borré,Eintracht Frankfurt,27,Attack,Colombia,9000000.0
Stefan Ortega,Manchester City,30,Goalkeeper,Germany,9000000.0
Joshua Zirkzee,Bologna FC 1909,22,Attack,Netherlands,9000000.0
Erik Lamela,Sevilla FC,31,Attack,Argentina,9000000.0
Joan Jordán,Sevilla FC,28,midfield,Spain,9000000.0
Chimy Ávila,CA Osasuna,29,Attack,Argentina,9000000.0
Jaidon Anthony,AFC Bournemouth,23,Attack,England,9000000.0
Patrick Bamford,Leeds United,29,Attack,England,9000000.0
Ethan Ampadu,Spezia Calcio,22,Defender,Wales,9000000.0
Mason Holgate,Everton FC,26,Defender,England,9000000.0
Antoine Semenyo,AFC Bournemouth,23,Attack,Ghana,9000000.0
Brandon Soppy,Atalanta BC,21,Defender,France,9000000.0
Mauro Arambarri,Getafe CF,27,midfield,Uruguay,9000000.0
Carles Aleñá,Getafe CF,25,midfield,Spain,9000000.0
Edgar González,Real Betis Balompié,26,Defender,Spain,9000000.0
Andoni Gorosabel,Real Sociedad,26,Defender,Spain,9000000.0
Samuel Iling Junior,Juventus FC,19,Attack,England,9000000.0
Unai Vencedor,Athletic Bilbao,22,midfield,Spain,9000000.0
Óliver Torres,Sevilla FC,28,midfield,Spain,9000000.0
Flynn Downes,West Ham United,24,midfield,England,9000000.0
Iker Muniain,Athletic Bilbao,30,midfield,Spain,9000000.0
Tom Davies,Everton FC,24,midfield,England,9000000.0
Borja Mayoral,Getafe CF,26,Attack,Spain,9000000.0
Vladimir Coufal,West Ham United,30,Defender,Czech Republic,9000000.0
Gabriel Slonina,Chelsea FC,19,Goalkeeper,United States,9000000.0
Mohamed Elyounoussi,Southampton FC,28,Attack,Norway,9000000.0
Kevin Trapp,Eintracht Frankfurt,32,Goalkeeper,Germany,8500000.0
Timo Hübers,1.FC Köln,26,Defender,Germany,8500000.0
Felix Uduokhai,FC Augsburg,25,Defender,Germany,8500000.0
Aster Vranckx,AC Milan,20,midfield,Belgium,8500000.0
Anthony Caci,1.FSV Mainz 05,25,Defender,France,8500000.0
Julien Duranville,Borussia Dortmund,17,Attack,Belgium,8500000.0
Sebastiaan Bornauw,VfL Wolfsburg,24,Defender,Belgium,8500000.0
Erhan Masovic,VfL Bochum,24,Defender,Serbia,8000000.0
Josha Vagnoman,VfB Stuttgart,22,Defender,Germany,8000000.0
Andrej Kramaric,TSG 1899 Hoffenheim,32,Attack,Croatia,8000000.0
Silas,VfB Stuttgart,24,Attack,DR Congo,8000000.0
Dennis Geiger,TSG 1899 Hoffenheim,25,midfield,Germany,8000000.0
Aurélio Buta,Eintracht Frankfurt,26,Defender,Portugal,8000000.0
Koen Casteels,VfL Wolfsburg,31,Goalkeeper,Belgium,8000000.0
Ansgar Knauff,Eintracht Frankfurt,21,Attack,Germany,8000000.0
Alassane Plea,Borussia Mönchengladbach,30,Attack,France,8000000.0
Michael Gregoritsch,SC Freiburg,29,Attack,Austria,8000000.0
Daniel-Kofi Kyereh,SC Freiburg,27,midfield,Ghana,8000000.0
Chris Wood,Nottingham Forest,31,Attack,New Zealand,8000000.0
Remo Freuler,Nottingham Forest,31,midfield,Switzerland,8000000.0
Nicolò Cambiaghi,FC Empoli,22,Attack,Italy,8000000.0
Mário Rui,SSC Napoli,32,Defender,Portugal,8000000.0
Tecatito,Sevilla FC,30,Attack,Mexico,8000000.0
Ángel Di María,Juventus FC,35,Attack,Argentina,8000000.0
Frank Onyeka,Brentford FC,25,midfield,Nigeria,8000000.0
Matt Turner,Arsenal FC,29,Goalkeeper,United States,8000000.0
Moussa Djenepo,Southampton FC,25,Attack,Mali,8000000.0
Adam Marusic,SS Lazio,30,Defender,Montenegro,8000000.0
Juan Musso,Atalanta BC,29,Goalkeeper,Argentina,8000000.0
Federico Baschirotto,US Lecce,26,Defender,Italy,8000000.0
Razvan Marin,FC Empoli,27,midfield,Romania,8000000.0
Elliot Anderson,Newcastle United,20,midfield,Scotland,8000000.0
Stefan de Vrij,Inter Milan,31,Defender,Netherlands,8000000.0
Michele Di Gregorio,AC Monza,25,Goalkeeper,Italy,8000000.0
Serge Aurier,Nottingham Forest,30,Defender,Cote d'Ivoire,8000000.0
Sergio Herrera,CA Osasuna,30,Goalkeeper,Spain,8000000.0
Luis Suárez,UD Almería,25,Attack,Colombia,8000000.0
Rodri Sánchez,Real Betis Balompié,23,midfield,Spain,8000000.0
Stefano Sensi,AC Monza,27,midfield,Italy,8000000.0
Flavius Daniliuc,US Salernitana 1919,22,Defender,Austria,8000000.0
Lorenzo Pirola,US Salernitana 1919,21,Defender,Italy,8000000.0
Conan Ledesma,Cádiz CF,30,Goalkeeper,Argentina,8000000.0
Alejandro Catena,Rayo Vallecano,28,Defender,Spain,8000000.0
M'Bala Nzola,Spezia Calcio,26,Attack,Angola,8000000.0
Raúl de Tomás,Rayo Vallecano,28,Attack,Spain,8000000.0
Agustín Álvarez,US Sassuolo,22,Attack,Uruguay,8000000.0
Jesse Lingard,Nottingham Forest,30,midfield,England,8000000.0
Emmanuel Dennis,Nottingham Forest,25,Attack,Nigeria,8000000.0
Marcos Antônio,SS Lazio,23,midfield,Brazil,8000000.0
Simone Pafundi,Udinese Calcio,17,midfield,Italy,8000000.0
Yacine Adli,AC Milan,22,midfield,France,8000000.0
Matías Viña,AFC Bournemouth,25,Defender,Uruguay,8000000.0
Marash Kumbulla,AS Roma,23,Defender,Albania,8000000.0
Chris Mepham,AFC Bournemouth,25,Defender,Wales,8000000.0
Ainsley Maitland-Niles,Arsenal FC,25,midfield,England,8000000.0
Thierry Correia,Valencia CF,24,Defender,Portugal,8000000.0
Santiago Bueno,Girona FC,24,Defender,Uruguay,8000000.0
Andrea Cambiaso,Bologna FC 1909,23,Defender,Italy,8000000.0
Josh Doig,Hellas Verona,21,Defender,Scotland,8000000.0
David Soria,Getafe CF,30,Goalkeeper,Spain,8000000.0
Javi Puado,RCD Espanyol Barcelona,25,Attack,Spain,8000000.0
Andrea Belotti,AS Roma,29,Attack,Italy,8000000.0
Rob Holding,Arsenal FC,27,Defender,England,8000000.0
Pablo Maffeo,RCD Mallorca,25,Defender,Spain,8000000.0
Lucas Vázquez,Real Madrid,31,Defender,Spain,8000000.0
Samuel Edozie,Southampton FC,20,Attack,England,8000000.0
Duván Zapata,Atalanta BC,32,Attack,Colombia,8000000.0
Chris Smalling,AS Roma,33,Defender,England,8000000.0
Arkadiusz Milik,Juventus FC,29,Attack,Poland,8000000.0
Riccardo Sottil,ACF Fiorentina,24,Attack,Italy,8000000.0
Calum Chambers,Aston Villa,28,Defender,England,8000000.0
