Player,Club,Age,Position,Nation,Value
Dani Martín,Real Betis Balompié,24,Goalkeeper,Spain,1500000.0
Marcus Bettinelli,Chelsea FC,31,Goalkeeper,England,1500000.0
Pep Chavarría,Rayo Vallecano,25,Defender,Spain,1500000.0
Benjamin Tahirovic,AS Roma,20,midfield,Bosnia-Herzegovina,1500000.0
Mehmet Aydin,FC Schalke 04,21,Defender,Turkey,1500000.0
Ivan Sunjic,Hertha BSC,26,midfield,Croatia,1500000.0
Jean-Paul Boëtius,Hertha BSC,29,midfield,Netherlands,1500000.0
Gil Dias,VfB Stuttgart,26,Attack,Portugal,1500000.0
David Colina,FC Augsburg,22,Defender,Croatia,1500000.0
Marcel Lotka,Borussia Dortmund,22,Goalkeeper,Poland,1500000.0
Pascal Stenzel,VfB Stuttgart,27,Defender,Germany,1500000.0
Stevan Jovetic,Hertha BSC,33,Attack,Montenegro,1500000.0
Florian Müller,VfB Stuttgart,25,Goalkeeper,Germany,1500000.0
Felix Passlack,Borussia Dortmund,25,Defender,Germany,1500000.0
Nils Petersen,SC Freiburg,34,Attack,Germany,1500000.0
Fabian Bredlow,VfB Stuttgart,28,Goalkeeper,Germany,1500000.0
Agustín Rogel,Hertha BSC,25,Defender,Uruguay,1500000.0
Milos Pantovic,1.FC Union Berlin,26,midfield,Serbia,1500000.0
Manuel Gulde,SC Freiburg,32,Defender,Germany,1500000.0
Nikolas Nartey,VfB Stuttgart,23,midfield,Denmark,1500000.0
Timo Horn,1.FC Köln,30,Goalkeeper,Germany,1500000.0
Karim Bellarabi,Bayer 04 Leverkusen,33,Attack,Germany,1500000.0
Anthony Jung,SV Werder Bremen,31,Defender,Germany,1500000.0
Tim Lemperle,1.FC Köln,21,Attack,Germany,1500000.0
Delano Burgzorg,1.FSV Mainz 05,24,Attack,Netherlands,1500000.0
Mark Uth,1.FC Köln,31,Attack,Germany,1500000.0
Nikola Soldo,1.FC Köln,22,Defender,Croatia,1500000.0
Patrick Herrmann,Borussia Mönchengladbach,32,Attack,Germany,1500000.0
Patrick Pentz,Bayer 04 Leverkusen,26,Goalkeeper,Austria,1500000.0
Yvandro Borges Sanches,Borussia Mönchengladbach,19,Attack,Luxembourg,1500000.0
Justin Che,TSG 1899 Hoffenheim,19,Defender,United States,1500000.0
Umut Tohumcu,TSG 1899 Hoffenheim,18,midfield,Germany,1500000.0
Lilian Egloff,VfB Stuttgart,20,midfield,Germany,1500000.0
Robert Wagner,SC Freiburg,19,midfield,Germany,1400000.0
Kenan Karaman,FC Schalke 04,29,Attack,Turkey,1400000.0
Tolgay Arslan,Udinese Calcio,32,midfield,Germany,1400000.0
Paolo Ghiglione,US Cremonese,26,Defender,Italy,1300000.0
Mattia Destro,FC Empoli,32,Attack,Italy,1300000.0
Mehdi Bourabia,Spezia Calcio,31,midfield,Morocco,1300000.0
Jorge Meré,Cádiz CF,26,Defender,Spain,1200000.0
Henning Matriciani,FC Schalke 04,23,Defender,Germany,1200000.0
Levin Öztunali,1.FC Union Berlin,27,midfield,Germany,1200000.0
Mathias Olesen,1.FC Köln,22,midfield,Luxembourg,1200000.0
Dominique Heintz,VfL Bochum,29,Defender,Germany,1200000.0
Kristian Pedersen,1.FC Köln,28,Defender,Denmark,1200000.0
André Hahn,FC Augsburg,32,Attack,Germany,1200000.0
Leo Greiml,FC Schalke 04,21,Defender,Austria,1200000.0
Niklas Tauer,FC Schalke 04,22,midfield,Germany,1200000.0
Jordi Osei-Tutu,VfL Bochum,24,Defender,England,1200000.0
Andrey Lunev,Bayer 04 Leverkusen,31,Goalkeeper,Russia,1200000.0
Tobias Mohr,FC Schalke 04,27,midfield,Germany,1200000.0
Tim Skarke,FC Schalke 04,26,Attack,Germany,1200000.0
Deyovaisio Zeefuik,Hellas Verona,25,Defender,Netherlands,1200000.0
Alex McCarthy,Southampton FC,33,Goalkeeper,England,1200000.0
Joel Ward,Crystal Palace,33,Defender,England,1200000.0
Konstantinos Stafylidis,VfL Bochum,29,Defender,Greece,1200000.0
Santiago Arzamendia,Cádiz CF,25,Defender,Paraguay,1200000.0
Iñigo Eguaras,UD Almería,31,midfield,Spain,1200000.0
Frank Tsadjout,US Cremonese,23,Attack,Italy,1200000.0
Abdón Prats,RCD Mallorca,30,Attack,Spain,1200000.0
Aaron Cresswell,West Ham United,33,Defender,England,1200000.0
Adam Smith,AFC Bournemouth,32,Defender,England,1200000.0
César de la Hoz,UD Almería,31,midfield,Spain,1200000.0
Jaime Mata,Getafe CF,34,Attack,Spain,1200000.0
Adam Forshaw,Leeds United,31,midfield,England,1200000.0
Nathan Ferguson,Crystal Palace,22,Defender,England,1200000.0
Helibelton Palacios,Elche CF,30,Defender,Colombia,1200000.0
Iván Alejo,Cádiz CF,28,Attack,Spain,1200000.0
Loris Karius,Newcastle United,30,Goalkeeper,Germany,1200000.0
Martín Montoya,Real Betis Balompié,32,Defender,Spain,1200000.0
Víctor Ruiz,Real Betis Balompié,34,Defender,Spain,1200000.0
Dani Rodríguez,RCD Mallorca,35,midfield,Spain,1200000.0
Jaume Costa,RCD Mallorca,35,Defender,Spain,1200000.0
Simon Zoller,VfL Bochum,32,Attack,Germany,1100000.0
Abdoulaye Kamara,Borussia Dortmund,18,midfield,France,1000000.0
Marlon Mustapha,1.FSV Mainz 05,22,Attack,Austria,1000000.0
Lennart Grill,1.FC Union Berlin,24,Goalkeeper,Germany,1000000.0
Dzenan Pejcinovic,VfL Wolfsburg,18,Attack,Germany,1000000.0
Andrés Martín,Rayo Vallecano,23,Attack,Spain,1000000.0
Nico Schulz,Borussia Dortmund,30,Defender,Germany,1000000.0
Arijon Ibrahimovic,Bayern Munich,17,midfield,Germany,1000000.0
Alexander Meyer,Borussia Dortmund,32,Goalkeeper,Germany,1000000.0
Sebastian Rudy,TSG 1899 Hoffenheim,33,midfield,Germany,1000000.0
Niko Gießelmann,1.FC Union Berlin,31,Defender,Germany,1000000.0
Saidy Janko,VfL Bochum,27,Defender,The Gambia,1000000.0
Moritz Broschinski,VfL Bochum,22,Attack,Germany,1000000.0
Muhammed Damar,TSG 1899 Hoffenheim,19,midfield,Germany,1000000.0
Mateu Morey Bauzà,Borussia Dortmund,23,Defender,Spain,1000000.0
Eren Dinkci,SV Werder Bremen,21,Attack,Germany,1000000.0
Marvin Plattenhardt,Hertha BSC,31,Defender,Germany,1000000.0
Soumaïla Coulibaly,Borussia Dortmund,19,Defender,France,1000000.0
Lars Stindl,Borussia Mönchengladbach,34,midfield,Germany,1000000.0
Genki Haraguchi,VfB Stuttgart,32,midfield,Japan,1000000.0
Tomas Koubek,FC Augsburg,30,Goalkeeper,Czech Republic,1000000.0
Jere Uronen,FC Schalke 04,28,Defender,Finland,1000000.0
Felix Agu,SV Werder Bremen,23,Defender,Germany,1000000.0
Sargis Adamyan,1.FC Köln,30,Attack,Armenia,1000000.0
Fabio Chiarodia,SV Werder Bremen,18,Defender,Italy,1000000.0
Florian Dietz,1.FC Köln,24,Attack,Germany,1000000.0
Manuel Riemann,VfL Bochum,34,Goalkeeper,Germany,1000000.0
Renato Veiga,FC Augsburg,19,midfield,Portugal,1000000.0
Kingsley Schindler,1.FC Köln,29,midfield,Ghana,1000000.0
Marko Milovanovic,UD Almería,19,Attack,Serbia,1000000.0
Kevin Vázquez,Celta de Vigo,30,Defender,Spain,1000000.0
Paul Dummett,Newcastle United,31,Defender,Wales,1000000.0
Charalampos Lykogiannis,Bologna FC 1909,29,Defender,Greece,1000000.0
Miguel Rodríguez,Celta de Vigo,20,Attack,Spain,1000000.0
Franco Carboni,AC Monza,20,Defender,Argentina,1000000.0
Tim Ream,Fulham FC,35,Defender,United States,1000000.0
Luke Plange,Crystal Palace,20,Attack,England,1000000.0
Jesé,UC Sampdoria,30,Attack,Spain,1000000.0
Matty Longstaff,Newcastle United,23,midfield,England,1000000.0
Harrison Ashby,Newcastle United,21,Defender,Scotland,1000000.0
Lucas Rosa,Real Valladolid CF,23,Defender,Brazil,1000000.0
Sergio Asenjo,Real Valladolid CF,33,Goalkeeper,Spain,1000000.0
Seamus Coleman,Everton FC,34,Defender,Ireland,1000000.0
Jayden Braaf,Hellas Verona,20,Attack,Netherlands,1000000.0
Jordi Masip,Real Valladolid CF,34,Goalkeeper,Spain,1000000.0
José Pozo,Rayo Vallecano,27,midfield,Spain,1000000.0
Damián Suárez,Getafe CF,35,Defender,Uruguay,1000000.0
Zidane Iqbal,Manchester United,20,midfield,Iraq,1000000.0
Luis Hernández,Cádiz CF,34,Defender,Spain,1000000.0
Milan Djuric,Hellas Verona,33,Attack,Bosnia-Herzegovina,1000000.0
Vicente Guaita,Crystal Palace,36,Goalkeeper,Spain,1000000.0
Alex Ferrari,US Cremonese,28,Defender,Italy,1000000.0
Riccardo Marchizza,US Sassuolo,25,Defender,Italy,1000000.0
Matt Ritchie,Newcastle United,33,midfield,Scotland,1000000.0
Joel Robles,Leeds United,33,Goalkeeper,Spain,1000000.0
Fidel,Elche CF,33,Attack,Spain,1000000.0
Theo Walcott,Southampton FC,34,Attack,England,1000000.0
Andrea Consigli,US Sassuolo,36,Goalkeeper,Italy,1000000.0
John Donald,Elche CF,22,Defender,Spain,1000000.0
Álvaro Negredo,Cádiz CF,37,Attack,Spain,1000000.0
Borja García,Girona FC,32,midfield,Spain,1000000.0
Claudio Bravo,Real Betis Balompié,40,Goalkeeper,Chile,1000000.0
Dalbert,Inter Milan,29,Defender,Brazil,1000000.0
Aitor Paredes,Athletic Bilbao,23,Defender,Spain,1000000.0
Jaume Doménech,Valencia CF,32,Goalkeeper,Spain,1000000.0
Pablo Marín,Real Sociedad,19,midfield,Spain,1000000.0
Josan,Elche CF,33,Attack,Spain,1000000.0
Nicola Murru,UC Sampdoria,28,Defender,Italy,1000000.0
Ángel Rodríguez,RCD Mallorca,36,Attack,Spain,1000000.0
Cristhian Mosquera,Valencia CF,19,Defender,Spain,1000000.0
Luigi Sepe,US Salernitana 1919,32,Goalkeeper,Italy,1000000.0
Jeison Murillo,UC Sampdoria,31,Defender,Colombia,1000000.0
Pedro Bigas,Elche CF,33,Defender,Spain,1000000.0
Aridane Hernández,CA Osasuna,34,Defender,Spain,1000000.0
Bram Nuytinck,UC Sampdoria,33,Defender,Netherlands,1000000.0
Fabio Quagliarella,UC Sampdoria,40,Attack,Italy,3233.0
Daniele Montevago,UC Sampdoria,20,Attack,Italy,3232.0
Lorenzo Malagrida,UC Sampdoria,19,midfield,Italy,3224.0
Gerard Yepes,UC Sampdoria,20,midfield,Spain,3220.0
Flavio Paoletti,UC Sampdoria,20,midfield,Italy,3219.0
Tomás Rincón,UC Sampdoria,35,midfield,Venezuela,3218.0
Andrea Conti,UC Sampdoria,29,Defender,Italy,3216.0
Marios Oikonomou,UC Sampdoria,30,Defender,Greece,3212.0
Nicola Ravaglia,UC Sampdoria,34,Goalkeeper,Italy,3207.0
Martin Turk,UC Sampdoria,19,Goalkeeper,Slovenia,3206.0
Daniel Ciofani,US Cremonese,37,Attack,Italy,3204.0
Dennis Politic,US Cremonese,23,Attack,Romania,3199.0
Cristian Buonaiuto,US Cremonese,30,Attack,Italy,3198.0
Christian Acella,US Cremonese,20,midfield,Italy,3197.0
Michele Castagnetti,US Cremonese,33,midfield,Italy,3193.0
Matteo Bianchetti,US Cremonese,30,Defender,Italy,3187.0
Vlad Chiriches,US Cremonese,33,Defender,Romania,3186.0
Dorian Ciezkowski,US Cremonese,22,Goalkeeper,Poland,3181.0
Gianluca Saro,US Cremonese,23,Goalkeeper,Italy,3180.0
Mouhamadou Sarr,US Cremonese,26,Goalkeeper,Senegal,3179.0
Miguel Veloso,Hellas Verona,37,midfield,Portugal,3165.0
Alessandro Berardi,Hellas Verona,32,Goalkeeper,Italy,3151.0
Simone Perilli,Hellas Verona,28,Goalkeeper,Italy,3150.0
Julius Beck,Spezia Calcio,18,midfield,Denmark,3140.0
Jacopo Sala,Spezia Calcio,31,midfield,Italy,3139.0
Tio Cipot,Spezia Calcio,20,midfield,Slovenia,3138.0
Albin Ekdal,Spezia Calcio,33,midfield,Sweden,3135.0
Salva Ferrer,Spezia Calcio,25,Defender,Spain,3132.0
Federico Marchetti,Spezia Calcio,40,Goalkeeper,Italy,3123.0
Petar Zovko,Spezia Calcio,21,Goalkeeper,Bosnia-Herzegovina,3122.0
Jeroen Zoet,Spezia Calcio,32,Goalkeeper,Netherlands,3121.0
Joel Voelkerling Persson,US Lecce,20,Attack,Sweden,3119.0
Medon Berisha,US Lecce,19,midfield,Albania,3112.0
Thórir Jóhann Helgason,US Lecce,22,midfield,Iceland,3111.0
Mats Lemmens,US Lecce,21,Defender,Belgium,3104.0
Tommaso Cassandro,US Lecce,23,Defender,Italy,3103.0
Alessandro Tuia,US Lecce,33,Defender,Italy,3099.0
Kastriot Dermaku,US Lecce,31,Defender,Albania,3098.0
Simone Romagnoli,US Lecce,33,Defender,Italy,3097.0
Jasper Samooja,US Lecce,19,Goalkeeper,Finland,3092.0
Marco Bleve,US Lecce,27,Goalkeeper,Italy,3091.0
Federico Brancolini,US Lecce,21,Goalkeeper,Italy,3090.0
Antonio Pio Iervolino,US Salernitana 1919,20,midfield,Italy,3082.0
Federico Fazio,US Salernitana 1919,36,Defender,Argentina,3071.0
Vincenzo Fiorillo,US Salernitana 1919,33,Goalkeeper,Italy,3064.0
Duccio Degli Innocenti,FC Empoli,20,midfield,Italy,3047.0
Lorenzo Tonelli,FC Empoli,33,Defender,Italy,3041.0
Gabriele Guarino,FC Empoli,19,Defender,Italy,3040.0
Samir Ujkani,FC Empoli,34,Goalkeeper,Kosovo,3035.0
Lovro Stubljar,FC Empoli,18,Goalkeeper,Slovenia,3034.0
Samuele Perisan,FC Empoli,25,Goalkeeper,Italy,3033.0
Pedro Obiang,US Sassuolo,31,midfield,Equatorial Guinea,3022.0
Filippo Romagna,US Sassuolo,26,Defender,Italy,3012.0
Gianluca Pegolo,US Sassuolo,42,Goalkeeper,Italy,3008.0
Alessandro Russo,US Sassuolo,22,Goalkeeper,Italy,3007.0
Ilija Nestorovski,Udinese Calcio,33,Attack,North Macedonia,3005.0
Vivaldo,Udinese Calcio,18,Attack,Portugal,3004.0
Marvin Zeegelaar,Udinese Calcio,32,Defender,Netherlands,2991.0
Axel Guessand,Udinese Calcio,18,Defender,France,2987.0
James Abankwah,Udinese Calcio,19,Defender,Ireland,2986.0
Edoardo Piana,Udinese Calcio,19,Goalkeeper,Italy,2981.0
Daniele Padelli,Udinese Calcio,37,Goalkeeper,Italy,2980.0
Mirko Maric,AC Monza,28,Attack,Croatia,2978.0
Christian Gytkjaer,AC Monza,33,Attack,Denmark,2977.0
Marco D'Alessandro,AC Monza,32,Attack,Italy,2973.0
Samuele Vignato,AC Monza,19,midfield,Italy,2971.0
Andrea Barberis,AC Monza,29,midfield,Italy,2964.0
Giulio Donati,AC Monza,33,Defender,Italy,2962.0
Luca Marrone,AC Monza,33,Defender,Italy,2958.0
Valentin Antov,AC Monza,22,Defender,Bulgaria,2957.0
Eugenio Lamanna,AC Monza,33,Goalkeeper,Italy,2953.0
Alessandro Sorrentino,AC Monza,21,Goalkeeper,Italy,2952.0
Brian Bayeye,Torino FC,22,midfield,France,2942.0
Michel Adopo,Torino FC,22,midfield,France,2941.0
Gvidas Gineitis,Torino FC,19,midfield,Lithuania,2940.0
Matteo Fiorenza,Torino FC,20,Goalkeeper,Italy,2925.0
Luca Gemello,Torino FC,22,Goalkeeper,Italy,2924.0
Etrit Berisha,Torino FC,34,Goalkeeper,Albania,2923.0
Antonio Raimondo,Bologna FC 1909,19,Attack,Italy,2921.0
Kingsley Michael,Bologna FC 1909,23,midfield,Nigeria,2914.0
Niklas Pyyhtiä,Bologna FC 1909,19,midfield,Finland,2913.0
Kacper Urbanski,Bologna FC 1909,18,midfield,Poland,2909.0
Gary Medel,Bologna FC 1909,35,midfield,Chile,2908.0
Lorenzo De Silvestri,Bologna FC 1909,35,Defender,Italy,2905.0
Wisdom Amey,Bologna FC 1909,17,Defender,Togo,2900.0
Nicola Bagnolini,Bologna FC 1909,19,Goalkeeper,Italy,2895.0
Francesco Bardi,Bologna FC 1909,31,Goalkeeper,Italy,2894.0
Federico Ravaglia,Bologna FC 1909,23,Goalkeeper,Italy,2893.0
Alessandro Bianco,ACF Fiorentina,20,midfield,Italy,2882.0
Salvatore Sirigu,ACF Fiorentina,36,Goalkeeper,Italy,2868.0
Michele Cerofolini,ACF Fiorentina,24,Goalkeeper,Italy,2867.0
Enzo Barrenechea,Juventus FC,22,midfield,Argentina,2851.0
Carlo Pinsoglio,Juventus FC,33,Goalkeeper,Italy,2841.0
Ante Coric,AS Roma,26,midfield,Croatia,2833.0
William Bianda,AS Roma,23,Defender,France,2819.0
Pietro Boer,AS Roma,21,Goalkeeper,Italy,2813.0
Lukas Vorlicky,Atalanta BC,21,Attack,Czech Republic,2806.0
Simone Muratore,Atalanta BC,25,midfield,Italy,2803.0
Francesco Rossi,Atalanta BC,32,Goalkeeper,Italy,2788.0
Antonio Mirante,AC Milan,39,Goalkeeper,Italy,2759.0
Devis Vásquez,AC Milan,25,Goalkeeper,Colombia,2758.0
Ciprian Tatarusanu,AC Milan,37,Goalkeeper,Romania,2757.0
Mattia Zanotti,Inter Milan,20,Defender,Italy,2742.0
Alessandro Fontanarosa,Inter Milan,20,Defender,Italy,2737.0
Alex Cordaz,Inter Milan,40,Goalkeeper,Italy,2731.0
Samir Handanovic,Inter Milan,38,Goalkeeper,Slovenia,2730.0
Marco Bertini,SS Lazio,20,midfield,Italy,2716.0
Stefan Radu,SS Lazio,36,Defender,Romania,2711.0
Marius Adamonis,SS Lazio,26,Goalkeeper,Lithuania,2705.0
Karim Zedadka,SSC Napoli,23,midfield,Algeria,2694.0
Davide Marfella,SSC Napoli,23,Goalkeeper,Italy,2679.0
Hubert Idasiak,SSC Napoli,21,Goalkeeper,Poland,2678.0
Pape Cheikh,Elche CF,25,midfield,Senegal,2109.0
Gonzalo Verdú,Elche CF,34,Defender,Spain,2099.0
Axel Werner,Elche CF,27,Goalkeeper,Argentina,2093.0
Omar El Hilali,RCD Espanyol Barcelona,19,Defender,Morocco,2078.0
Rubén Sánchez,RCD Espanyol Barcelona,22,Defender,Spain,2077.0
Simo Keddari,RCD Espanyol Barcelona,18,Defender,Spain,2072.0
Joan García,RCD Espanyol Barcelona,22,Goalkeeper,Spain,2067.0
Iván Sánchez,Real Valladolid CF,30,Attack,Spain,2062.0
Anuar,Real Valladolid CF,28,midfield,Morocco,2056.0
Dyego Sousa,UD Almería,33,Attack,Portugal,2040.0
Diego Fuoli,UD Almería,25,Goalkeeper,Spain,2017.0
Diego Mariño,UD Almería,33,Goalkeeper,Spain,2016.0
Youba Diarra,Cádiz CF,25,midfield,Mali,2004.0
José Mari,Cádiz CF,35,midfield,Spain,2000.0
Jon Ander Garrido,Cádiz CF,33,midfield,Spain,1999.0
Raúl Parra,Cádiz CF,23,Defender,Spain,1998.0
Juan Cala,Cádiz CF,33,Defender,Spain,1993.0
Momo Mbaye,Cádiz CF,24,Defender,Senegal,1992.0
David Gil,Cádiz CF,29,Goalkeeper,Spain,1987.0
Kiko Casilla,Getafe CF,36,Goalkeeper,Spain,1963.0
Diego Conde,Getafe CF,24,Goalkeeper,Spain,1962.0
Cristian Rivero,Valencia CF,25,Goalkeeper,Spain,1939.0
Iago Herrerín,Valencia CF,35,Goalkeeper,Spain,1938.0
Carlos Domínguez,Celta de Vigo,22,Defender,Spain,1918.0
Mario Hernández,Rayo Vallecano,24,Defender,Spain,1899.0
Mario Suárez,Rayo Vallecano,36,Defender,Spain,1895.0
Esteban Saveljich,Rayo Vallecano,32,Defender,Montenegro,1894.0
Diego López,Rayo Vallecano,41,Goalkeeper,Spain,1890.0
Miguel Ángel Morro,Rayo Vallecano,22,Goalkeeper,Spain,1889.0
Ibrahima Kébé,Girona FC,22,midfield,Mali,1852.0
Toni Fuidias,Girona FC,22,Goalkeeper,Spain,1841.0
Juan Carlos,Girona FC,35,Goalkeeper,Spain,1840.0
Clément Grenier,RCD Mallorca,32,midfield,France,1831.0
Josep Gayá,RCD Mallorca,22,Defender,Spain,1822.0
Leo Román,RCD Mallorca,22,Goalkeeper,Spain,1816.0
Mikel Balenziaga,Athletic Bilbao,35,Defender,Spain,1797.0
Ander Iru,Athletic Bilbao,24,Goalkeeper,Spain,1791.0
Diego Moreno,CA Osasuna,22,Defender,Spain,1776.0
Pepe Reina,Villarreal CF,40,Goalkeeper,Spain,1719.0
Martín Merquelanz,Real Sociedad,28,Attack,Spain,1712.0
Andoni Zubiaurre,Real Sociedad,26,Goalkeeper,Spain,1692.0
Dan Nlundulu,Southampton FC,24,Attack,England,1127.0
Nathan Tella,Southampton FC,23,Attack,England,1121.0
Will Smallbone,Southampton FC,23,midfield,Ireland,1114.0
Willy Caballero,Southampton FC,41,Goalkeeper,Argentina,1097.0
Tyler Roberts,Leeds United,24,Attack,Wales,1094.0
Joe Gelhardt,Leeds United,21,Attack,England,1092.0
Ian Poveda,Leeds United,23,Attack,England,1089.0
Jamie Shackleton,Leeds United,23,midfield,England,1080.0
Cody Drameh,Leeds United,21,Defender,England,1074.0
Leo Fuhr Hjelde,Leeds United,19,Defender,Norway,1070.0
Charlie Cresswell,Leeds United,20,Defender,England,1068.0
George Hirst,Leicester City,24,Attack,England,1062.0
Marc Albrighton,Leicester City,33,midfield,England,1055.0
Hamza Choudhury,Leicester City,25,midfield,England,1050.0
Ryan Bertrand,Leicester City,33,Defender,England,1044.0
Alex Smithies,Leicester City,33,Goalkeeper,England,1035.0
Ibrahim Maza,Hertha BSC,17,Attack,Germany,1035.0
Derry Scherhant,Hertha BSC,20,Attack,Germany,1034.0
Florian Niederlechner,Hertha BSC,32,Attack,Germany,1033.0
Kelian Nsona,Hertha BSC,21,Attack,France,1029.0
Kevin-Prince Boateng,Hertha BSC,36,midfield,Ghana,1025.0
Tolga Cigerci,Hertha BSC,31,midfield,Turkey,1022.0
Julian Eitschberger,Hertha BSC,19,Defender,Germany,1019.0
Peter Pekarik,Hertha BSC,36,Defender,Slovakia,1018.0
Lukas Ullrich,Hertha BSC,19,Defender,Germany,1016.0
Andy Lonergan,Everton FC,39,Goalkeeper,England,1010.0
Asmir Begovic,Everton FC,36,Goalkeeper,Bosnia-Herzegovina,1009.0
Rune Jarstein,Hertha BSC,38,Goalkeeper,Norway,1009.0
Tjark Ernst,Hertha BSC,20,Goalkeeper,Germany,1008.0
Lyle Taylor,Nottingham Forest,33,Attack,Montserrat,1007.0
Sebastian Polter,FC Schalke 04,32,Attack,Germany,1006.0
Simon Terodde,FC Schalke 04,35,Attack,Germany,1005.0
Josh Bowler,Nottingham Forest,24,Attack,England,1002.0
Alex Mighten,Nottingham Forest,21,Attack,England,1001.0
Dominick Drexler,FC Schalke 04,33,midfield,Germany,1000.0
Soichiro Kozuki,FC Schalke 04,22,midfield,Japan,997.0
Nassim Boujellab,FC Schalke 04,24,midfield,Morocco,996.0
Harry Arter,Nottingham Forest,33,midfield,Ireland,995.0
Danny Latza,FC Schalke 04,33,midfield,Germany,995.0
Cafú,Nottingham Forest,30,midfield,Portugal,994.0
Jack Colback,Nottingham Forest,33,midfield,England,989.0
Ibrahima Cissé,FC Schalke 04,22,Defender,Mali,986.0
Timothée Kolodziejczak,FC Schalke 04,31,Defender,France,985.0
Marcin Kaminski,FC Schalke 04,31,Defender,Poland,984.0
Maya Yoshida,FC Schalke 04,34,Defender,Japan,983.0
Michael Langer,FC Schalke 04,38,Goalkeeper,Austria,978.0
Justin Heekeren,FC Schalke 04,22,Goalkeeper,Germany,977.0
Jonathan Panzo,Nottingham Forest,22,Defender,England,977.0
Ralf Fährmann,FC Schalke 04,34,Goalkeeper,Germany,976.0
Alexander Schwolow,FC Schalke 04,31,Goalkeeper,Germany,975.0
Alou Kuol,VfB Stuttgart,21,Attack,Australia,974.0
Thomas Kastanaras,VfB Stuttgart,20,Attack,Germany,973.0
Adnan Kanuric,Nottingham Forest,22,Goalkeeper,Bosnia-Herzegovina,973.0
Jordan Smith,Nottingham Forest,28,Goalkeeper,England,972.0
Wayne Hennessey,Nottingham Forest,36,Goalkeeper,Wales,971.0
Christian Saydee,AFC Bournemouth,21,Attack,England,969.0
Jamal Lowe,AFC Bournemouth,28,Attack,Jamaica,965.0
Laurin Ulrich,VfB Stuttgart,18,midfield,Germany,964.0
Ömer Beyaz,VfB Stuttgart,19,midfield,Turkey,963.0
Junior Stanislas,AFC Bournemouth,33,Attack,England,962.0
Gavin Kilkenny,AFC Bournemouth,23,midfield,Ireland,957.0
Ben Pearson,AFC Bournemouth,28,midfield,England,956.0
Antonis Aidonis,VfB Stuttgart,22,Defender,Germany,953.0
Florian Schock,VfB Stuttgart,22,Goalkeeper,Germany,948.0
Dennis Seimen,VfB Stuttgart,17,Goalkeeper,Germany,947.0
Will Dennis,AFC Bournemouth,22,Goalkeeper,England,942.0
Darren Randolph,AFC Bournemouth,36,Goalkeeper,Ireland,941.0
Daniel Caligiuri,FC Augsburg,35,Attack,Italy,939.0
Noah Joel Sarenren Bazee,FC Augsburg,26,Attack,Germany,938.0
Julian Baumgartlinger,FC Augsburg,35,midfield,Austria,930.0
Tobias Strobl,FC Augsburg,33,midfield,Germany,929.0
Conor Coventry,West Ham United,23,midfield,Ireland,928.0
Aaron Zehnter,FC Augsburg,18,Defender,Germany,925.0
Angelo Ogbonna,West Ham United,35,Defender,Italy,921.0
Lukasz Fabianski,West Ham United,38,Goalkeeper,Poland,917.0
Benjamin Leneis,FC Augsburg,24,Goalkeeper,Germany,917.0
Daniel Klein,FC Augsburg,22,Goalkeeper,Germany,916.0
Rafal Gikiewicz,FC Augsburg,35,Goalkeeper,Poland,915.0
Silvère Ganvoula,VfL Bochum,26,Attack,Congo,913.0
Luke Cundle,Wolverhampton Wanderers,21,midfield,England,904.0
Anthony Losilla,VfL Bochum,37,midfield,France,902.0
Jacek Goralski,VfL Bochum,30,midfield,Poland,901.0
Cristian Gamboa,VfL Bochum,33,Defender,Costa Rica,900.0
Ki-Jana Hoever,Wolverhampton Wanderers,21,Defender,Netherlands,897.0
Mohammed Tolba,VfL Bochum,18,Defender,Germany,895.0
Vasilios Lampropoulos,VfL Bochum,33,Defender,Greece,894.0
Paul Grave,VfL Bochum,22,Goalkeeper,Germany,889.0
Louie Moulden,Wolverhampton Wanderers,21,Goalkeeper,England,888.0
Michael Esser,VfL Bochum,35,Goalkeeper,Germany,888.0
Marko Johansson,VfL Bochum,24,Goalkeeper,Sweden,887.0
Jean Manuel Mbom,SV Werder Bremen,23,midfield,Germany,878.0
Dikeni Salifou,SV Werder Bremen,20,midfield,Togo,876.0
Christian Groß,SV Werder Bremen,34,midfield,Germany,875.0
Louis Lord,SV Werder Bremen,19,Goalkeeper,Germany,864.0
Abdul-Rahman Baba,Chelsea FC,28,Defender,Ghana,864.0
Dudu,SV Werder Bremen,24,Goalkeeper,Germany,863.0
Mio Backhaus,SV Werder Bremen,19,Goalkeeper,Germany,862.0
Michael Zetterer,SV Werder Bremen,27,Goalkeeper,Germany,861.0
Fisnik Asllani,TSG 1899 Hoffenheim,20,Attack,Germany,859.0
Malcolm Ebiowei,Crystal Palace,19,Attack,England,847.0
James McArthur,Crystal Palace,35,midfield,Scotland,842.0
Ermin Bicakcic,TSG 1899 Hoffenheim,33,Defender,Bosnia-Herzegovina,839.0
James Tomkins,Crystal Palace,34,Defender,England,833.0
Nahuel Noll,TSG 1899 Hoffenheim,20,Goalkeeper,Germany,832.0
Luca Philipp,TSG 1899 Hoffenheim,22,Goalkeeper,Germany,831.0
Philipp Pentke,TSG 1899 Hoffenheim,38,Goalkeeper,Germany,830.0
Remi Matthews,Crystal Palace,29,Goalkeeper,England,828.0
