Player,Age,Position,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors
Črnigoj Domen,26,MF,7,4,296,0,0,0,1,0,1,0,0.0,0.00,,6.9,0,79,111,71.2,1189,263,6,1.83,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,8,3,1,50.0,9,9,17,6,0
Falcone Wladimiro,27,GK,38,38,"3,420",0,0,0,2,0,0,0,,,,,0,597,1167,51.2,19884,15815,6,0.16,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,100.0,0,2,4,21,3
Baschirotto Federico,25,DF,37,37,"3,330",3,0,0,6,0,21,6,28.6,0.14,0.50,11.8,0,1049,1432,73.3,22612,8666,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0,40,30,22,61.1,45,36,76,192,0
Gendrey Valentin,22,DF,37,35,"3,101",0,2,0,4,0,10,0,0.0,0.00,,22.0,0,1031,1448,71.2,16693,8217,49,1.42,37,5,1,0,4,2,4,0.12,2,0,0,0,2,0,88,57,40,56.3,45,37,125,89,0
Hjulmand Morten,23,MF,35,34,"2,962",0,4,0,9,1,17,4,23.5,0.00,0.00,26.2,0,1040,1325,78.5,19699,6227,60,1.82,53,3,0,1,3,0,6,0.18,6,0,0,0,0,0,90,52,37,55.2,43,72,162,54,0
Strefezza Gabriel,25,"FW,MF",35,30,"2,442",8,4,2,5,0,68,18,26.5,0.09,0.33,21.4,4,553,886,62.4,9963,3082,101,3.72,77,6,8,6,3,1,8,0.29,8,0,0,0,0,0,50,24,27,50.9,36,16,66,15,0
Gallo Antonino,22,DF,32,28,"2,486",0,1,0,5,1,10,2,20.0,0.00,0.00,25.8,0,843,1254,67.2,15118,6837,64,2.32,50,9,3,1,1,0,1,0.04,1,0,0,0,0,0,56,36,38,66.7,37,13,69,71,0
Blin Alexis,25,MF,35,26,"2,376",1,0,0,8,0,22,4,18.2,0.05,0.25,12.9,0,766,963,79.5,12309,3766,42,1.59,34,2,0,4,2,0,1,0.04,1,0,0,0,0,0,69,39,38,52.1,55,34,103,74,0
Gonzàlez Joan,20,MF,35,26,"2,197",1,3,0,8,0,17,4,23.5,0.06,0.25,16.4,0,598,782,76.5,9263,2561,40,1.64,31,0,1,3,4,1,3,0.12,2,0,0,0,0,1,48,28,17,33.3,37,16,64,28,0
Umtiti Samuel,28,DF,25,24,"2,113",0,0,0,8,0,12,0,0.0,0.00,,16.4,0,724,868,83.4,14243,4927,9,0.38,7,1,0,0,0,1,0,0.00,0,0,0,0,0,0,52,34,18,69.2,26,26,78,79,0
Di Francesco Federico,28,"FW,MF",36,23,"2,031",2,2,0,5,0,39,16,41.0,0.05,0.13,17.4,1,340,511,66.5,4915,1626,49,2.17,29,5,5,2,6,2,5,0.22,2,1,1,1,0,0,28,16,9,47.4,16,8,36,14,0
Ceesay Assan,28,FW,34,20,"1,812",6,0,1,2,0,41,10,24.4,0.12,0.50,14.7,0,226,394,57.4,2930,366,37,1.84,25,0,5,3,4,0,6,0.30,2,0,3,1,0,0,23,18,9,52.9,15,3,26,24,0
Banda Lameck,21,"FW,MF",36,19,"1,636",2,1,0,6,0,36,12,33.3,0.06,0.17,19.0,0,278,428,65.0,3757,907,42,2.31,20,2,13,3,4,0,3,0.17,3,0,0,0,0,0,30,20,15,36.6,24,8,38,5,0
Colombo Lorenzo,20,FW,33,18,"1,515",5,2,1,4,0,43,11,25.6,0.09,0.36,16.8,0,208,332,62.7,2639,568,43,2.56,29,0,4,8,2,0,2,0.12,1,0,0,1,0,0,17,9,6,42.9,22,2,19,7,0
Oudin Remi,25,"FW,MF",31,12,"1,321",3,0,0,3,0,38,13,34.2,0.08,0.23,22.6,3,372,596,62.4,8130,2809,61,4.16,23,29,3,6,0,0,4,0.27,3,1,0,0,0,0,25,13,10,43.5,16,29,54,23,0
Pezzella Giuseppe,24,DF,16,10,918,0,1,0,2,0,4,0,0.0,0.00,,20.7,0,419,534,78.5,6752,2619,17,1.66,14,2,0,0,1,0,3,0.29,3,0,0,0,0,0,21,9,9,56.3,11,8,29,31,1
Pongračić Marin,24,DF,9,9,790,0,0,0,2,0,1,0,0.0,0.00,,16.5,0,296,361,82.0,6388,2314,6,0.68,4,1,0,0,0,1,0,0.00,0,0,0,0,0,0,16,14,5,71.4,4,16,32,31,0
Askildsen Kristoffer,21,MF,21,7,728,0,0,0,3,0,10,3,30.0,0.00,0.00,24.0,1,165,269,61.3,2965,1017,15,1.85,9,4,0,0,2,0,1,0.12,1,0,0,0,0,0,7,3,4,40.0,15,11,18,6,0
Maleh Youssef,23,MF,17,7,674,0,1,0,3,0,6,1,16.7,0.00,0.00,21.0,0,146,206,70.9,2208,566,11,1.47,8,1,0,1,1,0,1,0.13,1,0,0,0,0,0,17,8,6,42.9,20,5,22,10,0
Tuia Alessandro,32,DF,7,6,509,0,0,0,1,0,2,1,50.0,0.00,0.00,11.6,0,142,204,69.6,3226,1193,5,0.88,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,10,6,3,33.3,3,15,25,29,0
Bistrović Kristijan,24,MF,11,5,461,0,0,0,0,0,8,1,12.5,0.00,0.00,24.4,4,101,140,72.1,1867,682,10,1.95,3,7,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,0,0.0,3,0,3,4,0
Jóhann Helgason Þórir,21,MF,12,2,222,0,0,0,0,0,2,0,0.0,0.00,,32.6,1,55,75,73.3,967,363,7,2.84,3,3,0,0,1,0,1,0.41,1,0,0,0,0,0,2,2,2,66.7,3,3,5,3,0
Romagnoli Simone,32,DF,7,1,167,0,0,0,0,0,1,0,0.0,0.00,,11.2,0,61,74,82.4,1136,497,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,5,2,100.0,4,1,7,11,0
Mert Çetin Yıldırım,25,DF,1,1,20,0,0,0,0,0,0,0,,,,,0,2,3,66.7,38,8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,,0,1,2,1,0
Voelkerling Persson Joel,19,"FW,MF",9,0,99,0,0,0,0,0,1,0,0.0,0.00,,13.1,0,24,39,61.5,241,67,3,2.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0,0
Listkowski Marcin,24,"MF,FW",5,0,77,0,0,0,0,0,1,0,0.0,0.00,,13.9,0,16,24,66.7,204,71,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,3,3,2,0
Bourabia Mehdi,30,MF,37,36,"2,771",1,3,0,3,0,33,5,15.2,0.03,0.20,24.3,1,981,1282,76.5,15009,4832,80,2.60,59,7,6,4,1,3,7,0.23,6,0,0,1,0,0,41,20,19,46.3,39,32,73,57,0
Gyasi Emmanuel,28,"FW,DF",35,35,"2,810",2,0,0,10,0,34,13,38.2,0.06,0.15,13.7,0,646,802,80.5,8305,1651,53,1.70,44,0,2,2,3,2,0,0.00,0,0,0,0,0,0,24,15,9,25.0,24,8,32,26,0
Nikolaou Dimitris,23,DF,36,34,"2,958",1,0,0,9,1,10,3,30.0,0.10,0.33,20.3,0,1348,1660,81.2,24411,9983,27,0.82,23,3,0,1,0,0,0,0.00,0,0,0,0,0,0,45,32,25,67.6,41,27,72,82,0
Drągowski Bartłomiej,24,GK,34,34,"2,946",0,1,0,1,0,0,0,,,,,0,808,1173,68.9,21748,14971,7,0.21,6,1,0,0,0,0,2,0.06,2,0,0,0,0,0,1,0,1,20.0,0,1,2,15,3
Ampadu Ethan,21,"DF,MF",31,31,"2,639",0,1,0,10,1,16,5,31.3,0.00,0.00,18.1,0,1254,1548,81.0,23855,9527,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0,66,37,17,41.5,48,36,102,98,0
Nzola M'Bala,25,FW,31,29,"2,653",13,2,3,8,0,60,20,33.3,0.17,0.50,14.9,0,471,593,79.4,5580,916,67,2.27,52,0,5,4,6,0,7,0.24,3,0,3,0,1,0,12,5,3,33.3,20,7,19,21,0
Amian Kelvin,24,DF,30,26,"2,372",0,1,0,7,1,26,7,26.9,0.00,0.00,16.7,1,830,1110,74.8,13341,5833,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0,54,32,24,77.4,34,22,76,87,1
Reca Arkadiusz,27,DF,30,24,"2,173",1,1,0,5,0,22,8,36.4,0.05,0.13,23.7,0,827,1197,69.1,14250,5884,50,2.07,39,2,3,4,1,1,2,0.08,1,0,0,1,0,0,44,28,19,59.4,21,24,68,54,0
Agudelo Kevin,23,"MF,FW",34,23,"2,131",0,1,0,5,0,28,7,25.0,0.00,0.00,21.4,0,531,735,72.2,7885,2631,59,2.49,41,1,9,4,4,0,3,0.13,2,0,0,0,1,0,71,38,25,42.4,39,10,81,6,0
Ekdal Albin,33,MF,31,18,"1,734",0,2,0,6,1,19,4,21.1,0.00,0.00,14.4,0,606,782,77.5,8887,3150,35,1.82,26,0,1,4,2,2,1,0.05,1,0,0,0,0,0,37,20,19,42.2,24,26,63,36,0
Kiwior Jakub,22,DF,17,17,"1,443",0,0,0,3,0,10,2,20.0,0.00,0.00,16.6,1,653,775,84.3,13165,4165,15,0.94,9,3,0,1,0,2,1,0.06,1,0,0,0,0,0,22,17,6,25.0,26,24,46,71,1
Holm Emil,22,DF,20,17,"1,393",1,1,0,4,0,15,5,33.3,0.07,0.20,14.9,0,342,573,59.7,5181,1707,36,2.33,24,5,2,2,3,0,1,0.06,1,0,0,0,0,0,26,15,16,51.6,21,9,35,41,0
Bastoni Simone,25,"MF,DF",19,15,"1,189",2,4,0,7,0,22,7,31.8,0.09,0.29,20.9,2,367,596,61.6,6147,2336,30,2.27,19,8,0,2,0,1,3,0.23,3,0,0,0,0,0,47,24,15,45.5,20,8,55,14,0
Caldara Mattia,28,DF,20,13,"1,253",0,0,0,6,0,11,4,36.4,0.00,0.00,10.5,0,461,600,76.8,8308,3214,7,0.50,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0,23,14,9,45.0,23,17,40,88,2
Wiśniewski Przemysław,24,DF,14,11,"1,003",1,0,0,3,0,6,3,50.0,0.17,0.33,9.8,0,417,502,83.1,8258,2784,6,0.54,4,0,0,1,1,0,1,0.09,0,0,0,1,0,0,13,6,6,33.3,16,11,24,66,0
Verde Daniele,26,"FW,MF",25,11,998,3,0,1,1,0,32,10,31.3,0.06,0.20,21.6,1,312,443,70.4,5403,1794,44,3.97,27,12,0,1,1,3,1,0.09,0,1,0,0,0,0,4,4,3,42.9,6,8,12,4,0
Esposito Salvatore,21,MF,15,10,971,1,0,0,5,1,14,2,14.3,0.07,0.50,28.5,11,500,653,76.6,8468,2456,28,2.60,13,11,0,1,3,0,0,0.00,0,0,0,0,0,0,15,12,5,23.8,9,11,26,18,0
Shomurodov Eldor,27,FW,15,9,809,1,1,0,2,0,18,4,22.2,0.06,0.25,15.7,0,143,205,69.8,1903,367,19,2.12,17,0,2,0,0,0,1,0.11,1,0,0,0,0,0,5,5,2,18.2,5,3,8,4,0
Kovalenko Viktor,26,MF,18,7,548,0,0,0,1,0,11,1,9.1,0.00,0.00,15.4,1,189,241,78.4,2975,643,12,1.97,10,1,0,0,1,0,1,0.16,0,0,0,0,1,0,9,5,5,62.5,11,4,13,7,0
Maldini Daniel,20,"FW,MF",18,4,628,2,0,0,1,0,15,6,40.0,0.13,0.33,19.0,1,125,187,66.8,1665,330,22,3.16,10,1,5,2,4,0,0,0.00,0,0,0,0,0,0,12,5,4,36.4,9,1,13,8,0
Hristov Petko,23,DF,9,4,365,0,0,0,0,0,1,0,0.0,0.00,,10.0,0,160,207,77.3,2653,997,3,0.74,1,0,0,1,1,0,1,0.25,0,0,0,0,1,0,6,4,5,62.5,4,4,10,12,0
Zoet Jeroen,31,GK,5,4,334,0,0,0,1,0,0,0,,,,,0,75,133,56.4,2316,1996,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,100.0,0,0,1,1,0
Żurkowski Szymon,24,MF,10,3,427,0,0,0,1,0,7,1,14.3,0.00,0.00,23.5,0,70,101,69.3,984,273,4,0.84,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,9,3,2,13.3,9,4,13,6,0
Ellertsson Mikael,20,"MF,DF",11,1,171,0,0,0,3,0,2,0,0.0,0.00,,21.8,0,24,40,60.0,322,82,5,2.65,2,0,1,1,1,0,0,0.00,0,0,0,0,0,0,4,2,0,0.0,2,2,6,0,0
Strelec Dávid,21,FW,7,1,169,0,0,0,0,0,3,1,33.3,0.00,0.00,11.2,0,25,43,58.1,294,30,4,2.16,3,0,0,0,1,0,2,1.08,2,0,0,0,0,0,2,2,2,100.0,0,0,2,0,0
Montipò Lorenzo,26,GK,37,37,"3,330",0,0,0,1,0,0,0,,,,,0,745,1192,62.5,29263,24967,12,0.32,5,7,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0.0,1,0,1,26,3
Tameze Adrien,28,MF,37,35,"3,031",0,0,0,3,0,12,2,16.7,0.00,0.00,22.8,0,835,1092,76.5,14351,4390,53,1.57,44,2,1,1,4,1,3,0.09,3,0,0,0,0,0,51,30,28,44.4,51,37,88,55,2
Hien Isak,23,DF,32,28,"2,607",0,0,0,9,0,3,0,0.0,0.00,,8.6,0,775,1031,75.2,16071,6179,18,0.62,15,1,0,0,0,2,0,0.00,0,0,0,0,0,0,73,36,38,62.3,40,31,104,92,1
Lazović Darko,31,"MF,DF",30,27,"2,242",4,5,0,0,0,43,14,32.6,0.09,0.29,18.8,4,517,836,61.8,8845,3738,67,2.69,46,11,5,2,0,3,5,0.20,3,2,0,0,0,0,24,13,13,44.8,14,16,40,19,0
Depaoli Fabio,25,DF,31,24,"2,173",2,2,0,7,0,19,4,21.1,0.11,0.50,16.0,0,440,685,64.2,8131,4636,43,1.78,27,9,1,0,5,1,4,0.17,3,1,0,0,0,0,48,28,25,56.8,32,18,66,33,3
Dawidowicz Paweł,27,DF,23,20,"1,632",1,1,0,6,1,11,2,18.2,0.09,0.50,10.7,0,613,827,74.1,11131,4374,16,0.88,13,1,0,1,0,1,1,0.06,0,0,0,1,0,0,48,31,22,71.0,14,23,71,71,0
Magnani Giangiacomo,26,DF,24,19,"1,532",0,1,0,7,1,7,1,14.3,0.00,0.00,19.1,0,367,499,73.5,7603,2655,13,0.76,11,0,1,1,0,0,2,0.12,1,0,1,0,0,0,33,22,19,76.0,20,21,54,76,0
Faraoni Davide,30,DF,23,19,"1,485",2,3,0,7,0,20,5,25.0,0.10,0.40,18.6,0,394,592,66.6,7297,3426,28,1.70,18,2,4,4,0,0,4,0.24,2,0,1,1,0,0,34,24,16,39.0,30,15,49,37,0
Ceccherini Federico,30,DF,22,18,"1,417",2,0,0,9,1,7,2,28.6,0.29,1.00,15.0,0,479,623,76.9,8667,3491,19,1.20,13,2,0,0,0,4,2,0.13,1,0,0,0,0,1,25,19,13,56.5,17,19,44,55,0
Lasagna Kevin,29,"FW,MF",26,17,"1,572",1,2,0,2,0,52,11,21.2,0.02,0.09,18.2,0,157,258,60.9,2338,547,39,2.23,25,0,5,4,3,2,3,0.17,1,0,1,1,0,0,12,6,6,42.9,17,5,17,13,0
Doig Josh,20,DF,22,15,"1,354",2,3,0,1,0,18,6,33.3,0.11,0.33,16.1,0,360,534,67.4,6111,2875,35,2.32,23,6,3,1,2,0,7,0.46,5,0,1,0,1,0,19,8,6,37.5,25,11,30,13,1
Đurić Milan,32,FW,28,14,"1,366",1,1,0,3,0,16,5,31.3,0.06,0.20,10.7,0,268,523,51.2,3119,740,36,2.37,31,0,0,3,2,0,2,0.13,2,0,0,0,0,0,2,1,1,33.3,7,1,3,24,0
Veloso Miguel,36,MF,22,14,"1,163",0,0,0,6,0,16,2,12.5,0.00,0.00,23.3,2,429,599,71.6,8600,3315,36,2.78,20,12,0,4,0,0,2,0.15,2,0,0,0,0,0,33,10,16,61.5,26,6,39,14,0
Henry Thomas,27,FW,16,13,"1,030",2,0,0,4,0,18,5,27.8,0.11,0.40,17.4,0,115,226,50.9,1405,437,22,1.92,16,1,1,3,1,0,0,0.00,0,0,0,0,0,0,5,3,1,20.0,6,0,5,14,0
Verdi Simone,30,"MF,FW",24,12,"1,096",5,0,1,3,0,29,10,34.5,0.14,0.40,20.9,6,270,414,65.2,5101,1823,47,3.87,25,12,2,2,4,2,0,0.00,0,0,0,0,0,0,15,10,6,35.3,8,0,15,2,0
Coppola Diego,18,DF,19,11,"1,177",0,0,0,5,0,3,0,0.0,0.00,,11.8,0,403,557,72.4,7562,3275,9,0.69,6,2,0,0,0,1,0,0.00,0,0,0,0,0,0,25,17,11,45.8,20,14,39,38,0
Duda Ondrej,27,MF,15,11,"1,061",0,0,0,4,0,13,4,30.8,0.00,0.00,22.6,1,323,433,74.6,5654,1659,20,1.69,13,1,1,2,2,1,2,0.17,1,0,0,1,0,0,22,14,9,56.3,11,13,35,8,0
Günter Koray,27,DF,13,11,"1,003",1,0,0,3,0,9,1,11.1,0.11,1.00,14.2,0,323,422,76.5,6871,3172,13,1.17,10,1,0,2,0,0,1,0.09,0,0,0,1,0,0,10,6,4,57.1,24,30,40,46,0
Ilić Ivan,21,MF,11,10,851,0,1,0,1,0,9,2,22.2,0.00,0.00,21.6,0,279,401,69.6,5107,1432,28,2.96,14,12,2,0,0,0,2,0.21,1,0,1,0,0,0,16,10,6,54.5,10,8,24,14,0
Ngonge Cyril,22,"MF,FW",14,9,745,3,1,0,2,0,26,10,38.5,0.12,0.30,23.5,0,98,175,56.0,1450,491,27,3.27,13,3,4,6,1,0,3,0.36,1,1,0,1,0,0,7,3,3,27.3,7,6,13,4,0
Kallon Yayah,21,"MF,FW",22,8,860,1,1,0,1,0,20,6,30.0,0.05,0.17,19.4,0,148,237,62.4,2179,653,30,3.14,24,0,2,1,3,0,2,0.21,1,0,0,1,0,0,14,10,7,58.3,10,8,22,5,0
Gaich Adolfo,23,FW,16,8,726,2,0,0,2,0,24,8,33.3,0.08,0.25,16.8,0,94,165,57.0,1055,200,19,2.36,14,0,2,0,2,1,1,0.12,0,0,0,0,1,0,5,3,1,16.7,7,3,8,7,1
Terracciano Filippo,19,"DF,MF",20,7,821,0,1,0,2,0,5,3,60.0,0.00,0.00,23.3,0,235,343,68.5,4308,1770,14,1.53,9,2,2,1,0,0,2,0.22,2,0,0,0,0,0,20,13,15,75.0,7,10,30,14,0
Sulemana Ibrahim,19,MF,16,6,651,0,0,0,4,0,9,3,33.3,0.00,0.00,24.4,0,133,183,72.7,2479,777,13,1.79,11,0,1,0,0,1,0,0.00,0,0,0,0,0,0,19,13,6,50.0,8,14,33,15,0
Abildgaard Oliver,26,MF,13,6,592,0,0,0,2,0,3,2,66.7,0.00,0.00,14.0,0,115,195,59.0,1943,930,9,1.37,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,10,6,7,43.8,7,5,15,17,0
Valeri Emanuele,23,DF,37,31,"2,785",2,3,0,3,0,40,6,15.0,0.05,0.33,21.5,3,753,1258,59.9,13771,6184,94,3.04,67,15,2,1,8,1,5,0.16,3,2,0,0,0,0,54,27,29,42.0,17,22,76,44,1
Pickel Charles,25,MF,33,30,"2,483",1,0,0,8,1,23,7,30.4,0.04,0.14,15.9,0,756,978,77.3,12014,3464,52,1.89,49,1,0,2,0,0,2,0.07,2,0,0,0,0,0,55,23,32,56.1,37,24,79,36,1
Meïté Soualiho,28,MF,31,28,"2,366",0,2,0,5,0,17,3,17.6,0.00,0.00,24.4,0,863,1026,84.1,14666,3741,45,1.71,38,1,3,0,1,2,3,0.11,3,0,0,0,0,0,47,31,22,47.8,27,27,74,36,0
Carnesecchi Marco,22,GK,27,27,"2,430",0,1,0,1,0,0,0,,,,,0,565,954,59.2,18072,14248,9,0.33,6,3,0,0,0,0,2,0.07,1,1,0,0,0,0,1,1,1,50.0,0,0,1,11,2
Sernicola Leonardo,25,DF,32,27,"2,317",2,2,0,11,0,25,5,20.0,0.08,0.40,21.3,0,615,945,65.1,10638,4546,55,2.14,40,5,1,3,5,1,4,0.16,3,0,0,0,1,0,45,33,29,67.4,23,38,83,55,0
Okereke David,24,"FW,MF",33,25,"2,266",7,0,1,4,0,60,20,33.3,0.10,0.30,17.2,0,353,504,70.0,5730,1348,73,2.90,42,1,11,7,10,2,6,0.24,0,0,3,1,2,0,12,8,3,18.8,23,10,22,12,0
Bianchetti Matteo,29,DF,25,22,"2,132",1,0,0,5,0,7,4,57.1,0.14,0.25,10.9,0,729,935,78.0,14388,6137,16,0.68,11,4,0,1,0,0,0,0.00,0,0,0,0,0,0,32,19,20,62.5,31,20,52,111,0
Lochoshvili Luka,24,DF,25,22,"1,839",1,2,0,4,0,8,2,25.0,0.13,0.50,16.3,0,627,791,79.3,11677,4375,14,0.68,10,0,1,2,0,1,2,0.10,1,0,0,1,0,0,45,19,22,71.0,31,22,67,89,0
Vásquez Johan,23,DF,25,19,"1,813",1,0,0,7,0,12,1,8.3,0.08,1.00,12.3,0,632,810,78.0,11163,4435,20,0.99,17,0,0,0,3,0,1,0.05,1,0,0,0,0,0,41,26,18,46.2,27,45,86,93,1
Dessers Cyriel,27,FW,26,19,"1,587",6,1,0,3,0,49,12,24.5,0.12,0.50,13.6,0,180,280,64.3,2509,437,44,2.49,28,2,5,5,3,1,2,0.11,1,0,1,0,0,0,11,4,2,33.3,14,3,14,5,0
Aiwum Emanuel,21,DF,23,17,"1,653",0,0,0,3,0,3,1,33.3,0.00,0.00,17.7,0,646,817,79.1,10819,3713,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,55,34,33,70.2,28,25,80,52,3
Castagnetti Michele,32,MF,27,14,"1,412",0,1,0,2,0,12,1,8.3,0.00,0.00,26.6,2,624,807,77.3,10942,4257,57,3.63,45,5,1,5,1,0,3,0.19,3,0,0,0,0,0,46,21,18,33.3,14,15,61,22,0
Tsadjout Frank,23,FW,20,14,"1,051",3,1,0,1,0,26,10,38.5,0.12,0.30,17.3,0,184,271,67.9,2340,400,22,1.89,18,0,0,3,1,0,3,0.26,3,0,0,0,0,0,10,8,3,33.3,7,8,18,9,0
Chiricheș Vlad,32,DF,16,14,983,0,0,0,2,0,0,0,,,,,0,344,410,83.9,6776,3146,5,0.46,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,35,20,16,66.7,36,22,57,44,0
Ferrari Alex,28,DF,16,13,"1,007",0,0,0,3,0,0,0,,,,,0,339,458,74.0,6421,2306,6,0.54,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,40,23,28,66.7,19,25,65,45,1
Benassi Marco,27,MF,15,11,998,0,0,0,1,0,19,8,42.1,0.00,0.00,19.9,0,248,344,72.1,4318,1060,19,1.72,9,6,1,2,0,1,1,0.09,1,0,0,0,0,0,26,15,15,62.5,13,12,38,19,0
Ciofani Daniel,37,FW,32,10,"1,060",8,0,3,1,0,28,13,46.4,0.18,0.38,15.7,0,120,195,61.5,1690,427,24,2.03,17,0,0,5,1,1,4,0.34,1,0,0,3,0,0,6,3,4,57.1,7,2,8,10,0
Galdames Millán Pablo,25,MF,13,10,734,1,2,0,2,0,7,4,57.1,0.14,0.25,23.3,1,211,302,69.9,3959,1174,16,1.96,10,6,0,0,0,0,2,0.24,1,1,0,0,0,0,14,10,5,15.2,13,10,24,13,0
Radu Ionuț,25,GK,9,9,810,0,0,0,0,0,0,0,,,,,0,221,336,65.8,6117,4391,6,0.67,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,1,3
Zanimacchia Luca,24,"MF,FW",15,9,746,0,0,0,2,0,19,4,21.1,0.00,0.00,19.9,2,213,312,68.3,3230,932,33,3.99,19,6,1,3,2,2,0,0.00,0,0,0,0,0,0,21,13,8,38.1,9,9,30,5,0
Ghiglione Paolo,25,DF,15,8,711,1,1,0,4,0,7,2,28.6,0.14,0.50,17.0,0,159,285,55.8,3153,1607,19,2.41,16,3,0,0,0,0,3,0.38,3,0,0,0,0,0,16,11,10,43.5,9,4,20,12,0
Buonaiuto Cristian,29,"MF,FW",29,7,980,1,0,1,3,0,42,11,26.2,0.00,0.00,19.7,6,304,465,65.4,4751,1632,60,5.50,26,10,9,9,4,2,2,0.18,0,0,0,1,1,0,25,16,12,46.2,11,14,39,7,0
Afena-Gyan Felix,19,"FW,MF",23,7,817,0,0,0,4,0,21,2,9.5,0.00,0.00,18.7,0,146,193,75.6,1855,194,15,1.65,10,0,1,4,0,0,1,0.11,0,0,0,1,0,0,7,3,2,20.0,5,1,8,6,0
Ascacíbar Santiago,25,MF,13,7,727,0,0,0,1,0,14,3,21.4,0.00,0.00,27.2,0,358,435,82.3,6100,2189,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0,29,14,14,40.0,14,13,42,11,0
Escalante Gonzalo,29,MF,9,7,555,0,1,0,0,1,6,1,16.7,0.00,0.00,17.9,0,222,290,76.6,3755,1430,10,1.62,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,16,8,10,76.9,7,10,26,4,0
Augello Tommaso,27,DF,37,35,"3,061",2,5,0,3,0,11,4,36.4,0.18,0.50,14.5,0,1283,1774,72.3,21887,9530,77,2.26,54,16,2,1,3,1,7,0.21,6,1,0,0,0,0,17,14,9,45.0,23,17,34,61,1
Rincón Tomás,34,MF,34,30,"2,555",0,2,0,7,1,11,3,27.3,0.00,0.00,22.0,0,1018,1245,81.8,18851,5530,39,1.37,35,0,0,1,1,2,3,0.11,2,0,0,0,0,1,56,27,29,47.5,37,30,86,18,0
Léris Mehdi,24,"MF,DF",32,29,"2,460",1,1,0,13,0,30,12,40.0,0.03,0.08,12.8,0,618,932,66.3,8836,2937,50,1.83,40,0,1,4,3,2,4,0.15,1,0,0,3,0,0,63,46,23,41.8,38,27,90,34,0
Gabbiadini Manolo,30,"FW,MF",35,27,"2,354",7,2,0,6,0,72,28,38.9,0.10,0.25,19.3,6,428,625,68.5,5770,1470,62,2.36,39,1,3,8,9,2,4,0.15,2,0,0,0,1,1,23,15,9,39.1,16,6,29,25,0
Đuričić Filip,30,"MF,FW",32,27,"2,171",3,0,0,9,0,26,12,46.2,0.12,0.25,18.3,1,586,758,77.3,9599,2169,69,2.86,45,9,4,3,6,2,3,0.12,3,0,0,0,0,0,43,22,14,43.8,19,7,50,8,0
Audero Emil,25,GK,25,25,"2,250",0,0,0,1,0,0,0,,,,,0,617,919,67.1,19319,14234,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7,1
Amione Bruno,20,DF,26,25,"2,086",1,1,0,10,1,12,2,16.7,0.08,0.50,11.5,0,821,1032,79.6,14337,5874,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0,50,33,19,44.2,26,25,75,62,1
Winks Harry,26,MF,20,19,"1,716",0,0,0,2,0,14,0,0.0,0.00,,24.7,0,792,961,82.4,14868,5159,36,1.89,24,7,1,3,1,0,1,0.05,1,0,0,0,0,0,27,12,14,32.6,14,24,51,24,0
