Player,Age,Position,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors
Salmier Yoann,29,DF,32,31,"2,646",1,0,0,5,1,14,3,21.4,0.07,0.33,16.6,0,1198,1456,82.3,21721,8653,22,0.75,18,0,0,2,1,1,5,0.17,4,0,0,0,1,0,51,29,21,60.0,34,39,90,124,0
Gallon Gauthier,29,GK,30,30,"2,667",0,0,0,3,1,0,0,,,,,0,633,951,66.6,16827,12352,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,50.0,0,2,4,17,0
Samba Baldé Mama,26,FW,34,30,"2,665",12,3,2,6,2,73,24,32.9,0.14,0.42,17.1,0,389,584,66.6,6054,1298,64,2.16,35,0,12,7,8,2,9,0.30,3,0,3,1,2,0,46,21,13,46.4,30,10,56,13,0
Lopes Rony,26,"MF,FW",32,29,"2,346",7,5,0,2,0,57,20,35.1,0.12,0.35,19.3,5,603,872,69.2,10507,3108,94,3.61,47,27,8,10,2,0,8,0.31,4,2,0,2,0,0,24,12,7,22.6,14,9,33,10,0
Chavalerin Xavier,31,MF,34,25,"2,426",4,2,0,3,0,27,11,40.7,0.15,0.36,21.5,0,875,1068,81.9,14453,4866,41,1.52,31,4,2,2,0,2,3,0.11,2,0,0,1,0,0,82,50,27,38.0,31,41,123,24,0
Balde Thierno,20,"DF,MF",31,25,"2,153",0,1,0,1,0,7,1,14.3,0.00,0.00,17.4,0,763,931,82.0,11688,3640,45,1.88,35,2,3,1,4,0,4,0.17,2,0,1,0,1,0,27,14,18,60.0,15,23,50,39,0
Larouci Yasser,21,"DF,MF",30,21,"1,797",1,1,0,1,0,10,4,40.0,0.10,0.25,20.6,0,621,824,75.4,9416,3449,35,1.75,23,1,3,2,5,1,1,0.05,1,0,0,0,0,0,23,13,15,62.5,15,26,49,46,0
Odobert Wilson,17,"MF,FW",32,19,"1,764",4,2,0,0,0,27,14,51.9,0.15,0.29,18.0,0,408,538,75.8,6175,1444,62,3.16,46,4,6,2,1,3,8,0.41,6,0,0,2,0,0,20,14,9,36.0,11,15,35,5,0
Bruus Andreas,23,"DF,FW",27,18,"1,628",0,2,0,2,0,11,3,27.3,0.00,0.00,19.7,1,445,637,69.9,7410,2626,32,1.77,26,2,3,0,0,1,2,0.11,2,0,0,0,0,0,12,6,8,40.0,13,17,29,24,0
Rami Adil,36,DF,20,18,"1,596",0,1,0,2,0,9,3,33.3,0.00,0.00,26.0,0,615,731,84.1,12742,5477,9,0.51,7,0,0,1,0,1,1,0.06,1,0,0,0,0,0,19,14,17,53.1,23,25,44,75,3
Porozo Jackson,21,DF,22,17,"1,617",2,0,0,3,0,22,9,40.9,0.09,0.22,12.7,0,512,629,81.4,9099,2992,9,0.50,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,32,20,13,41.9,24,33,65,75,0
Ripart Renaud,29,"FW,MF",26,15,"1,320",4,1,0,4,0,39,14,35.9,0.10,0.29,16.0,0,317,468,67.7,4449,1022,40,2.73,29,0,2,5,4,0,7,0.48,2,0,1,2,2,0,40,23,19,36.5,29,7,47,5,0
Conté Abdu,24,DF,19,15,"1,315",1,2,0,0,0,4,2,50.0,0.25,0.50,15.3,0,591,754,78.4,10401,3886,24,1.64,20,2,0,0,2,0,2,0.14,2,0,0,0,0,0,25,17,12,54.5,13,6,31,25,0
Agoume Lucien,20,MF,15,14,"1,094",0,1,0,5,0,9,3,33.3,0.00,0.00,15.6,0,619,744,83.2,10977,3466,27,2.22,23,3,0,1,0,0,1,0.08,1,0,0,0,0,0,42,25,17,51.5,14,27,69,24,0
Tardieu Florian,30,MF,15,11,"1,009",3,0,3,2,0,10,2,20.0,0.00,0.00,29.8,1,655,755,86.8,11723,4194,45,4.01,35,9,0,1,0,0,4,0.36,3,1,0,0,0,0,31,20,12,38.7,19,23,54,15,0
Ugbo Ike,23,"FW,MF",25,9,895,2,1,0,0,0,15,5,33.3,0.13,0.40,16.2,1,96,137,70.1,1188,156,11,1.10,8,0,1,0,2,0,1,0.10,1,0,0,0,0,0,5,2,3,27.3,8,2,7,4,0
Lis Mateusz,25,GK,9,8,751,0,0,0,1,0,0,0,,,,,0,213,314,67.8,5648,4318,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.0,1,0,0,3,0
Ndiaga Yade Papa,22,"DF,MF",14,6,568,0,2,0,1,1,10,3,30.0,0.00,0.00,20.3,0,250,347,72.0,3664,1248,20,3.16,16,0,1,1,2,0,3,0.47,3,0,0,0,0,0,10,6,7,31.8,10,8,18,10,0
Zoukrou Tanguy,19,DF,8,5,511,0,0,0,0,0,0,0,,,,,0,191,221,86.4,3192,1172,3,0.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,14,7,10,71.4,18,2,16,24,0
Reine-Adélaïde Jeff,24,MF,6,3,233,0,1,0,0,0,4,0,0.0,0.00,,22.3,0,106,128,82.8,1746,440,6,2.32,6,0,0,0,0,0,1,0.39,1,0,0,0,0,0,3,2,1,50.0,2,2,5,1,0
Dong Kyliane,17,"MF,FW",6,2,213,0,0,0,0,0,2,0,0.0,0.00,,20.7,0,35,53,66.0,601,109,5,2.11,2,1,0,1,1,0,2,0.85,1,0,0,0,1,0,3,1,1,50.0,1,1,4,0,0
Dingomé Tristan,31,MF,8,0,99,0,0,0,0,0,3,1,33.3,0.00,0.00,21.7,0,55,78,70.5,840,252,8,7.35,6,1,1,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0.0,0,0,1,0,0
Tibidi Alexis,18,"FW,MF",3,0,74,0,0,0,0,0,0,0,,,,,0,19,23,82.6,271,4,3,3.65,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,,0,0,1,0,0
Hountondji Cédric,28,DF,36,35,"3,095",0,0,0,7,0,11,4,36.4,0.00,0.00,8.9,0,1251,1446,86.5,24457,8657,13,0.38,12,0,0,1,0,0,2,0.06,1,0,0,1,0,0,50,36,19,65.5,44,59,109,132,1
Mendy Batista,22,"MF,DF",35,35,"2,859",0,0,0,8,1,15,2,13.3,0.00,0.00,24.0,0,1234,1432,86.2,22322,7144,40,1.26,36,0,3,1,0,0,0,0.00,0,0,0,0,0,0,70,30,37,69.8,38,21,91,29,2
Valery Yan,23,DF,30,30,"2,497",0,0,0,3,0,13,2,15.4,0.00,0.00,21.0,0,950,1292,73.5,16786,6797,37,1.33,25,2,5,2,3,0,1,0.04,1,0,0,0,0,0,54,39,20,54.1,35,34,88,82,0
Bentaleb Nabil,27,MF,30,29,"2,489",4,4,2,7,1,39,13,33.3,0.05,0.15,27.5,8,1512,1853,81.6,29115,9442,72,2.61,42,18,6,1,3,2,8,0.29,6,2,0,0,0,0,74,40,36,59.0,33,44,118,29,3
Hunou Adrien,28,"MF,FW",34,28,"2,234",4,1,0,2,0,45,18,40.0,0.09,0.22,13.2,0,572,753,76.0,8441,2005,48,1.94,36,1,1,3,7,0,6,0.24,3,0,0,1,2,0,39,20,16,35.6,35,7,46,7,0
Bernardoni Paul,25,GK,27,27,"2,430",0,0,0,0,0,0,0,,,,,0,438,667,65.7,12371,9125,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,66.7,1,1,3,12,1
Abdelli Himad,22,"MF,FW",30,24,"2,137",2,2,0,3,0,24,7,29.2,0.08,0.29,22.4,2,1043,1257,83.0,18273,4649,69,2.91,59,4,3,1,0,2,3,0.13,3,0,0,0,0,0,64,38,31,46.3,30,28,92,15,0
Blažič Miha,29,DF,24,22,"1,979",2,0,0,4,0,8,4,50.0,0.25,0.50,10.0,1,1034,1182,87.5,21289,7678,5,0.23,5,0,0,0,0,0,1,0.05,1,0,0,0,0,0,8,6,7,46.7,25,22,30,80,1
Doumbia Souleyman,25,"DF,FW",24,21,"1,790",0,0,0,2,1,7,2,28.6,0.00,0.00,16.0,0,762,952,80.0,11455,3777,32,1.61,25,0,3,0,3,1,0,0.00,0,0,0,0,0,0,45,31,17,54.8,20,27,72,27,1
Sima Abdallah,21,FW,34,19,"1,836",5,1,0,0,0,39,10,25.6,0.13,0.50,12.7,0,274,374,73.3,3603,688,34,1.67,24,0,1,4,5,0,7,0.34,2,0,1,1,3,0,22,13,7,36.8,8,4,26,19,0
Capelle Pierrick,35,"MF,DF",26,15,"1,428",0,3,0,8,0,16,7,43.8,0.00,0.00,17.6,0,590,714,82.6,10044,2766,33,2.08,22,8,1,2,0,0,5,0.32,3,1,1,0,0,0,36,21,22,40.0,24,15,51,24,0
Niane Ibrahima,23,FW,16,15,"1,136",2,0,0,4,0,26,11,42.3,0.08,0.18,13.7,0,175,232,75.4,2553,471,20,1.58,12,1,1,0,6,0,3,0.24,2,1,0,0,0,0,6,2,1,16.7,8,1,7,9,0
Ounahi Azzedine,22,"MF,FW",15,13,"1,129",0,0,0,1,0,23,6,26.1,0.00,0.00,19.8,1,542,630,86.0,8826,2723,43,3.42,34,1,4,3,1,0,3,0.24,2,0,0,1,0,0,19,8,10,50.0,8,15,34,4,1
Bamba Abdoulaye,32,DF,21,12,"1,364",0,0,0,2,0,0,0,,,,,0,619,721,85.9,10973,3954,8,0.53,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,22,12,16,84.2,7,18,40,38,0
Salama Amine,22,"FW,MF",25,12,"1,249",3,1,0,1,0,25,11,44.0,0.12,0.27,15.2,1,236,321,73.5,3246,780,27,1.94,18,0,4,3,2,0,1,0.07,1,0,0,0,0,0,11,9,2,16.7,8,10,21,2,0
Thioub Sada,27,"DF,FW",27,11,"1,060",1,2,0,3,0,9,1,11.1,0.11,1.00,14.0,0,427,533,80.1,6580,2287,37,3.14,27,4,4,1,0,1,4,0.34,4,0,0,0,0,0,19,10,8,47.1,13,7,26,5,1
Fofana Yahia,21,GK,11,11,990,0,0,0,2,0,0,0,,,,,0,227,325,69.8,6001,4360,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0,0,0,,0,1,1,4,1
Boufal Sofiane,28,"FW,MF",13,9,834,4,3,2,3,1,21,9,42.9,0.10,0.22,20.8,4,370,487,76.0,5643,1574,52,5.61,38,3,4,1,6,0,6,0.65,3,1,0,0,2,0,14,9,3,21.4,6,5,19,1,0
Melali Farid,25,"DF,FW",17,9,806,0,0,0,1,0,11,2,18.2,0.00,0.00,18.8,0,196,282,69.5,3348,952,12,1.34,7,1,2,0,2,0,1,0.11,1,0,0,0,0,0,21,12,11,50.0,16,8,29,7,0
Šabanović Halid,22,DF,15,8,638,2,0,0,1,1,5,3,60.0,0.40,0.67,17.1,0,228,280,81.4,3332,1097,3,0.42,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,6,75.0,8,8,16,12,0
Kalumba Justin-Noël,17,DF,7,7,546,0,0,0,0,0,2,0,0.0,0.00,,24.4,0,131,164,79.9,1867,498,8,1.32,3,0,0,1,4,0,0,0.00,0,0,0,0,0,0,9,5,5,31.3,4,4,13,5,0
Camara Ousmane,19,DF,9,6,521,0,0,0,2,0,1,1,100.0,0.00,0.00,6.5,0,330,363,90.9,6431,2134,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,6,5,41.7,4,11,21,15,0
Ghoulam Faouzi,31,DF,7,6,479,0,0,0,0,0,1,0,0.0,0.00,,24.4,0,233,329,70.8,4360,1945,17,3.20,6,10,0,0,1,0,1,0.19,1,0,0,0,0,0,3,3,3,60.0,4,4,7,12,1
Diony Lois,29,FW,11,5,506,1,0,0,1,0,12,3,25.0,0.08,0.33,14.5,0,109,142,76.8,1202,221,11,1.96,7,0,2,1,1,0,0,0.00,0,0,0,0,0,0,1,0,1,33.3,2,0,1,1,0
Amadou Ibrahim,29,"DF,MF",7,4,424,0,0,0,2,0,2,0,0.0,0.00,,24.4,0,161,190,84.7,3021,1234,3,0.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,7,7,63.6,7,10,20,20,0
