Player,Age,Position,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors
Slimani Islam,34,FW,16,11,986,1,1,0,5,0,14,2,14.3,0.07,0.50,14.1,0,261,367,71.1,3733,663,23,2.10,22,0,0,1,0,0,3,0.27,3,0,0,0,0,0,5,3,0,0.0,2,1,6,11,0
Belaïli Youcef,30,"FW,MF",6,4,356,0,2,0,3,0,9,1,11.1,0.00,0.00,16.0,1,114,158,72.2,2224,569,15,3.79,8,6,0,0,1,0,2,0.51,0,2,0,0,0,0,5,2,2,28.6,2,1,6,1,0
Uronen Jere,28,DF,6,3,300,0,1,0,0,0,1,0,0.0,0.00,,29.8,0,125,157,79.6,2127,799,4,1.20,4,0,0,0,0,0,1,0.30,1,0,0,0,0,0,8,5,7,58.3,6,7,15,5,0
Lemaréchal Félix,18,MF,13,2,288,0,0,0,2,0,2,0,0.0,0.00,,22.6,0,89,113,78.8,1468,322,12,3.75,10,1,1,0,0,0,0,0.00,0,0,0,0,0,0,5,5,0,0.0,6,1,6,2,0
Locko Banzouzi,20,DF,7,2,270,0,0,0,0,0,0,0,,,,,0,99,127,78.0,1802,710,5,1.67,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,2,66.7,4,2,6,13,0
Elis Alberth,26,"MF,FW",10,2,257,0,0,0,0,0,4,1,25.0,0.00,0.00,13.1,0,33,44,75.0,405,137,12,4.20,6,0,1,1,3,1,0,0.00,0,0,0,0,0,0,4,3,1,14.3,1,1,5,2,0
Cardona Irvin,24,"FW,MF",10,1,233,0,0,0,0,0,4,2,50.0,0.00,0.00,13.4,0,34,58,58.6,468,79,3,1.16,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,0,0,0.0,3,2,4,2,0
Arconte Taïryk,18,FW,4,1,128,0,0,0,0,0,2,1,50.0,0.00,0.00,12.5,0,10,17,58.8,129,32,3,2.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0.0,1,0,1,2,0
Sels Matz,30,GK,38,38,"3,420",0,0,0,2,0,0,0,,,,,0,636,973,65.4,18508,14417,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,4,100.0,0,4,8,23,0
Diallo Habib,27,FW,37,32,"2,879",20,1,3,4,1,90,36,40.0,0.19,0.47,13.0,1,397,597,66.5,5478,968,63,1.97,39,0,7,10,7,0,6,0.19,3,0,1,2,0,0,18,10,6,37.5,19,12,30,26,0
Djiku Alexander,27,DF,31,31,"2,677",1,2,0,8,1,17,5,29.4,0.06,0.20,14.4,1,1215,1507,80.6,25533,10650,24,0.81,22,1,0,1,0,0,5,0.17,5,0,0,0,0,0,53,36,26,56.5,45,66,119,151,3
Bellegarde Jean-Ricner,24,"MF,FW",30,29,"2,419",2,6,0,5,0,38,13,34.2,0.05,0.15,22.2,11,952,1242,76.7,16743,5003,102,3.79,65,22,4,1,10,0,13,0.48,8,1,0,1,3,0,47,25,11,44.0,26,26,73,22,0
Doukouré Ismaël,19,"DF,MF",28,25,"2,297",1,1,0,5,0,9,2,22.2,0.11,0.50,25.4,0,910,1106,82.3,17110,6266,20,0.78,17,0,1,1,1,0,2,0.08,2,0,0,0,0,0,48,24,20,58.8,26,27,75,54,0
Gameiro Kévin,35,FW,34,23,"2,098",10,0,1,1,1,44,22,50.0,0.20,0.41,13.0,0,591,747,79.1,7909,1399,58,2.49,44,0,1,9,4,0,3,0.13,0,0,0,2,1,0,20,10,8,28.6,10,9,29,0,0
Le Marchand Maxime,32,DF,26,23,"2,015",0,0,0,6,1,8,0,0.0,0.00,,19.1,0,958,1208,79.3,18366,7641,19,0.85,13,1,2,0,1,2,3,0.13,1,0,0,0,1,1,39,24,19,61.3,22,37,76,74,0
Nyamsi Gerzino,25,DF,20,19,"1,578",1,1,0,4,1,14,7,50.0,0.07,0.14,10.8,0,710,841,84.4,14214,5117,13,0.74,10,1,1,1,0,0,4,0.23,3,0,1,0,0,0,28,20,10,83.3,19,10,38,63,1
Perrin Lucas,23,DF,26,18,"1,765",0,1,0,4,0,7,4,57.1,0.00,0.00,11.7,0,678,829,81.8,13175,5389,15,0.76,13,0,0,1,0,1,1,0.05,1,0,0,0,0,0,44,27,25,51.0,13,36,80,53,0
Diarra Mouhamadou,18,"MF,FW",29,18,"1,626",3,2,0,4,0,23,9,39.1,0.13,0.33,20.1,0,506,660,76.7,8400,1973,59,3.27,42,0,7,4,6,0,7,0.39,4,0,1,0,2,0,24,16,15,51.7,17,11,35,13,0
Liénard Dimitri,34,"DF,MF",28,18,"1,543",0,0,0,4,0,13,2,15.4,0.00,0.00,21.8,2,728,982,74.1,13692,4011,56,3.26,30,23,0,1,0,2,1,0.06,1,0,0,0,0,0,46,29,34,59.6,28,16,62,24,0
Sanson Morgan,27,MF,18,18,"1,419",1,2,0,1,0,32,8,25.0,0.03,0.13,19.7,1,480,620,77.4,8228,2377,48,3.05,34,3,1,6,2,2,5,0.32,3,0,0,1,0,1,36,25,17,30.4,21,22,58,9,0
Prcić Sanjin,28,MF,29,17,"1,633",1,1,0,3,1,28,7,25.0,0.04,0.14,26.0,1,890,1056,84.3,17168,4866,37,2.04,27,4,1,1,4,0,2,0.11,2,0,0,0,0,0,27,12,19,61.3,22,25,52,22,0
Guilbert Frederic,27,DF,18,17,"1,461",0,1,0,3,0,12,1,8.3,0.00,0.00,26.3,3,617,864,71.4,10774,4127,32,1.97,23,4,0,0,3,2,2,0.12,1,1,0,0,0,0,47,29,25,58.1,24,43,90,33,1
Aholou Jean-Eudes,28,MF,30,16,"1,300",3,1,0,4,1,21,8,38.1,0.14,0.38,25.0,0,447,592,75.5,7451,2109,28,1.94,21,1,0,1,2,3,2,0.14,2,0,0,0,0,0,34,20,12,38.7,25,24,58,15,0
Sissoko Ibrahima,24,MF,26,13,"1,310",0,2,0,1,0,13,3,23.1,0.00,0.00,18.0,0,489,636,76.9,8178,2320,32,2.20,25,0,0,2,4,1,2,0.14,2,0,0,0,0,0,40,22,22,52.4,20,10,50,19,0
Delaine Thomas,30,"DF,MF",17,13,"1,069",0,2,0,3,0,6,4,66.7,0.00,0.00,18.7,0,356,537,66.3,5526,1983,23,1.94,19,0,2,0,0,2,4,0.34,4,0,0,0,0,0,28,14,13,50.0,8,16,44,9,0
Dagba Colin,23,"DF,MF",21,12,958,0,0,0,3,0,5,0,0.0,0.00,,16.3,0,401,496,80.8,5529,2050,23,2.16,19,2,1,0,1,0,2,0.19,2,0,0,0,0,0,32,20,19,73.1,18,17,49,19,0
Thomasson Adrien,28,MF,15,10,937,0,2,0,2,0,17,5,29.4,0.00,0.00,12.1,0,429,524,81.9,6717,1586,38,3.65,32,1,2,2,0,1,3,0.29,2,0,0,1,0,0,19,9,9,30.0,18,3,22,2,0
Sobol Eduard,27,DF,15,9,870,0,1,0,2,0,5,0,0.0,0.00,,26.6,0,298,391,76.2,4795,1729,20,2.07,13,0,2,0,3,2,2,0.21,1,0,0,0,0,1,19,10,9,69.2,10,8,27,19,0
Ajorque Ludovic,28,FW,13,9,771,1,0,1,1,0,22,7,31.8,0.00,0.00,15.1,1,178,255,69.8,2614,397,22,2.57,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0,5,4,3,33.3,3,2,7,7,0
Pierre-Gabriel Ronaël,24,DF,14,7,653,0,1,0,3,0,3,2,66.7,0.00,0.00,14.6,0,287,364,78.8,4660,1705,15,2.06,8,3,1,1,1,1,1,0.14,1,0,0,0,0,0,25,18,15,88.2,16,9,34,22,0
Mothiba Lebo,26,"FW,MF",19,3,435,3,0,0,0,0,9,4,44.4,0.33,0.75,13.0,0,75,98,76.5,969,140,6,1.24,3,0,1,0,2,0,1,0.21,1,0,0,0,0,0,1,0,0,0.0,6,0,1,4,0
Kandil Nordine,20,"MF,FW",7,0,101,0,1,0,0,0,3,0,0.0,0.00,,19.3,0,44,61,72.1,565,140,8,7.13,3,1,2,1,1,0,2,1.78,1,0,0,1,0,0,3,2,0,0.0,2,1,4,1,0
Bouebari Franci,18,DF,2,0,76,0,0,0,0,0,0,0,,,,,0,13,23,56.5,195,77,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,3,60.0,0,2,5,2,0
Lafont Alban,23,GK,37,37,"3,329",0,0,0,2,1,0,0,,,,,0,835,1191,70.1,25417,19277,7,0.19,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20,4
Girotto Andrei,30,"DF,MF",36,36,"3,149",1,1,0,7,0,27,6,22.2,0.04,0.17,17.2,2,1445,1750,82.6,29344,9608,32,0.91,27,1,0,3,0,1,5,0.14,3,1,0,1,0,0,122,73,74,56.1,55,73,195,176,1
Blas Ludovic,24,"MF,FW",37,30,"2,813",7,5,2,6,0,95,32,33.7,0.05,0.16,21.5,4,933,1186,78.7,17210,3890,122,3.90,75,19,16,9,3,0,9,0.29,3,3,2,1,0,0,47,30,17,34.7,26,19,66,8,0
Castelletto Jean-Charles,27,DF,32,30,"2,568",0,0,0,3,0,9,3,33.3,0.00,0.00,13.4,0,1130,1373,82.3,21032,8232,23,0.81,20,0,1,1,0,1,0,0.00,0,0,0,0,0,0,43,26,22,61.1,35,58,101,90,0
Simon Moses,27,"FW,MF",34,28,"2,346",5,4,1,3,0,32,9,28.1,0.13,0.44,18.3,1,463,725,63.9,7630,2088,85,3.26,58,10,7,7,3,0,4,0.15,4,0,0,0,0,0,18,9,7,46.7,14,11,29,3,0
Moutoussamy Samuel,25,MF,35,27,"2,399",0,2,0,8,0,22,5,22.7,0.00,0.00,16.8,0,1053,1226,85.9,17981,5126,52,1.95,46,0,2,0,2,2,5,0.19,4,0,0,0,1,0,64,34,26,34.2,23,24,88,15,0
Pallois Nicolas,34,DF,26,26,"2,213",1,0,0,4,1,9,3,33.3,0.11,0.33,12.9,0,977,1171,83.4,20669,7510,10,0.41,7,0,1,1,0,1,0,0.00,0,0,0,0,0,0,69,44,42,60.0,35,30,99,131,2
Chirivella Pedro,25,MF,26,25,"2,028",0,1,0,1,0,16,5,31.3,0.00,0.00,22.2,0,1163,1360,85.5,21412,6260,50,2.22,46,1,2,0,0,1,3,0.13,3,0,0,0,0,0,33,22,17,38.6,24,20,53,7,0
Sissoko Moussa,32,MF,30,22,"1,918",2,0,0,3,0,17,4,23.5,0.12,0.50,16.3,0,628,787,79.8,10251,3230,35,1.64,32,0,0,3,0,0,1,0.05,1,0,0,0,0,0,26,16,12,66.7,22,16,42,17,0
Merlin Quentin,20,DF,24,22,"1,791",1,2,0,2,0,15,4,26.7,0.07,0.25,22.8,1,857,1169,73.3,16268,5919,58,2.92,33,17,3,3,2,0,3,0.15,2,1,0,0,0,0,31,19,18,47.4,27,24,55,30,0
Centonze Fabien,26,DF,23,19,"1,689",0,0,0,4,0,14,0,0.0,0.00,,23.0,0,715,945,75.7,11285,4732,35,1.86,27,3,1,0,4,0,3,0.16,2,0,0,0,1,0,58,37,30,71.4,24,44,102,55,1
Mohamed Mostafa,24,FW,36,18,"1,939",8,2,0,1,0,58,24,41.4,0.14,0.33,14.2,0,215,351,61.3,3003,648,37,1.72,22,0,3,8,4,0,6,0.28,4,0,0,1,1,0,18,13,9,45.0,23,10,28,33,0
Ganago Ignatius,23,"FW,MF",28,16,"1,520",5,3,0,0,0,33,14,42.4,0.15,0.36,13.0,0,212,349,60.7,2964,597,29,1.72,17,0,0,5,6,1,7,0.41,4,0,0,1,1,1,9,7,4,57.1,13,2,11,12,0
Guessand Evann,21,"FW,MF",30,15,"1,260",3,2,0,2,0,22,12,54.5,0.14,0.25,12.1,0,196,308,63.6,2835,906,28,2.00,16,0,6,3,3,0,4,0.29,3,0,1,0,0,0,24,16,6,50.0,17,9,33,6,0
Mollet Florent,30,MF,19,11,"1,089",1,2,0,3,0,22,9,40.9,0.05,0.11,23.2,5,444,565,78.6,7342,2315,49,4.05,26,13,1,4,5,0,3,0.25,2,1,0,0,0,0,14,6,7,29.2,12,10,24,11,0
Victor João,24,DF,13,9,842,0,1,0,5,0,2,0,0.0,0.00,,15.7,0,347,436,79.6,6390,1715,10,1.07,8,0,0,1,0,1,1,0.11,1,0,0,0,0,0,19,11,12,54.5,11,15,34,30,0
Appiah Dennis,30,"DF,MF",15,9,795,0,0,0,1,0,5,1,20.0,0.00,0.00,19.3,0,339,468,72.4,5590,2196,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0,21,11,10,37.0,13,10,31,16,0
Hadjam Jaouen,19,DF,13,8,805,0,1,0,1,0,6,3,50.0,0.00,0.00,30.3,0,378,477,79.2,6006,1961,23,2.57,19,1,3,0,0,0,1,0.11,1,0,0,0,0,0,27,21,16,64.0,10,12,39,12,0
Corchia Sébastien,31,DF,22,6,786,0,1,0,3,0,5,2,40.0,0.00,0.00,27.4,1,257,371,69.3,4354,1895,15,1.72,11,2,1,0,0,1,4,0.46,4,0,0,0,0,0,16,6,11,50.0,9,14,30,21,0
Coco Marcus,26,"FW,MF",26,6,641,1,0,0,2,0,7,1,14.3,0.14,1.00,13.6,0,175,244,71.7,2841,897,19,2.67,17,0,2,0,0,0,0,0.00,0,0,0,0,0,0,24,15,11,47.8,13,14,38,7,0
Traore Charles,30,DF,12,6,482,0,0,0,2,0,0,0,,,,,0,181,239,75.7,3371,1427,3,0.56,3,0,0,0,0,0,1,0.19,1,0,0,0,0,0,8,5,5,71.4,9,10,18,12,0
Delort Andy,30,FW,12,6,469,0,0,0,0,0,18,10,55.6,0.00,0.00,16.1,2,73,138,52.9,1159,281,12,2.30,10,0,0,1,1,0,0,0.00,0,0,0,0,0,0,5,4,2,33.3,3,0,5,2,0
Fábio,32,"DF,MF",6,3,224,0,0,0,1,1,3,2,66.7,0.00,0.00,13.9,0,87,117,74.4,1376,431,10,4.00,10,0,0,0,0,0,1,0.40,1,0,0,0,0,0,4,2,4,66.7,2,3,7,11,0
Descamps Rémy,26,GK,1,1,90,0,0,0,1,0,0,0,,,,,0,22,26,84.6,684,521,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Kader Bamba Abdoul,28,"FW,MF",4,1,78,0,0,0,0,1,1,1,100.0,0.00,0.00,19.3,0,36,44,81.8,485,148,3,3.46,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.0,3,0,0,1,0
Touré Birama,30,MF,38,38,"3,400",2,0,0,3,0,25,7,28.0,0.08,0.29,26.1,0,1236,1538,80.4,23867,7341,34,0.90,27,1,0,0,1,5,1,0.03,1,0,0,0,0,0,80,47,34,36.6,54,67,147,49,0
Jubal,28,DF,37,35,"3,217",3,1,1,7,0,18,5,27.8,0.11,0.40,11.6,0,1099,1345,81.7,24023,7984,19,0.53,13,3,0,2,1,0,2,0.06,1,0,0,0,1,0,41,26,19,50.0,57,53,94,193,0
Raveloson Rayan,25,"DF,MF",34,27,"2,431",2,1,0,0,0,29,5,17.2,0.07,0.40,19.5,3,917,1130,81.2,17031,6379,42,1.55,36,0,1,3,1,1,2,0.07,2,0,0,0,0,0,38,23,23,69.7,43,39,77,70,0
Mensah Gideon,24,DF,26,26,"2,262",0,0,0,5,0,5,1,20.0,0.00,0.00,25.3,0,1126,1457,77.3,19117,7266,50,1.99,42,4,0,1,1,2,0,0.00,0,0,0,0,0,0,80,44,44,57.1,33,38,118,41,0
Costa Nuno,31,"FW,MF",33,23,"2,003",5,4,0,5,1,39,14,35.9,0.13,0.36,15.7,0,261,381,68.5,4170,1230,52,2.34,35,0,7,4,5,1,5,0.22,4,0,1,0,0,0,45,23,11,23.9,21,20,65,15,0
Hein Gauthier,25,"MF,FW",35,23,"1,874",2,0,0,1,0,38,10,26.3,0.05,0.20,19.3,2,588,778,75.6,10358,2518,63,3.02,43,13,4,1,1,1,1,0.05,1,0,0,0,0,0,27,20,18,37.5,10,6,33,10,0
Jeanvier Julian,30,DF,22,20,"1,760",1,0,0,5,1,8,4,50.0,0.13,0.25,8.7,0,653,792,82.4,12993,4484,9,0.46,6,1,1,0,1,0,0,0.00,0,0,0,0,0,0,32,17,13,59.1,24,27,59,96,1
Costil Benoît,35,GK,19,19,"1,710",0,0,0,0,0,0,0,,,,,0,414,593,69.8,13801,10403,4,0.21,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,50.0,0,0,2,5,0
Zedadka Akim,27,DF,20,19,"1,599",0,0,0,5,0,9,0,0.0,0.00,,19.6,0,543,707,76.8,8466,2865,30,1.69,24,3,2,0,0,1,2,0.11,1,1,0,0,0,0,35,21,18,56.3,17,23,58,51,1
Sakhi Hamza,26,MF,27,18,"1,658",1,2,0,1,0,30,9,30.0,0.03,0.11,24.1,2,756,947,79.8,14936,4518,71,3.86,57,8,1,3,2,0,3,0.16,3,0,0,0,0,0,44,22,22,52.4,16,25,69,9,0
Touré Souleymane,19,DF,19,18,"1,588",1,0,0,5,1,8,2,25.0,0.13,0.50,7.9,0,681,782,87.1,12785,4114,17,0.96,15,0,1,1,0,0,0,0.00,0,0,0,0,0,0,29,13,16,80.0,32,26,55,56,1
Radu Ionuț,25,GK,17,17,"1,530",0,0,0,0,0,0,0,,,,,0,345,598,57.7,11491,9005,3,0.18,3,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,0,0,,0,0,0,3,2
Niang M'Baye,27,FW,30,17,"1,482",6,0,3,2,2,36,12,33.3,0.08,0.25,13.5,0,188,297,63.3,2848,688,22,1.34,14,0,0,5,3,0,3,0.18,1,0,0,1,1,0,13,7,3,23.1,22,1,14,20,0
Sinayoko Lassine,22,"MF,FW",33,16,"1,570",1,2,0,2,1,42,13,31.0,0.02,0.08,17.3,0,413,555,74.4,5950,1763,61,3.49,42,0,4,9,5,1,7,0.40,3,0,0,2,2,0,33,15,21,52.5,12,18,51,17,0
Autret Mathias,31,"MF,FW",23,16,"1,290",2,2,1,0,0,23,11,47.8,0.04,0.09,25.4,1,451,597,75.5,9287,2835,54,3.77,35,12,3,3,0,1,7,0.49,3,2,0,2,0,0,22,10,7,43.8,14,12,34,13,0
Perrin Gaëtan,26,"MF,FW",37,15,"1,391",3,1,1,1,0,26,9,34.6,0.08,0.22,21.2,0,315,434,72.6,5718,1802,58,3.75,34,7,12,2,2,1,3,0.19,2,1,0,0,0,0,17,8,8,26.7,15,10,27,9,0
Massengo Han-Noah,21,MF,14,13,"1,116",0,0,0,3,0,13,1,7.7,0.00,0.00,18.9,0,385,453,85.0,6593,1849,28,2.26,21,0,1,1,2,3,1,0.08,0,0,0,0,1,0,27,15,7,43.8,12,14,41,7,0
M'Changama Youssouf,31,MF,26,11,"1,081",0,0,0,1,0,18,2,11.1,0.00,0.00,30.3,7,384,489,78.5,6630,1857,29,2.42,19,5,0,0,5,0,2,0.17,1,0,0,0,1,0,22,11,7,53.8,6,15,37,6,1
Joly Paul,22,DF,10,10,867,0,0,0,2,0,7,0,0.0,0.00,,23.5,0,514,652,78.8,9641,3372,18,1.87,14,0,2,1,1,0,3,0.31,1,0,1,0,1,0,33,21,19,54.3,13,24,57,29,2
Abline Matthis,19,"FW,MF",19,8,806,2,1,1,1,0,24,8,33.3,0.04,0.13,20.6,0,69,105,65.7,1187,235,15,1.67,8,0,5,0,2,0,3,0.33,1,0,1,0,1,0,4,2,0,0.0,6,1,5,1,0
Bernard Quentin,33,DF,7,7,630,0,1,0,0,0,0,0,,,,,0,324,417,77.7,5848,2976,11,1.57,10,1,0,0,0,0,1,0.14,1,0,0,0,0,0,9,7,7,46.7,9,15,24,17,0
Coeff Alexandre,30,DF,7,6,586,0,1,0,0,0,1,0,0.0,0.00,,9.2,0,287,353,81.3,6143,2229,3,0.46,2,0,0,1,0,0,1,0.15,0,0,0,1,0,0,10,5,4,44.4,9,8,18,35,1
Dembélé Siriki,25,"MF,FW",12,4,372,0,0,0,1,0,5,2,40.0,0.00,0.00,21.4,0,78,97,80.4,1032,307,21,5.08,13,0,8,0,0,0,0,0.00,0,0,0,0,0,0,10,6,4,33.3,2,1,11,2,0
Charbonnier Gaëtan,33,"FW,MF",6,3,254,1,0,0,1,0,7,1,14.3,0.14,1.00,23.2,0,79,89,88.8,1359,298,9,3.19,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2,1,0,0.0,2,0,2,5,0
Boto Kenji-Van,26,DF,2,2,180,0,0,0,0,0,3,0,0.0,0.00,,24.6,0,48,69,69.6,770,376,2,1.00,0,1,0,1,0,0,1,0.50,0,0,0,1,0,0,3,2,2,50.0,0,1,4,3,0
Leroy Benjamin,33,GK,32,32,"2,798",0,0,0,1,0,0,0,,,,,0,533,875,60.9,18415,15715,5,0.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.0,0,1,1,16,2
Idrissy Mounaim,23,FW,32,30,"2,497",6,0,0,10,0,50,19,38.0,0.12,0.32,14.6,0,413,622,66.4,5248,987,42,1.52,24,1,0,1,15,1,2,0.07,1,0,0,0,1,0,32,19,10,27.8,22,13,45,20,0
Gonzalez Oumar,24,DF,30,29,"2,578",0,0,0,10,0,11,3,27.3,0.00,0.00,11.1,0,899,1102,81.6,17387,4963,4,0.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,51,28,23,62.2,32,52,103,82,0
Marchetti Vincent,25,MF,31,29,"2,452",0,2,0,7,0,37,9,24.3,0.00,0.00,22.8,1,837,1057,79.2,14335,4323,52,1.91,43,0,2,4,3,0,9,0.33,8,0,0,0,1,0,55,26,25,36.8,23,19,74,31,0
Youssouf Mohamed,34,DF,30,27,"2,459",0,0,0,5,1,5,1,20.0,0.00,0.00,18.7,0,932,1279,72.9,14905,7094,32,1.17,26,1,2,1,2,0,0,0.00,0,0,0,0,0,0,72,44,38,62.3,32,65,137,70,0
Diallo Ismael,25,DF,28,25,"2,176",0,0,0,9,1,3,0,0.0,0.00,,17.5,0,804,1078,74.6,14552,5879,17,0.70,11,4,0,1,1,0,0,0.00,0,0,0,0,0,0,46,33,35,55.6,26,30,76,46,1
Bayala Cyrille,26,MF,33,25,"2,009",1,1,0,3,1,22,6,27.3,0.05,0.17,15.2,0,399,654,61.0,6041,2291,43,1.93,29,1,4,1,4,4,2,0.09,1,0,0,0,0,1,53,37,23,48.9,20,25,78,21,0
Coutadeur Mathieu,36,MF,27,22,"1,947",0,0,0,2,0,4,0,0.0,0.00,,29.1,0,1006,1197,84.0,16929,4490,26,1.20,24,1,1,0,0,0,1,0.05,1,0,0,0,0,0,23,13,8,28.6,19,19,42,21,0
Vidal Clément,22,"DF,MF",26,21,"1,901",1,0,0,5,1,12,2,16.7,0.08,0.50,10.8,0,604,785,76.9,12836,5788,6,0.28,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,25,15,18,47.4,27,27,52,73,1
Avinel Cédric,35,DF,24,19,"1,794",1,0,0,2,1,3,1,33.3,0.33,1.00,4.1,0,607,714,85.0,12003,4107,3,0.15,1,1,0,1,0,0,1,0.05,0,0,0,1,0,0,13,7,8,66.7,20,15,28,91,1
Nouri Riad,37,"MF,FW",33,16,"1,693",1,1,0,3,0,16,4,25.0,0.06,0.25,16.4,0,425,627,67.8,6625,2227,40,2.13,22,11,0,5,2,0,1,0.05,1,0,0,0,0,0,21,12,12,41.4,8,15,36,11,0
Barreto Mickaël,31,MF,20,15,"1,325",1,1,0,1,0,19,4,21.1,0.05,0.25,26.6,3,481,695,69.2,9089,3373,30,2.04,22,7,0,0,0,1,1,0.07,1,0,0,0,0,0,32,20,8,17.8,17,18,50,11,0
Belaïli Youcef,30,"MF,FW",17,15,"1,150",6,3,5,2,0,27,9,33.3,0.04,0.11,24.8,4,328,458,71.6,5637,2159,47,3.68,24,9,4,4,6,0,10,0.78,5,0,2,1,2,0,18,10,8,40.0,10,5,23,4,0
Alphonse Mickaël,33,DF,26,14,"1,361",0,0,0,2,1,10,2,20.0,0.00,0.00,16.3,0,448,686,65.3,7834,3413,19,1.25,15,1,1,1,0,1,0,0.00,0,0,0,0,0,0,35,23,20,60.6,17,35,70,44,1
Mangani Thomas,35,MF,26,14,"1,332",1,1,1,4,1,9,0,0.0,0.00,,27.1,2,634,910,69.7,12908,4783,42,2.84,16,24,0,1,1,0,1,0.07,1,0,0,0,0,0,32,17,18,38.3,22,24,56,22,1
Hamouma Romain,35,"FW,MF",19,14,"1,079",2,2,0,5,2,16,6,37.5,0.13,0.33,15.3,1,263,364,72.3,3933,1204,35,2.92,20,6,2,3,4,0,6,0.50,4,0,0,1,1,0,8,3,3,50.0,8,2,10,2,0
Spadanuda Kevin,25,"MF,FW",22,13,"1,063",0,1,0,3,0,7,1,14.3,0.00,0.00,14.2,0,212,264,80.3,3060,542,14,1.18,10,0,0,2,1,1,1,0.08,0,0,0,0,0,1,29,18,12,36.4,18,11,40,5,0
Koné Youssouf,27,DF,13,12,916,0,0,0,4,0,1,1,100.0,0.00,0.00,27.6,0,322,426,75.6,5724,2090,6,0.59,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,28,19,18,72.0,9,12,40,32,1
Mayembo Fernand,26,DF,11,8,707,0,0,0,1,0,4,0,0.0,0.00,,6.2,0,275,320,85.9,5471,1472,4,0.51,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,8,5,4,44.4,2,11,19,36,0
Moussiti-Oko Bevic,27,FW,17,7,698,1,0,0,1,0,20,7,35.0,0.05,0.14,12.6,0,90,163,55.2,1205,235,18,2.32,9,0,2,3,4,0,0,0.00,0,0,0,0,0,0,3,1,1,50.0,5,2,5,8,0
Sollacaro François-Joseph,28,GK,6,6,540,0,0,0,1,0,0,0,,,,,0,68,142,47.9,2073,1580,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,2,2
Soumano Moussa,17,FW,14,5,495,1,0,0,3,0,6,2,33.3,0.17,0.50,17.5,0,43,67,64.2,514,74,10,1.82,7,0,2,0,1,0,1,0.18,0,0,1,0,0,0,2,2,0,0.0,2,0,2,0,0
Touzghar Yoann,35,FW,11,5,447,0,0,0,0,1,3,0,0.0,0.00,,11.1,0,80,112,71.4,968,196,2,0.40,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,3,2,0,0.0,0,0,3,1,0
Chabrolle Florian,24,MF,7,3,329,0,0,0,1,0,2,1,50.0,0.00,0.00,26.6,0,120,138,87.0,1822,345,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,4,2,50.0,3,7,13,2,0
Cimignani Yanis,20,"MF,DF",8,3,279,0,0,0,0,0,6,2,33.3,0.00,0.00,24.6,0,75,113,66.4,1245,267,8,2.58,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,5,4,80.0,5,2,13,2,0
Palmer-Brown Erik,25,DF,38,36,"3,191",0,0,0,5,0,12,2,16.7,0.00,0.00,11.7,0,1212,1435,84.5,22021,9290,21,0.59,17,1,0,1,0,2,3,0.08,3,0,0,0,0,0,42,27,18,54.5,56,26,68,166,1
Kouamé Rominigue,25,MF,32,31,"2,661",1,1,0,9,0,24,5,20.8,0.04,0.20,20.3,0,1244,1403,88.7,22131,5532,66,2.23,58,0,5,2,1,0,7,0.24,6,0,1,0,0,0,44,27,17,41.5,32,49,93,46,1
