Player,Age,Position,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors
Araújo Ronald,23,DF,22,21,"1,800",0,2,0,5,1,18,1,5.6,0.00,0.00,13.1,0,1139,1287,88.5,21762,7324,18,0.90,15,0,0,3,0,0,6,0.30,5,0,0,1,0,0,26,18,6,66.7,15,12,38,41,1
Dembélé Ousmane,25,FW,25,16,"1,410",5,7,0,4,0,49,16,32.7,0.10,0.31,16.7,0,642,854,75.2,10068,2037,86,5.48,52,13,15,3,3,0,12,0.76,9,0,2,1,0,0,19,12,4,26.7,10,0,19,2,0
García Eric,21,"DF,MF",24,15,"1,417",1,0,0,3,0,7,1,14.3,0.14,1.00,12.9,0,1142,1257,90.9,21550,7275,10,0.63,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,24,16,9,45.0,23,19,43,36,1
Roberto Sergi,30,"DF,MF",23,15,"1,308",4,1,0,3,0,18,6,33.3,0.22,0.67,15.6,0,850,936,90.8,12315,2769,29,2.00,24,0,0,4,1,0,3,0.21,3,0,0,0,0,0,22,15,7,38.9,15,11,33,16,0
Alba Jordi,33,DF,24,14,"1,419",2,3,0,6,1,13,4,30.8,0.15,0.50,23.3,0,1217,1460,83.4,19141,5490,59,3.74,52,5,1,1,0,0,6,0.38,5,1,0,0,0,0,25,18,12,42.9,12,11,36,23,0
Torres Ferrán,22,"FW,MF",33,14,"1,392",4,2,0,5,1,37,11,29.7,0.11,0.36,15.6,1,437,576,75.9,6772,1479,50,3.23,32,6,7,3,1,1,3,0.19,3,0,0,0,0,0,13,7,5,25.0,11,3,16,5,0
Fati Ansu,19,FW,36,12,"1,393",7,3,0,3,0,61,18,29.5,0.11,0.39,15.0,3,509,609,83.6,6451,1024,50,3.23,35,1,8,5,0,1,7,0.45,4,0,1,2,0,0,16,9,5,27.8,19,5,21,6,0
Alonso Marcos,31,DF,24,11,"1,172",1,0,0,3,0,6,2,33.3,0.17,0.50,12.0,0,896,1005,89.2,16393,5539,14,1.08,13,0,0,1,0,0,1,0.08,1,0,0,0,0,0,15,10,9,75.0,14,11,26,32,0
Kessié Franck,25,MF,28,7,990,1,1,0,4,0,15,3,20.0,0.07,0.33,15.9,0,391,457,85.6,5955,1170,21,1.91,15,0,2,4,0,0,2,0.18,1,0,0,1,0,0,15,9,8,44.4,10,12,27,11,2
Piqué Gerard,35,DF,6,4,384,0,0,0,2,1,3,0,0.0,0.00,,8.9,0,353,385,91.7,7375,2268,5,1.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,4,4,100.0,2,2,7,19,0
Memphis,28,FW,2,2,114,1,0,0,0,0,6,3,50.0,0.17,0.33,11.6,0,53,66,80.3,735,209,8,6.32,5,2,1,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0.0,0,0,1,0,0
Torre Pablo,19,"FW,MF",8,1,144,0,0,0,0,0,1,0,0.0,0.00,,25.9,0,77,98,78.6,1026,294,8,5.03,6,2,0,0,0,0,1,0.63,1,0,0,0,0,0,2,1,2,50.0,1,2,4,1,0
Bellerín Héctor,27,DF,3,1,143,0,0,0,0,0,0,0,,,,,0,77,96,80.2,1146,419,5,3.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,66.7,2,3,5,2,0
Peña Iñaki,23,GK,2,0,73,0,0,0,0,0,0,0,,,,,0,25,27,92.6,585,407,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
Alarcón Ángel,18,FW,4,0,25,0,0,0,0,0,1,1,100.0,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
Júnior Vinicius,22,FW,33,32,"2,823",10,9,0,10,1,77,36,46.8,0.13,0.28,16.2,0,883,1153,76.6,11725,2422,161,5.13,103,2,27,11,17,1,21,0.67,12,0,4,4,0,1,30,21,14,35.9,24,6,36,1,0
Courtois Thibaut,30,GK,31,31,"2,790",0,0,0,0,0,0,0,,,,,0,980,1136,86.3,23008,14737,5,0.16,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,100.0,0,3,4,7,1
Militão Éder,24,DF,33,30,"2,703",5,0,0,4,0,22,8,36.4,0.23,0.63,13.8,0,1660,1881,88.3,31882,10563,22,0.73,19,2,0,0,1,0,4,0.13,3,0,0,0,1,0,46,32,26,78.8,67,42,88,104,2
Valverde Federico,24,"MF,FW",34,29,"2,502",7,4,0,2,0,63,21,33.3,0.11,0.33,22.7,2,1427,1641,87.0,21092,4276,81,2.91,77,0,2,1,1,0,14,0.50,13,0,1,0,0,0,31,20,13,50.0,31,17,48,15,0
Rüdiger Antonio,29,DF,33,26,"2,415",1,0,0,1,0,22,4,18.2,0.05,0.25,14.8,0,1486,1617,91.9,26566,8924,18,0.67,16,0,0,1,1,0,1,0.04,0,0,0,1,0,0,18,16,14,60.9,23,19,37,74,0
Rodrygo,21,"FW,MF",34,25,"2,379",9,8,1,4,0,97,31,32.0,0.08,0.26,16.6,8,918,1050,87.4,10744,2092,133,5.03,78,5,25,9,15,1,21,0.79,12,0,6,0,3,0,17,10,4,17.4,23,8,25,5,0
Kroos Toni,32,MF,30,25,"2,155",2,4,0,2,1,31,11,35.5,0.06,0.18,25.4,5,2255,2482,90.9,42174,15247,103,4.30,64,33,0,3,2,1,6,0.25,5,1,0,0,0,0,51,32,23,33.3,23,24,75,11,0
Tchouaméni Aurélien,22,MF,33,24,"2,119",0,4,0,2,0,38,6,15.8,0.00,0.00,22.1,0,1578,1700,92.8,25016,7823,63,2.67,53,1,2,3,3,1,12,0.51,11,0,0,0,1,0,64,40,23,60.5,20,49,113,50,0
Benzema Karim,34,FW,24,24,"2,038",19,3,7,1,0,99,36,36.4,0.12,0.33,15.9,6,924,1070,86.4,10990,2417,102,4.50,86,1,6,7,2,0,7,0.31,5,0,1,1,0,0,9,5,2,18.2,11,2,11,5,0
Camavinga Eduardo,19,"MF,DF",37,21,"2,010",0,1,0,6,0,18,3,16.7,0.00,0.00,23.2,0,1364,1504,90.7,21221,5654,72,3.23,55,0,5,3,9,0,5,0.22,3,0,0,1,1,0,68,48,24,37.5,24,17,85,25,0
Alaba David,30,DF,23,21,"1,838",1,3,0,3,0,14,3,21.4,0.07,0.33,19.8,5,1042,1189,87.6,15258,5475,27,1.32,23,3,0,1,0,0,4,0.20,3,0,0,1,0,0,15,11,9,60.0,18,14,29,37,1
Carvajal Dani,30,DF,27,20,"1,784",0,2,0,8,1,12,0,0.0,0.00,,17.5,0,1133,1333,85.0,18356,4041,40,2.02,37,0,0,1,1,1,1,0.05,1,0,0,0,0,0,32,18,18,51.4,24,15,47,49,0
Modrić Luka,36,MF,33,19,"1,744",4,3,1,7,0,29,5,17.2,0.10,0.60,20.2,1,1336,1521,87.8,20964,6451,85,4.39,75,6,2,1,1,0,9,0.46,6,2,0,0,1,0,19,9,10,40.0,15,10,29,7,0
Ceballos Dani,25,MF,30,19,"1,564",0,4,0,8,0,18,5,27.8,0.00,0.00,21.0,0,1362,1504,90.6,21362,6610,81,4.66,60,8,5,2,5,1,9,0.52,8,0,0,0,1,0,43,29,25,39.1,23,25,68,6,1
Nacho,32,DF,27,18,"1,637",1,1,0,7,0,9,4,44.4,0.11,0.25,14.5,0,1085,1184,91.6,16750,5906,32,1.76,24,0,5,3,0,0,2,0.11,1,0,1,0,0,0,24,16,12,41.4,11,18,42,37,0
Mendy Ferland,27,DF,18,17,"1,351",0,1,0,2,0,1,0,0.0,0.00,,7.3,0,794,862,92.1,10969,2745,28,1.87,25,1,1,0,0,1,2,0.13,2,0,0,0,0,0,21,12,12,60.0,7,14,35,16,0
Asensio Marco,26,"FW,MF",31,15,"1,442",9,6,0,1,0,58,24,41.4,0.16,0.38,21.5,5,650,802,81.0,9900,2248,76,4.74,47,16,6,4,3,0,12,0.75,7,2,2,0,1,0,16,10,8,42.1,8,5,21,4,0
Vázquez Lucas,31,DF,23,12,"1,144",4,1,0,2,0,14,7,50.0,0.29,0.57,18.5,0,808,936,86.3,12257,2640,41,3.22,32,2,2,1,3,1,2,0.16,1,0,0,0,1,0,34,23,20,71.4,10,7,41,13,0
Lunin Andriy,23,GK,7,7,630,0,0,0,0,0,0,0,,,,,0,205,227,90.3,4750,3000,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
Hazard Eden,31,FW,6,2,196,0,1,0,0,0,2,0,0.0,0.00,,21.6,0,96,108,88.9,1184,231,16,7.35,12,1,0,1,2,0,1,0.46,1,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0
Mariano,28,FW,9,1,157,0,0,0,2,0,5,0,0.0,0.00,,10.3,0,32,41,78.0,426,81,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,,1,0,1,0,0
Muñoz Álvaro,18,FW,6,0,79,1,1,0,0,0,2,1,50.0,0.50,1.00,8.0,0,9,12,75.0,127,22,1,1.13,1,0,0,0,0,0,1,1.13,1,0,0,0,0,0,2,1,1,100.0,0,0,2,1,0
Odriozola Álvaro,26,DF,3,0,39,0,0,0,0,0,1,0,0.0,0.00,,13.7,0,27,28,96.4,376,108,3,6.92,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Vallejo Jesús,25,DF,1,0,22,0,0,0,0,0,1,1,100.0,0.00,0.00,5.7,0,12,12,100.0,224,80,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Arribas Sergio,20,"MF,FW",2,0,19,0,0,0,0,0,1,0,0.0,0.00,,16.3,0,9,11,81.8,131,35,3,14.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,1,0,0,0,0
Molina Nahuel,24,DF,33,33,"2,867",4,2,0,7,1,21,6,28.6,0.19,0.67,17.0,0,1452,1930,75.2,21725,8461,92,2.89,83,5,2,0,1,1,6,0.19,5,0,0,0,1,0,69,43,39,42.9,38,18,87,63,1
Griezmann Antoine,31,"FW,MF",38,31,"2,859",15,16,0,2,0,111,44,39.6,0.14,0.34,17.6,5,1236,1597,77.4,18976,5448,162,5.10,111,23,10,7,8,3,26,0.82,18,5,1,2,0,0,49,34,20,30.3,34,24,73,31,0
Koke,30,MF,33,30,"2,545",0,3,0,4,0,16,1,6.3,0.00,0.00,22.9,0,1784,2038,87.5,27145,8772,70,2.48,67,0,0,2,1,0,6,0.21,6,0,0,0,0,0,55,38,28,38.9,35,20,75,19,0
Oblak Jan,29,GK,28,28,"2,492",0,0,0,1,0,0,0,,,,,0,538,817,65.9,15674,11619,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,1,1,8,0
María Giménez José,27,DF,28,26,"2,423",2,1,0,9,0,22,8,36.4,0.09,0.25,14.1,0,1183,1333,88.7,24083,9951,22,0.82,18,0,0,2,1,1,3,0.11,3,0,0,0,0,0,43,25,24,68.6,37,24,67,138,1
Carrasco Yannick,28,"DF,MF",35,26,"2,317",7,3,1,2,0,66,21,31.8,0.09,0.29,17.2,2,863,1091,79.1,11833,3379,97,3.77,59,14,14,8,2,0,9,0.35,4,2,1,2,0,0,35,14,23,42.6,23,12,47,19,0
Witsel Axel,33,"DF,MF",33,25,"2,258",0,0,0,2,1,9,0,0.0,0.00,,15.0,0,1229,1328,92.5,19963,6886,23,0.92,22,0,0,1,0,0,4,0.16,4,0,0,0,0,0,36,22,17,54.8,20,23,59,76,0
Hermoso Mario,27,DF,26,24,"2,110",3,2,0,7,2,15,5,33.3,0.20,0.60,16.1,0,1309,1514,86.5,23825,8990,33,1.41,27,0,0,4,1,1,3,0.13,1,0,0,2,0,0,22,15,9,30.0,19,19,41,85,1
De Paul Rodrigo,28,MF,30,24,"1,923",2,7,0,5,0,21,5,23.8,0.10,0.40,24.5,1,1160,1421,81.6,19936,6409,88,4.12,77,7,1,0,3,0,11,0.52,10,0,0,0,1,0,35,21,18,51.4,20,8,43,7,0
Morata Álvaro,29,FW,36,23,"1,900",13,2,0,4,0,71,32,45.1,0.18,0.41,12.2,0,270,422,64.0,3678,551,48,2.27,30,0,6,5,7,0,9,0.43,4,0,3,1,1,0,16,11,3,37.5,11,0,16,23,0
Savić Stefan,31,DF,22,22,"1,943",0,0,0,4,2,2,1,50.0,0.00,0.00,13.0,0,1001,1141,87.7,18727,7359,11,0.51,11,0,0,0,0,0,1,0.05,1,0,0,0,0,0,39,26,26,66.7,17,33,72,67,2
Mandava Reinildo,28,DF,22,22,"1,857",0,0,0,4,0,6,0,0.0,0.00,,22.7,0,918,1067,86.0,13151,5155,23,1.12,21,0,0,0,1,1,1,0.05,1,0,0,0,0,0,66,43,38,77.6,27,30,96,59,0
Llorente Marcos,27,"MF,DF",22,21,"1,703",1,2,0,5,0,24,9,37.5,0.04,0.11,17.9,0,660,816,80.9,9299,2473,60,3.17,54,1,0,2,1,2,3,0.16,3,0,0,0,0,0,32,15,17,56.7,26,17,49,19,0
Lemar Thomas,26,MF,27,17,"1,252",1,3,0,1,0,13,6,46.2,0.08,0.17,21.1,0,690,814,84.8,10150,2771,45,3.23,33,5,3,1,1,2,7,0.50,4,0,1,1,0,1,30,18,10,35.7,12,7,37,12,0
Correa Ángel,27,"FW,MF",35,13,"1,455",9,1,0,3,1,43,18,41.9,0.21,0.50,15.3,0,406,520,78.1,5237,1201,61,3.78,45,3,5,6,1,1,11,0.68,5,0,2,3,0,1,12,6,5,31.3,17,10,22,6,1
Ñíguez Saúl,27,"MF,DF",31,11,"1,100",3,1,0,8,0,21,9,42.9,0.14,0.33,17.2,0,408,520,78.5,5583,1326,22,1.80,18,0,0,4,0,0,3,0.25,3,0,0,0,0,0,42,27,22,59.5,27,15,57,29,0
Kondogbia Geoffrey,29,MF,20,10,"1,006",0,2,0,5,0,11,0,0.0,0.00,,19.7,0,567,634,89.4,8841,2652,12,1.07,10,0,0,1,1,0,2,0.18,2,0,0,0,0,0,40,23,17,68.0,9,26,66,12,1
Grbić Ivo,26,GK,12,10,922,0,0,0,3,0,0,0,,,,,0,219,330,66.4,6085,4302,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,0,0,9,1
Félix João,22,"FW,MF",14,7,650,4,3,0,5,0,26,12,46.2,0.15,0.33,18.9,1,171,228,75.0,2307,680,29,4.02,22,0,3,3,0,1,5,0.69,4,0,0,1,0,0,10,7,1,16.7,1,3,13,2,0
Barrios Pablo,19,MF,21,6,724,0,1,0,4,0,12,3,25.0,0.00,0.00,21.7,0,368,450,81.8,5684,1671,20,2.48,17,0,0,2,1,0,2,0.25,1,0,0,1,0,0,19,10,8,53.3,12,9,28,6,1
Memphis,28,FW,8,3,270,4,0,0,1,0,11,5,45.5,0.36,0.80,11.8,0,68,90,75.6,865,221,13,4.33,8,0,2,1,2,0,2,0.67,1,0,1,0,0,0,1,0,0,0.0,0,0,1,0,0
Cunha Matheus,23,"FW,MF",11,2,377,0,2,0,2,0,12,8,66.7,0.00,0.00,16.1,0,64,85,75.3,790,203,10,2.38,8,0,0,2,0,0,2,0.48,2,0,0,0,0,0,4,1,0,0.0,4,2,6,3,0
Reguilón Sergio,25,DF,11,2,309,0,0,0,3,1,3,1,33.3,0.00,0.00,17.7,0,117,147,79.6,1667,507,13,3.75,11,1,1,0,0,0,0,0.00,0,0,0,0,0,0,7,5,5,71.4,3,2,9,4,0
Felipe,33,DF,3,2,194,0,0,0,0,0,1,0,0.0,0.00,,10.6,0,121,132,91.7,2265,847,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,50.0,2,0,3,7,0
Martín Carlos,20,"FW,MF",4,0,28,0,0,0,1,0,1,1,100.0,0.00,0.00,16.9,0,6,11,54.5,57,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,66.7,0,1,3,0,0
Remiro Álex,27,GK,38,38,"3,420",0,0,0,1,0,0,0,,,,,0,941,1313,71.7,28583,21541,6,0.16,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,33.3,0,0,1,17,3
Zubimendi Martín,23,MF,36,35,"3,101",1,3,0,12,0,13,2,15.4,0.08,0.50,19.7,0,1545,1812,85.3,26783,8092,52,1.51,47,0,0,1,3,1,6,0.17,6,0,0,0,0,0,59,33,24,53.3,44,37,96,55,4
Le Normand Robin,25,DF,33,31,"2,796",0,0,0,6,0,12,2,16.7,0.00,0.00,12.8,0,1533,1740,88.1,30128,8968,15,0.48,13,0,0,2,0,0,1,0.03,1,0,0,0,0,0,36,23,14,51.9,22,33,69,93,0
Zubeldia Igor,25,DF,31,29,"2,542",1,1,0,11,0,6,1,16.7,0.17,1.00,14.5,0,1329,1557,85.4,26531,9705,11,0.39,9,1,0,0,0,1,2,0.07,2,0,0,0,0,0,35,18,25,71.4,23,21,56,93,0
Kubo Takefusa,21,"FW,MF",35,29,"2,439",9,4,0,3,0,72,30,41.7,0.13,0.30,17.8,3,621,875,71.0,8389,2340,96,3.55,63,10,7,5,10,1,11,0.41,6,0,2,0,2,1,44,26,16,42.1,29,9,53,4,0
Merino Mikel,26,MF,33,28,"2,494",2,9,0,5,1,41,16,39.0,0.05,0.13,18.1,0,1145,1502,76.2,18019,6014,93,3.36,81,1,1,3,2,5,13,0.47,11,0,0,1,0,1,77,49,31,50.0,38,20,97,51,1
Méndez Brais,25,MF,34,28,"2,407",8,4,0,6,0,60,21,35.0,0.13,0.38,21.4,9,1010,1312,77.0,16082,4201,98,3.67,54,30,6,3,5,0,11,0.41,6,2,1,2,0,0,58,34,24,37.5,27,12,70,14,1
Sørloth Alexander,26,FW,34,28,"2,386",12,3,0,4,0,63,27,42.9,0.19,0.44,11.3,0,329,481,68.4,4213,567,58,2.19,41,0,8,6,2,1,5,0.19,4,0,1,0,0,0,18,9,7,50.0,15,2,20,26,1
Silva David,36,MF,28,25,"1,937",2,5,0,3,0,30,13,43.3,0.07,0.15,15.4,1,983,1165,84.4,15023,3274,77,3.58,67,0,3,4,1,2,14,0.65,13,0,0,0,0,1,36,21,11,57.9,17,15,51,16,0
Muñoz Aihen,24,DF,23,20,"1,756",0,1,0,2,0,6,2,33.3,0.00,0.00,24.8,0,781,1027,76.0,13080,5178,36,1.84,25,2,5,3,1,0,2,0.10,2,0,0,0,0,0,38,23,22,46.8,26,9,47,38,0
Gorosabel Andoni,25,DF,27,19,"1,708",0,0,0,3,0,14,1,7.1,0.00,0.00,21.7,0,888,1049,84.7,13271,4844,30,1.58,22,6,0,0,1,1,1,0.05,1,0,0,0,0,0,41,25,26,60.5,21,17,58,23,0
Rico Diego,29,DF,20,18,"1,646",0,0,0,3,0,9,3,33.3,0.00,0.00,27.5,0,746,985,75.7,12521,5657,33,1.81,26,2,1,1,1,2,1,0.05,1,0,0,0,0,0,35,21,12,44.4,18,20,55,51,1
Elustondo Aritz,28,DF,25,16,"1,449",0,1,0,5,1,8,0,0.0,0.00,,21.5,0,653,809,80.7,10994,4008,9,0.56,5,2,0,2,0,0,2,0.12,0,1,0,1,0,0,26,17,14,53.8,15,20,46,43,1
Oyarzabal Mikel,25,"FW,MF",23,14,"1,214",4,1,2,1,0,16,8,50.0,0.13,0.25,18.8,0,285,392,72.7,4018,796,31,2.30,25,2,0,1,3,0,3,0.22,3,0,0,0,0,0,13,7,5,26.3,14,3,16,5,0
Illarramendi Asier,32,MF,24,13,"1,076",1,0,0,5,0,11,3,27.3,0.09,0.33,20.5,0,545,640,85.2,8295,2035,27,2.26,22,3,0,0,1,1,2,0.17,2,0,0,0,0,0,36,18,16,36.4,27,18,54,20,0
Pacheco Jon,21,DF,17,12,"1,193",0,1,0,2,0,3,0,0.0,0.00,,17.3,0,812,907,89.5,15784,4590,4,0.30,3,1,0,0,0,0,1,0.08,1,0,0,0,0,0,16,10,6,60.0,9,12,28,37,1
Barrenetxea Ander,20,"FW,DF",23,9,878,3,1,0,4,0,18,12,66.7,0.17,0.25,14.9,2,288,376,76.6,4302,1117,28,2.87,22,0,2,2,2,0,2,0.21,1,0,1,0,0,0,21,15,12,42.9,15,5,26,7,0
Fernández Carlos,26,FW,24,8,631,1,0,0,6,0,21,5,23.8,0.05,0.20,13.1,0,96,148,64.9,1274,273,16,2.27,12,0,1,1,2,0,1,0.14,1,0,0,0,0,0,6,4,1,6.7,1,1,7,4,0
Ali Cho Mohamed,18,"FW,MF",19,5,587,1,2,0,1,0,23,12,52.2,0.04,0.08,18.3,0,108,165,65.5,1506,407,19,2.90,12,1,2,2,1,1,2,0.31,2,0,0,0,0,0,13,10,4,40.0,9,2,15,2,0
Marín Pablo,19,"MF,FW",10,3,360,0,0,0,1,0,9,4,44.4,0.00,0.00,16.6,0,128,168,76.2,1809,362,11,2.75,9,0,2,0,0,0,0,0.00,0,0,0,0,0,0,10,5,2,28.6,1,4,14,2,0
Sola Alex,23,DF,10,3,349,0,0,0,1,0,4,1,25.0,0.00,0.00,26.4,0,158,198,79.8,2779,704,6,1.54,3,2,0,0,1,0,2,0.51,1,0,0,0,1,0,18,9,7,70.0,7,7,25,10,0
Guevara Ander,25,MF,8,2,221,0,0,0,2,0,1,0,0.0,0.00,,23.7,0,161,179,89.9,2454,585,7,2.85,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,1,25.0,6,2,7,3,0
Isak Alexander,22,FW,2,2,152,1,0,0,0,0,3,1,33.3,0.33,1.00,12.0,0,17,30,56.7,236,60,2,1.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,,0,0,1,2,0
Navarro Roberto,20,"MF,FW",17,1,351,0,0,0,2,0,12,5,41.7,0.00,0.00,17.0,0,99,138,71.7,1345,382,19,4.87,10,4,2,2,1,0,0,0.00,0,0,0,0,0,0,5,4,1,50.0,7,2,7,2,0
Turrientes Beñat,20,"MF,FW",6,1,106,0,0,0,0,0,0,0,,,,,0,40,47,85.1,707,113,4,3.40,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,1,20.0,2,0,3,3,0
Parejo Daniel,33,MF,37,37,"3,285",3,4,2,6,0,26,8,30.8,0.04,0.13,27.9,12,2224,2569,86.6,40111,13261,113,3.10,84,26,1,1,1,0,11,0.30,8,2,0,1,0,0,71,40,30,40.0,40,29,100,31,2
Torres Pau,25,DF,34,34,"3,054",1,0,0,10,0,12,5,41.7,0.08,0.20,9.5,0,1855,2179,85.1,37186,12825,41,1.21,34,0,0,4,3,0,1,0.03,0,0,0,0,1,0,43,25,23,63.9,36,13,56,146,3
Pino Yeremi,19,"FW,MF",36,31,"2,447",4,6,0,8,0,50,19,38.0,0.08,0.21,13.2,0,651,845,77.0,8933,1516,87,3.20,61,1,8,11,6,0,9,0.33,7,0,0,2,0,0,62,38,21,37.5,41,15,77,36,0
Chukwueze Samuel,23,"FW,MF",37,27,"2,339",6,5,0,1,0,60,17,28.3,0.10,0.35,17.4,0,697,908,76.8,10572,2312,110,4.23,75,4,24,2,4,1,15,0.58,9,0,5,0,1,0,14,7,7,30.4,13,12,26,16,0
Albiol Raúl,36,DF,25,24,"2,119",0,0,0,6,0,2,1,50.0,0.00,0.00,25.2,0,1303,1472,88.5,28074,10667,12,0.51,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,25,17,14,77.8,17,14,39,111,0
Reina Pepe,39,GK,22,22,"1,980",0,0,0,2,0,0,0,,,,,0,685,855,80.1,16159,10999,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.0,0,1,1,4,4
Foyth Juan,24,DF,24,22,"1,958",1,0,0,6,0,14,4,28.6,0.07,0.25,13.7,0,1116,1276,87.5,18588,7017,29,1.33,28,1,0,0,0,0,2,0.09,2,0,0,0,0,0,73,48,41,71.9,32,20,93,68,0
Capoue Étienne,34,MF,28,22,"1,955",3,0,0,4,0,26,12,46.2,0.12,0.25,20.9,1,915,1043,87.7,14387,3476,46,2.12,33,1,2,4,4,2,4,0.18,3,0,0,1,0,0,21,12,10,55.6,12,19,40,20,1
Pedraza Alfonso,26,DF,26,20,"1,633",0,3,0,5,0,26,10,38.5,0.00,0.00,18.4,0,641,832,77.0,9606,2553,39,2.15,30,0,5,3,0,1,5,0.28,4,0,1,0,0,0,35,26,19,65.5,19,18,53,31,0
Baena Alex,21,"MF,FW",35,19,"1,947",6,2,0,13,1,62,22,35.5,0.10,0.27,22.6,3,681,859,79.3,11154,3034,79,3.65,58,0,8,8,5,0,8,0.37,5,0,0,2,1,0,30,17,15,33.3,15,7,37,16,0
Jackson Nicolas,21,FW,26,16,"1,598",12,4,0,6,1,41,23,56.1,0.29,0.52,13.4,0,246,325,75.7,3440,710,47,2.65,31,1,8,5,2,0,14,0.79,4,0,7,2,1,0,14,11,2,25.0,18,2,16,4,0
Mandi Aïssa,30,DF,21,16,"1,461",0,0,0,1,0,2,2,100.0,0.00,0.00,19.9,0,826,911,90.7,16064,5793,9,0.55,8,1,0,0,0,0,2,0.12,2,0,0,0,0,0,18,10,6,50.0,19,21,39,58,0
Moreno Alberto,30,DF,24,14,"1,296",0,1,0,7,0,15,3,20.0,0.00,0.00,20.7,2,605,730,82.9,9845,2768,28,1.94,24,2,1,1,0,0,2,0.14,2,0,0,0,0,0,23,12,11,45.8,12,23,46,26,0
Rulli Gerónimo,30,GK,14,14,"1,260",0,0,0,1,0,0,0,,,,,0,464,543,85.5,11876,7752,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,1,1,1,6,2
Moreno Gerard,30,FW,21,14,"1,230",7,3,1,4,0,41,19,46.3,0.15,0.32,15.8,0,353,483,73.1,5825,1500,48,3.52,35,0,6,4,2,1,5,0.37,4,0,0,1,0,0,11,6,3,50.0,6,5,16,10,0
Lo Celso Giovani,26,"MF,FW",22,14,"1,126",2,3,0,3,0,30,7,23.3,0.07,0.29,19.8,3,578,694,83.3,9815,2691,60,4.79,45,4,2,4,5,0,3,0.24,3,0,0,0,0,0,32,28,12,57.1,14,6,38,5,0
Femenía Kiko,31,DF,20,13,"1,133",0,0,0,0,0,2,0,0.0,0.00,,23.7,0,667,778,85.7,10318,2945,24,1.90,23,0,0,0,1,0,0,0.00,0,0,0,0,0,0,18,9,13,72.2,15,20,38,22,0
Luis Morales José,35,"FW,MF",29,11,"1,211",7,0,0,2,0,41,21,51.2,0.17,0.33,14.7,0,181,258,70.2,2380,486,29,2.16,19,0,5,4,1,0,4,0.30,2,0,0,2,0,0,7,6,5,29.4,12,2,9,2,0
Terrats Ramón,21,MF,16,11,816,1,1,0,1,0,15,6,40.0,0.07,0.17,24.3,0,356,425,83.8,5550,1343,20,2.21,13,2,2,0,2,1,1,0.11,1,0,0,0,0,0,15,10,9,52.9,11,8,23,6,2
Coquelin Francis,31,MF,16,9,748,1,0,0,2,0,7,1,14.3,0.14,1.00,15.5,0,265,311,85.2,3778,803,9,1.09,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,18,13,7,100.0,8,9,27,7,0
