,Players,Club,Position,Age,Nationality,Values
1767,Luca de la Torre,Celta de Vigo,midfield,25,United States,2150000.0
1477,Albert Gudmundsson,Genoa CFC,Attack,26,Iceland,2100000.0
1778,Cristian Volpato,US Sassuolo,midfield,19,Italy,2100000.0
1884,Kévin Denkey,Cercle Brugge ,Attack,22,Togo,2100000.0
2050,Andrew,Gil Vicente FC,Goalkeeper,22,Brazil,2100000.0
1377,Matteo Cancellieri,SS Lazio,Attack,21,Italy,2000000.0
577,Yeray Álvarez,Athletic Bilbao,Defender,28,Spain,2000000.0
1021,Leo Östigard,SSC Napoli,Defender,23,Norway,2000000.0
1419,Alberto Moleiro,UD Las Palmas,midfield,19,Spain,2000000.0
596,Andreas Skov Olsen,Club Brugge KV,Attack,23,Denmark,2000000.0
608,Pau López,Olympique Marseille,Goalkeeper,28,Spain,2000000.0
580,Felipe Anderson,SS Lazio,Attack,30,Brazil,2000000.0
591,Ethan Pinnock,Brentford FC,Defender,30,Jamaica,2000000.0
585,Anton Stach,1.FSV Mainz 05,midfield,24,Germany,2000000.0
604,Attila Szalai,Fenerbahce,Defender,25,Hungary,2000000.0
601,Dani Vivian,Athletic Bilbao,Defender,24,Spain,2000000.0
1378,Aitor Ruibal,Real Betis Balompié,Defender,27,Spain,2000000.0
1693,Noah Atubolu,SC Freiburg,Goalkeeper,21,Germany,2000000.0
554,Krépin Diatta,AS Monaco,Attack,24,Senegal,2000000.0
1421,Óscar Valentín,Rayo Vallecano,midfield,28,Spain,2000000.0
2029,Giuliano Simeone,Atlético de Madrid,Attack,20,Argentina,2000000.0
1665,Eray Cömert,Valencia CF,Defender,25,Switzerland,2000000.0
1667,Tiago Gouveia,SL Benfica,Attack,22,Portugal,2000000.0
930,Conan Ledesma,Cádiz CF,Goalkeeper,30,Argentina,2000000.0
517,Tuta,Eintracht Frankfurt,Defender,24,Brazil,2000000.0
390,Vanderson,AS Monaco,Defender,22,Brazil,2000000.0
1672,Steffen Tigges,1.FC Köln,Attack,24,Germany,2000000.0
117,Douglas Luiz,Aston Villa,midfield,25,Brazil,2000000.0
1058,Billal Brahimi,OGC Nice,Attack,23,Algeria,2000000.0
386,Philipp Lienhart,SC Freiburg,Defender,27,Austria,2000000.0
1028,Petar Musa,SL Benfica,Attack,25,Croatia,2000000.0
1502,Tim Kleindienst,1.FC Heidenheim 1846,Attack,27,Germany,2000000.0
385,Brahim Díaz,Real Madrid,midfield,23,Spain,2000000.0
1452,Mees Hilgers,Twente Enschede FC,Defender,22,Netherlands,2000000.0
1066,Marco Friedl,SV Werder Bremen,Defender,25,Austria,2000000.0
1068,Aarón Martín,Genoa CFC,Defender,26,Spain,2000000.0
1074,Walace,Udinese Calcio,midfield,28,Brazil,2000000.0
1075,Toni Martínez,FC Porto,Attack,26,Spain,2000000.0
1368,Lassana Coulibaly,US Salernitana 1919,midfield,27,Mali,2000000.0
2032,Jeroen Houwen,RKC Waalwijk,Goalkeeper,27,Netherlands,2000000.0
1507,Matteo Ruggeri,Atalanta BC,Defender,21,Italy,2000000.0
507,Joey Veerman,PSV Eindhoven,midfield,24,Netherlands,2000000.0
1174,Largie Ramazani,UD Almería,Attack,22,Belgium,2000000.0
1434,Tayyip Talha Sanuc,Besiktas JK,Defender,23,Turkey,2000000.0
610,Timothy Weah,Juventus FC,Attack,23,United States,2000000.0
267,Eljif Elmas,SSC Napoli,midfield,23,North Macedonia,2000000.0
1353,Youssouf Sabaly,Real Betis Balompié,Defender,30,Senegal,2000000.0
1653,Juan Iglesias,Getafe CF,Defender,25,Spain,2000000.0
1751,Luka Romero,AC Milan,Attack,18,Argentina,2000000.0
1529,Florian Lejeune,Deportivo Alavés,Defender,32,France,2000000.0
693,Alexander Sørloth,RB Leipzig,Attack,27,Norway,2000000.0
521,Justin Bijlow,Feyenoord Rotterdam,Goalkeeper,25,Netherlands,2000000.0
330,Christoph Baumgartner,RB Leipzig,midfield,23,Austria,2000000.0
1537,Iván Balliu,Rayo Vallecano,Defender,31,Albania,2000000.0
410,Dwight McNeil,Everton FC,Attack,23,England,2000000.0
1885,Juanmi Latasa,Getafe CF,Attack,22,Spain,2000000.0
970,Hannibal,Manchester United,midfield,20,Tunisia,2000000.0
252,Danilo,Juventus FC,Defender,31,Brazil,2000000.0
1792,Mario Stroeykens,RSC Anderlecht,Attack,18,Belgium,2000000.0
725,Maximilian Eggestein,SC Freiburg,midfield,26,Germany,2000000.0
1246,Samu Castillejo,Valencia CF,Attack,28,Spain,2000000.0
803,Djed Spence,Tottenham Hotspur,Defender,22,England,2000000.0
734,Moi Gómez,CA Osasuna,Attack,29,Spain,2000000.0
1235,Michel-Ange Balikwisha,Royal Antwerp FC,Attack,22,Belgium,2000000.0
1538,Antonio Raíllo,RCD Mallorca,Defender,31,Spain,2000000.0
1159,Adem Zorgane,RSC Charleroi,midfield,23,Algeria,2000000.0
412,Philip Billing,AFC Bournemouth,midfield,27,Denmark,2000000.0
1209,Alessandro Zanoli,SSC Napoli,Defender,22,Italy,2000000.0
1579,Raúl García,Athletic Bilbao,Attack,37,Spain,2000000.0
1843,Ilia Gruev,SV Werder Bremen,midfield,23,Bulgaria,2000000.0
777,Jean-Ricner Bellegarde,RC Strasbourg Alsace,midfield,25,France,2000000.0
334,Rayan Aït-Nouri,Wolverhampton Wanderers,Defender,22,Algeria,2000000.0
694,Amine Harit,Olympique Marseille,midfield,26,Morocco,2000000.0
677,Riccardo Orsolini,Bologna FC 1909,Attack,26,Italy,2000000.0
647,Aleksey Miranchuk,Atalanta BC,midfield,27,Russia,2000000.0
1343,Lorenz Assignon,Stade Rennais FC,Defender,23,France,2000000.0
353,Rafa,SL Benfica,Attack,30,Portugal,2000000.0
352,Christian Eriksen,Manchester United,midfield,31,Denmark,2000000.0
670,Kristjan Asllani,Inter Milan,midfield,21,Albania,2000000.0
501,Christian Nörgaard,Brentford FC,midfield,29,Denmark,2000000.0
1329,Eric Maxim Choupo-Moting,Bayern Munich,Attack,34,Cameroon,2000000.0
643,Mario Götze,Eintracht Frankfurt,midfield,31,Germany,2000000.0
1327,Samuel Moutoussamy,FC Nantes,midfield,26,DR Congo,2000000.0
1035,Quentin Merlin,FC Nantes,Defender,21,France,2000000.0
208,Pedro Gonçalves,Sporting CP,Attack,25,Portugal,2000000.0
1324,Tormena,SC Braga,Defender,27,Brazil,2000000.0
343,Jordan Pickford,Everton FC,Goalkeeper,29,England,2000000.0
216,Pierre Kalulu,AC Milan,Defender,23,France,2000000.0
2079,Luca Plogmann,Go Ahead Eagles,Goalkeeper,23,Germany,1950000.0
2125,Nafican Yardimci,Konyaspor,Defender,22,Turkey,1925000.0
2134,Arda Kurtulan,Adana Demirspor,Attack,20,Albania,1925000.0
2078,Koray Altinay,Caykur Rizespor,Defender,31,Turkey,1925000.0
1798,Manfred Ugalde,Twente Enschede FC,Attack,21,Costa Rica,1900000.0
2108,Achraf Douiri,FC Volendam,Attack,23,Netherlands,1900000.0
1107,Paulinho,Portimonense SC,Attack,23,Portugal,1900000.0
2165,Marcelencio Esajas,Almere City FC,midfield,21,Netherlands,1875000.0
2158,Samir Lagsir,PEC Zwolle,midfield,20,Netherlands,1850000.0
2072,Ismael Saibari,PSV Eindhoven,midfield,22,Morocco,1850000.0
2076,Thomas van den Belt,Feyenoord Rotterdam,midfield,22,Netherlands,1850000.0
2128,Osman Celik,Samsunspor,midfield,31,Turkey,1850000.0
2152,José Marsà,Sporting CP,Defender,21,Spain,1800000.0
2221,Yann Lienard,AS Monaco,Goalkeeper,20,France,1800000.0
1837,Aron Dönnum,Standard Liège,Attack,25,Norway,1800000.0
1522,Koni De Winter,Juventus FC,Defender,21,Belgium,1800000.0
2114,Calvin Raatsie,FC Utrecht,Goalkeeper,21,Netherlands,1800000.0
2077,Yusuf Abdioglu,Samsunspor,Defender,33,Turkey,1750000.0
2106,Elias Sierra,Heracles Almelo,midfield,21,Belgium,1750000.0
2135,Aaron Meijers,RKC Waalwijk,Defender,35,Netherlands,1750000.0
2166,Danny Post,Almere City FC,midfield,34,Netherlands,1750000.0
2130,Polat Yaldir,Samsunspor,Attack,20,Turkey,1725000.0
2248,Thiago Silva,Chelsea FC,Defender,38,Brazil,1700000.0
2123,Sinan Osmanoglu,Caykur Rizespor,Defender,33,Turkey,1700000.0
1436,Salih Ucan,Besiktas JK,midfield,29,Turkey,1700000.0
1899,Furkan Bayir,Alanyaspor,Defender,23,Turkey,1700000.0
1709,Ardian Ismajli,FC Empoli,Defender,26,Albania,1700000.0
1934,CJ Egan-Riley,Burnley FC,Defender,20,England,1700000.0
1972,Niklas Schmidt,SV Werder Bremen,midfield,25,Germany,1700000.0
2021,Janis Blaswich,RB Leipzig,Goalkeeper,32,Germany,1700000.0
2071,Arno Verschueren,Sparta Rotterdam,midfield,26,Belgium,1700000.0
1880,Olivier Deman,Cercle Brugge ,midfield,23,Belgium,1700000.0
2112,Sapara,SC Farense,Attack,28,Nigeria,1700000.0
2303,Berke Demircan,Fatih Karagümrük,Attack,20,Turkey,1675000.0
2127,Sadik Bas,Hatayspor,Attack,29,Turkey,1675000.0
2251,Lennard Maloney,1.FC Heidenheim 1846,midfield,23,United States,1650000.0
2126,Musa Cagiran,Hatayspor,midfield,30,Turkey,1625000.0
1602,Andrea Colpani,AC Monza,midfield,24,Italy,1600000.0
2271,Josué Casimir,Le Havre AC,Attack,21,Guadeloupe,1600000.0
1936,Maximiliano Caufriez,Clermont Foot 63,Defender,26,Belgium,1600000.0
2305,Capita,CF Estrela Amadora SAD,Attack,21,Angola,1575000.0
2302,Barry Lauwers,FC Volendam,Goalkeeper,23,Netherlands,1575000.0
2304,Casagrande,Portimonense SC,Defender,24,Brazil,1550000.0
2301,Sylian Mokono,Heracles Almelo,Defender,24,Netherlands,1550000.0
2307,Ismael,Moreirense FC,midfield,24,Portugal,1550000.0
2313,Bilal Bayazit,Kayserispor,Goalkeeper,24,Turkey,1550000.0
2253,Filip Stankovic,Inter Milan,Goalkeeper,21,Serbia,1550000.0
2117,Marouan Azarkan,FC Utrecht,Attack,21,Netherlands,1525000.0
1926,Kristian Arnstad,RSC Anderlecht,midfield,19,Norway,1500000.0
2086,Vito van Crooij,Sparta Rotterdam,Attack,27,Netherlands,1500000.0
1468,Jérémy Le Douaron,Stade Brestois 29,Attack,25,France,1500000.0
1815,Tom Lockyer,Luton Town,Defender,28,Wales,1500000.0
1213,Elijah Adebayo,Luton Town,Attack,25,England,1500000.0
1553,Alessio Zerbin,SSC Napoli,Attack,24,Italy,1500000.0
1817,Gaius Makouta,Boavista FC,midfield,25,Congo,1500000.0
1819,Arthur Gomes,Sporting CP,Attack,25,Brazil,1500000.0
2306,Luuk Wouters,RKC Waalwijk,Defender,24,Netherlands,1500000.0
1270,Milos Veljkovic,SV Werder Bremen,Defender,27,Serbia,1500000.0
1576,Raúl García,Real Betis Balompié,Attack,22,Spain,1500000.0
1199,Chiquinho,SL Benfica,midfield,27,Portugal,1500000.0
2102,Xavier Mbuyamba,FC Volendam,Defender,21,Netherlands,1500000.0
1586,Florian Sotoca,RC Lens,Attack,32,France,1500000.0
1826,Allan Campbell,Luton Town,midfield,25,Scotland,1500000.0
1671,Srdjan Babic,UD Almería,Defender,27,Serbia,1500000.0
1449,Matthis Abline,Stade Rennais FC,Attack,20,France,1500000.0
1443,Armando Obispo,PSV Eindhoven,Defender,24,Netherlands,1500000.0
1515,Antonio Nusa,Club Brugge KV,Attack,18,Norway,1500000.0
1282,Oussama Idrissi,Sevilla FC,Attack,27,Morocco,1500000.0
2234,Christopher Operi,Le Havre AC,Defender,26,Cote d'Ivoire,1500000.0
1111,Abdülkerim Bardakci,Galatasaray,Defender,28,Turkey,1500000.0
1737,Riccieli,FC Famalicão,Defender,24,Brazil,1500000.0
1287,Florian Kainz,1.FC Köln,Attack,30,Austria,1500000.0
1514,Matías Soulé,Juventus FC,Attack,20,Argentina,1500000.0
1531,Pantelis Chatzidiakos,AZ Alkmaar,Defender,26,Greece,1500000.0
2208,Jean-Louis Leca,RC Lens,Goalkeeper,37,France,1500000.0
1437,Evann Guessand,OGC Nice,Attack,22,France,1500000.0
1928,Kamory Doumbia,Stade Reims,midfield,20,Mali,1500000.0
1994,Franco Israel,Sporting CP,Goalkeeper,23,Uruguay,1500000.0
1001,Amir Hadziahmetovic,Besiktas JK,midfield,26,Bosnia-Herzegovina,1500000.0
1766,Rhys Norrington-Davies,Sheffield United,Defender,24,Wales,1500000.0
2002,Antonino Gallo,US Lecce,Defender,23,Italy,1500000.0
2010,Mads Bidstrup,Brentford FC,midfield,22,Denmark,1500000.0
1604,Dion Lopy,Stade Reims,midfield,21,Senegal,1500000.0
1685,Mads Pedersen,FC Augsburg,Defender,26,Denmark,1500000.0
955,Hicham Boudaoui,OGC Nice,midfield,23,Algeria,1500000.0
870,Anthony Caci,1.FSV Mainz 05,Defender,26,France,1500000.0
871,Kevin Trapp,Eintracht Frankfurt,Goalkeeper,33,Germany,1500000.0
2342,Imran Nazih,FC Volendam,midfield,17,Morocco,1475000.0
2332,Koen Blommestijn,FC Volendam,Attack,23,Netherlands,1475000.0
2326,Yusuf Özdemir,Alanyaspor,Defender,22,Turkey,1475000.0
2308,Tijmen Wildeboer,Almere City FC,Attack,21,Netherlands,1475000.0
2358,Sem Scheperman,Heracles Almelo,midfield,21,Netherlands,1475000.0
2350,Jahnoah Markelo,Go Ahead Eagles,Attack,20,Netherlands,1450000.0
2438,Yusuf Türk,Gaziantep FK,Attack,25,Turkey,1425000.0
2274,Matej Kovar,Manchester United,Goalkeeper,23,Czech Republic,1400000.0
2381,Pedro Alemañ,Sparta Rotterdam,midfield,21,Spain,1400000.0
1877,Kevin Stöger,VfL Bochum,midfield,29,Austria,1400000.0
2344,Tunahan Tasci,Fortuna Sittard,Attack,21,Turkey,1400000.0
2425,Ángel Algobia,Getafe CF,midfield,24,Spain,1400000.0
2124,Kyan Vaesen,KVC Westerlo,Attack,22,Belgium,1400000.0
2419,Danley Jean Jacques,FC Metz,midfield,23,Haiti,1400000.0
2472,Koray Yagci,Hatayspor,Attack,20,Turkey,1400000.0
2454,Álex Balboa,Deportivo Alavés,midfield,22,Equatorial Guinea,1400000.0
2402,Mexx Meerdink,AZ Alkmaar,Attack,19,Netherlands,1350000.0
2406,Maxime Wackers,FC Lorient,Defender,25,France,1350000.0
2334,Melvin Ramusovic,1.FC Heidenheim 1846,midfield,22,Germany,1350000.0
2346,Luca Everink,Go Ahead Eagles,Defender,22,Netherlands,1350000.0
2400,Thomas Himeur,FC Toulouse,Goalkeeper,22,France,1350000.0
2397,Robin Voisine,FC Nantes,Defender,21,France,1350000.0
2465,Teddy Boulhendi,OGC Nice,Goalkeeper,22,Algeria,1350000.0
2382,Atalay Babacan,Galatasaray,midfield,23,Turkey,1325000.0
2266,Conor Coventry,West Ham United,midfield,23,Ireland,1300000.0
2393,Pablo Pagis,FC Lorient,Attack,20,France,1300000.0
1750,Ismaël Kandouss,KAA Gent,Defender,25,Morocco,1300000.0
2395,Denis Petric,FC Nantes,Goalkeeper,35,Slovenia,1300000.0
2276,Giuseppe Ambrosino,SSC Napoli,Attack,19,Italy,1300000.0
2285,Maurice Malone,FC Augsburg,Attack,22,Germany,1300000.0
2042,Grejohn Kyei,Clermont Foot 63,Attack,27,France,1300000.0
1484,Hugo Novoa,RB Leipzig,Attack,20,Spain,1300000.0
1967,Levent Mercan,Fatih Karagümrük,Defender,22,Turkey,1300000.0
2412,Eiji Kawashima,RC Strasbourg Alsace,Goalkeeper,40,Japan,1300000.0
2439,Grégoire Coudert,Stade Brestois 29,Goalkeeper,24,France,1300000.0
2211,Milutin Osmajic,Cádiz CF,Attack,23,Montenegro,1300000.0
1904,Luis Binks,Bologna FC 1909,Defender,21,England,1300000.0
1962,Mousa Al-Tamari,Montpellier HSC,Attack,26,Jordan,1300000.0
2448,Yannick Pandor,RC Lens,Goalkeeper,22,Comoros,1300000.0
1725,Abdelkahar Kadri,KV Kortrijk,midfield,23,Algeria,1300000.0
2446,Bryan Zaragoza,Granada CF,Attack,21,Spain,1300000.0
1690,Josep Martínez,Genoa CFC,Goalkeeper,25,Spain,1300000.0
2229,Diego Moreira,Chelsea FC,Attack,18,Portugal,1250000.0
2338,Filippo Terracciano,Hellas Verona,midfield,20,Italy,1250000.0
2154,Nicolas Madsen,KVC Westerlo,midfield,23,Denmark,1250000.0
2153,Rodrigo Guth,Fortuna Sittard,Defender,22,Brazil,1250000.0
2144,Boris Popovic,Cercle Brugge ,Defender,23,Serbia,1250000.0
2476,Abdel Abqar,Deportivo Alavés,Defender,24,Morocco,1250000.0
2407,Yanis Guermouche,Montpellier HSC,Attack,22,Algeria,1250000.0
2354,Fabrício Isidoro,SC Farense,midfield,31,Brazil,1225000.0
2508,Billy van Duijl,FC Volendam,Defender,17,Netherlands,1225000.0
2512,Burak Bozan,Gaziantep FK,Goalkeeper,22,Turkey,1200000.0
2464,Przemyslaw Tyton,Twente Enschede FC,Goalkeeper,36,Poland,1200000.0
2517,Hasan Emre Yesilyurt,Kasimpasa,midfield,22,Turkey,1200000.0
1724,Léo Duarte,Basaksehir FK,Defender,26,Brazil,1200000.0
2519,Gabi Caschili,PEC Zwolle,midfield,20,Netherlands,1200000.0
1733,Cenk Tosun,Besiktas JK,Attack,32,Turkey,1200000.0
1735,Lars Unnerstall,Twente Enschede FC,Goalkeeper,32,Germany,1200000.0
2408,Filip Jörgensen,Villarreal CF,Goalkeeper,21,Denmark,1200000.0
2452,Rafa Mújica,FC Arouca,Attack,24,Spain,1200000.0
2012,Casper De Norre,Oud-Heverlee Leuven,midfield,26,Belgium,1200000.0
2240,Fernando Martínez,UD Almería,Goalkeeper,33,Spain,1200000.0
2030,Kingsley Ehizibue,Udinese Calcio,Defender,28,Netherlands,1200000.0
2157,Melle Meulensteen,Vitesse Arnhem,midfield,24,Netherlands,1200000.0
1825,Iñigo Ruiz de Galarreta,Athletic Bilbao,midfield,29,Spain,1200000.0
1923,Miguel Cardoso,Kayserispor,Attack,29,Portugal,1200000.0
2017,Robin Pröpper,Twente Enschede FC,Defender,29,Netherlands,1200000.0
1942,Thom Haye,SC Heerenveen,midfield,28,Netherlands,1200000.0
2207,Zito Luvumbo,Cagliari Calcio,Attack,21,Angola,1200000.0
2091,Christopher Antwi-Adjei,VfL Bochum,Attack,29,Ghana,1200000.0
2423,Eren Karadag,Caykur Rizespor,Attack,23,Turkey,1175000.0
2513,Ulas Zengin,Gaziantep FK,Defender,26,Turkey,1150000.0
2509,Abdullah Yigiter,Hatayspor,Goalkeeper,23,Turkey,1150000.0
2505,Semih Güler,Adana Demirspor,Defender,28,Turkey,1150000.0
2516,Pascal Kuiper,Excelsior Rotterdam,Goalkeeper,19,Netherlands,1125000.0
2515,Robin Polley,Heracles Almelo,Defender,24,Ghana,1125000.0
2143,Dirk Proper,NEC Nijmegen,midfield,21,Netherlands,1100000.0
2239,Kevin Behrens,1.FC Union Berlin,Attack,32,Germany,1100000.0
2190,Hans Nicolussi Caviglia,Juventus FC,midfield,23,Italy,1100000.0
2424,Maxim Dekker,AZ Alkmaar,Defender,19,Netherlands,1100000.0
2116,Costinha,Rio Ave FC,Defender,23,Portugal,1100000.0
2092,Othmane Boussaid,FC Utrecht,Attack,23,Belgium,1100000.0
2518,Bram van Polen,PEC Zwolle,Defender,37,Netherlands,1100000.0
2355,Tim Siersleben,1.FC Heidenheim 1846,Defender,23,Germany,1100000.0
2097,Thibo Somers,Cercle Brugge ,Attack,24,Belgium,1100000.0
2349,Boris Radunović,Cagliari Calcio,Goalkeeper,27,Serbia,1100000.0
2514,Koen Bucker,Heracles Almelo,Goalkeeper,27,Netherlands,1075000.0
2387,Bruno Langa,GD Chaves,Defender,25,Mozambique,1050000.0
2364,Leonardo Buta,Udinese Calcio,Defender,21,Portugal,1050000.0
2485,Louis Munteanu,ACF Fiorentina,Attack,21,Romania,1050000.0
812,Chimy Ávila,CA Osasuna,Attack,29,Argentina,1000000.0
1524,Fábio Cardoso,FC Porto,Defender,29,Portugal,1000000.0
2345,Oday Dabbagh,RSC Charleroi,Attack,24,Palestine,1000000.0
1559,Takuma Asano,VfL Bochum,Attack,28,Japan,1000000.0
1541,Stole Dimitrievski,Rayo Vallecano,Goalkeeper,29,North Macedonia,1000000.0
1544,Julien De Sart,KAA Gent,midfield,28,Belgium,1000000.0
1557,Jae-sung Lee,1.FSV Mainz 05,midfield,30,"Korea, South",1000000.0
466,Alessio Romagnoli,SS Lazio,Defender,28,Italy,1000000.0
1138,Casper Nielsen,Club Brugge KV,midfield,29,Denmark,1000000.0
1575,Luiz Júnior,FC Famalicão,Goalkeeper,22,Brazil,1000000.0
1590,Isaac Success,Udinese Calcio,Attack,27,Nigeria,1000000.0
830,Óliver Torres,Sevilla FC,midfield,28,Spain,1000000.0
1591,Emirhan Ilkhan,Torino FC,midfield,19,Turkey,1000000.0
1615,Penetra,FC Famalicão,Defender,21,Portugal,1000000.0
494,Orel Mangala,Nottingham Forest,midfield,25,Belgium,1000000.0
527,Albert Sambi Lokonga,Arsenal FC,midfield,23,Belgium,1000000.0
498,Odysseas Vlachodimos,SL Benfica,Goalkeeper,29,Greece,1000000.0
1300,Lilian Brassier,Stade Brestois 29,Defender,23,France,1000000.0
778,Ryan Christie,AFC Bournemouth,midfield,28,Scotland,1000000.0
1165,Jens Cajuste,Stade Reims,midfield,23,Sweden,1000000.0
770,Mario Lemina,Wolverhampton Wanderers,midfield,29,Gabon,1000000.0
755,Ben Johnson,West Ham United,Defender,23,England,1000000.0
1206,Arthur Masuaku,Besiktas JK,Defender,29,DR Congo,1000000.0
1221,Isaak Touré,Olympique Marseille,Defender,20,France,1000000.0
1227,Joselu,Real Madrid,Attack,33,Spain,1000000.0
739,Predrag Rajkovic,RCD Mallorca,Goalkeeper,27,Serbia,1000000.0
731,Rade Krunic,AC Milan,midfield,29,Bosnia-Herzegovina,1000000.0
1254,Chrislain Matsima,AS Monaco,Defender,21,France,1000000.0
713,Mahmoud Trezeguet,Trabzonspor,Attack,28,Egypt,1000000.0
1154,André Horta,SC Braga,midfield,26,Portugal,1000000.0
500,Tosin Adarabioyo,Fulham FC,Defender,25,England,1000000.0
1366,Patrik Hrosovsky,KRC Genk,midfield,31,Slovakia,1000000.0
1396,Axel Witsel,Atlético de Madrid,midfield,34,Belgium,1000000.0
562,Benjamin Henrichs,RB Leipzig,Defender,26,Germany,1000000.0
1441,Olimpiu Morutan,Galatasaray,midfield,24,Romania,1000000.0
1450,Romano Schmid,SV Werder Bremen,midfield,23,Austria,1000000.0
1453,Matías Vecino,SS Lazio,midfield,31,Uruguay,1000000.0
2008,Finn Dahmen,FC Augsburg,Goalkeeper,25,Germany,1000000.0
832,Warmed Omari,Stade Rennais FC,Defender,23,France,1000000.0
508,João Mário,FC Porto,Defender,23,Portugal,1000000.0
1510,Kike Barja,CA Osasuna,Attack,26,Spain,1000000.0
1513,Rubén Blanco,Celta de Vigo,Goalkeeper,27,Spain,1000000.0
1617,Siebe Van Der Heyden,Royale Union Saint Gilloise,Defender,25,Belgium,1000000.0
2511,João Neto,FC Famalicão,midfield,20,Brazil,1000000.0
2536,Guilherme,Konyaspor,Defender,33,Brazil,1000000.0
1870,Patric Pfeiffer,FC Augsburg,Defender,23,Ghana,1000000.0
2151,Ivor Pandur,Fortuna Sittard,Goalkeeper,23,Croatia,1000000.0
1171,Jean Onana,RC Lens,midfield,23,Cameroon,1000000.0
2411,Fabian Bredlow,VfB Stuttgart,Goalkeeper,28,Germany,1000000.0
1740,Paul Wanner,Bayern Munich,midfield,17,Germany,1000000.0
1889,Rodrigo Ely,UD Almería,Defender,29,Brazil,1000000.0
1742,Kanya Fujimoto,Gil Vicente FC,midfield,24,Japan,1000000.0
933,Joseph Aidoo,Celta de Vigo,Defender,27,Ghana,1000000.0
1874,Paulo Gazzaniga,Girona FC,Goalkeeper,31,Argentina,1000000.0
264,Donyell Malen,Borussia Dortmund,Attack,24,Netherlands,1000000.0
1710,Vanja Milinković-Savić,Torino FC,Goalkeeper,26,Serbia,1000000.0
2258,Enzo Loiodice,UD Las Palmas,midfield,22,France,1000000.0
900,Stefano Sensi,Inter Milan,midfield,27,Italy,1000000.0
926,Carlos Cuesta,KRC Genk,Defender,24,Colombia,1000000.0
1858,Jesper Daland,Cercle Brugge ,Defender,23,Norway,1000000.0
1844,Daniel Maldini,FC Empoli,midfield,21,Italy,1000000.0
1832,Pathé Ciss,Rayo Vallecano,midfield,29,Senegal,1000000.0
1788,Jelle Bataille,Royal Antwerp FC,Defender,24,Belgium,1000000.0
1794,Massadio Haidara,RC Lens,Defender,30,Mali,1000000.0
2148,Dário Essugo,Sporting CP,midfield,18,Portugal,1000000.0
787,Lewis Cook,AFC Bournemouth,midfield,26,England,1000000.0
1691,Robert Gumny,FC Augsburg,Defender,25,Poland,1000000.0
1973,Stéphane Diarra,FC Lorient,Attack,24,Cote d'Ivoire,1000000.0
841,Jonas Omlin,Borussia Mönchengladbach,Goalkeeper,29,Switzerland,1000000.0
852,Przemyslaw Frankowski,RC Lens,midfield,28,Poland,1000000.0
2053,Unai García,CA Osasuna,Defender,31,Spain,1000000.0
2483,Nihad Mujakic,MKE Ankaragücü,Defender,25,Bosnia-Herzegovina,1000000.0
1993,Fredrik Jensen,FC Augsburg,midfield,25,Finland,1000000.0
1989,Fali Candé,FC Metz,Defender,25,Guinea-Bissau,1000000.0
2444,Quaresma,FC Arouca,Defender,26,Brazil,1000000.0
1822,Paul Nardi,KAA Gent,Goalkeeper,29,France,1000000.0
2040,Mathieu Maertens,Oud-Heverlee Leuven,midfield,28,Belgium,1000000.0
1968,Toni Lato,RCD Mallorca,Defender,25,Spain,1000000.0
962,Jordan Lotomba,OGC Nice,Defender,24,Switzerland,1000000.0
1966,Antonio Sánchez,RCD Mallorca,midfield,26,Spain,1000000.0
2110,Konan N’Dri,KAS Eupen,Attack,22,Cote d'Ivoire,1000000.0
1118,Arne Maier,FC Augsburg,midfield,24,Germany,1000000.0
2113,Kerem Atakan Kesgin,Besiktas JK,midfield,22,Turkey,1000000.0
874,Timo Hübers,1.FC Köln,Defender,26,Germany,1000000.0
2637,Raphaël Eyongo,Excelsior Rotterdam,Attack,20,Netherlands,975000.0
2681,Younes Taha,Twente Enschede FC,midfield,20,Morocco,975000.0
2370,Braydon Manu,SV Darmstadt 98,Attack,26,Ghana,950000.0
2676,Göktug Baytekin,Besiktas JK,Goalkeeper,18,Turkey,950000.0
2520,Talocha,SC Farense,Defender,33,Portugal,950000.0
2688,Ekrem Kilicarslan,Gaziantep FK,Goalkeeper,25,Turkey,950000.0
2487,Ole Romeny,FC Utrecht,Attack,23,Netherlands,925000.0
2610,Miguel Carvalho,SC Farense,Goalkeeper,27,Portugal,925000.0
2571,Pedro Álvaro,GD Estoril Praia,Defender,23,Portugal,900000.0
2084,Darko Churlinov,Burnley FC,Attack,23,North Macedonia,900000.0
2664,Samu,FC Vizela,midfield,27,Portugal,900000.0
2278,Adam Obert,Cagliari Calcio,Defender,20,Slovakia,900000.0
2510,Ali Yavuz Kol,Adana Demirspor,Attack,22,Turkey,900000.0
2475,Marc Cardona,UD Las Palmas,Attack,28,Spain,900000.0
2577,Kobamelo Kodisang,Moreirense FC,Attack,23,South Africa,900000.0
2588,Paul Tschernuth,1.FC Heidenheim 1846,Goalkeeper,21,Austria,900000.0
2612,Ali Kilic,Samsunspor,Attack,19,Turkey,900000.0
2605,Mark Spenkelink,RKC Waalwijk,Goalkeeper,26,Netherlands,900000.0
2386,Saviour Godwin,Casa Pia AC,Attack,26,Nigeria,900000.0
2727,Gyan de Regt,Vitesse Arnhem,Attack,19,Netherlands,900000.0
2668,Seruca,SC Farense,midfield,22,Portugal,900000.0
