,Players,Club,Position,Age,Nationality,Values
369,Omar Richards,Nottingham Forest,Defender,25,England,5000000.0
3761,Alexandru Cicaldau,Galatasaray,midfield,26,Romania,5000000.0
3611,Lennard Hartjes,Excelsior Rotterdam,midfield,20,Netherlands,5000000.0
837,Nacho Vidal,CA Osasuna,Defender,28,Spain,5000000.0
3608,Nathan Tjoe-A-On,Excelsior Rotterdam,Defender,21,Netherlands,5000000.0
1363,Matteo Cancellieri,SS Lazio,Attack,21,Italy,5000000.0
723,Aitor Ruibal,Real Betis Balompié,Defender,27,Spain,5000000.0
4318,Víctor Barberá,Club Brugge KV,Attack,18,Spain,5000000.0
1511,Patrick Ciurria,AC Monza,Attack,28,Italy,5000000.0
4443,Lazare Amani,Royale Union Saint Gilloise,midfield,25,Cote d'Ivoire,5000000.0
1485,Marko Arnautovic,Bologna FC 1909,Attack,34,Austria,5000000.0
495,Michael Obafemi,Burnley FC,Attack,23,Ireland,5000000.0
1477,Andri Fannar Baldursson,Bologna FC 1909,midfield,21,Iceland,5000000.0
3656,Sam Kersten,PEC Zwolle,Defender,25,Netherlands,5000000.0
515,Oliver McBurnie,Sheffield United,Attack,27,Scotland,5000000.0
4420,Francis Amuzu,RSC Anderlecht,Attack,23,Belgium,5000000.0
4390,Alhassan Yusuf,Royal Antwerp FC,midfield,22,Nigeria,5000000.0
3667,Davy van den Berg,PEC Zwolle,midfield,23,Netherlands,5000000.0
578,Andriy Lunin,Real Madrid,Goalkeeper,24,Ukraine,5000000.0
1441,Raoul Bellanova,Torino FC,Defender,23,Italy,5000000.0
588,Álvaro Odriozola,Real Madrid,Defender,27,Spain,5000000.0
590,Antonio Blanco,Real Madrid,midfield,22,Spain,5000000.0
1436,David Zima,Torino FC,Defender,22,Czech Republic,5000000.0
613,Marcos Alonso,FC Barcelona,Defender,32,Spain,5000000.0
1426,Lorenzo Lucca,Udinese Calcio,Attack,22,Italy,5000000.0
615,Sergi Roberto,FC Barcelona,Defender,31,Spain,5000000.0
641,César Azpilicueta,Atlético de Madrid,Defender,33,Spain,5000000.0
642,Axel Witsel,Atlético de Madrid,midfield,34,Belgium,5000000.0
647,Pablo Barrios,Atlético de Madrid,midfield,20,Spain,5000000.0
475,Dara O'Shea,Burnley FC,Defender,24,Ireland,5000000.0
1400,Marco Silvestri,Udinese Calcio,Goalkeeper,32,Italy,5000000.0
467,Rodrigo Muniz,Fulham FC,Attack,22,Brazil,5000000.0
687,Jon Karrikaburu,Real Sociedad,Attack,20,Spain,5000000.0
691,Jorge Cuenca,Villarreal CF,Defender,23,Spain,5000000.0
706,Denis Suárez,Villarreal CF,midfield,29,Spain,5000000.0
719,Germán Pezzella,Real Betis Balompié,Defender,32,Argentina,5000000.0
3771,Yusuf Demir,Galatasaray,Attack,20,Austria,5000000.0
3760,Fredrik Midtsjö,Galatasaray,midfield,29,Norway,5000000.0
4315,Roman Yaremchuk,Club Brugge KV,Attack,27,Ukraine,5000000.0
3802,Mislav Orsic,Trabzonspor,Attack,30,Croatia,5000000.0
1149,Darian Males,Inter Milan,midfield,22,Switzerland,5000000.0
1136,Valentino Lazaro,Inter Milan,Defender,27,Austria,5000000.0
234,Tim Iroegbunam,Aston Villa,midfield,20,England,5000000.0
1132,Yann Aurel Bisseck,Inter Milan,Defender,22,Germany,5000000.0
3813,Ersin Destanoglu,Besiktas JK,Goalkeeper,22,Turkey,5000000.0
3817,Romain Saïss,Besiktas JK,Defender,33,Morocco,5000000.0
3829,Kerem Kalafat,Besiktas JK,Defender,22,Turkey,5000000.0
3840,Rachid Ghezzal,Besiktas JK,Attack,31,Algeria,5000000.0
4266,Okechukwu Azubuike,Caykur Rizespor,midfield,26,Nigeria,5000000.0
916,Oriol Romeu,Girona FC,midfield,31,Spain,5000000.0
121,Eric Bailly,Manchester United,Defender,29,Cote d'Ivoire,5000000.0
924,Sávio,Girona FC,Attack,19,Brazil,5000000.0
4252,Tarik Cetin,Caykur Rizespor,Goalkeeper,26,Turkey,5000000.0
941,Samú Costa,UD Almería,midfield,22,Portugal,5000000.0
3589,Anas Ouahim,Heracles Almelo,midfield,25,Morocco,5000000.0
1067,Alberto Moleiro,UD Las Palmas,midfield,19,Spain,5000000.0
980,Jorge Moreno,Rayo Vallecano,Defender,21,Spain,5000000.0
20,Yangel Herrera,Manchester City,midfield,25,Venezuela,5000000.0
984,Óscar Valentín,Rayo Vallecano,midfield,28,Spain,5000000.0
3585,Brian De Keersmaecker,Heracles Almelo,midfield,23,Belgium,5000000.0
4099,Zeki Yavru,Samsunspor,Defender,31,Turkey,5000000.0
1150,Valentín Carboni,Inter Milan,midfield,18,Argentina,5000000.0
1491,Pablo Marí,AC Monza,Defender,29,Spain,5000000.0
881,Domingos Duarte,Getafe CF,Defender,28,Portugal,5000000.0
1187,Lorenzo Colombo,AC Milan,Attack,21,Italy,5000000.0
3793,Dorukhan Toköz,Trabzonspor,midfield,27,Turkey,5000000.0
4300,Mats Rits,Club Brugge KV,midfield,29,Belgium,5000000.0
872,Carles Pérez,Celta de Vigo,Attack,25,Spain,5000000.0
318,Boubacar Traoré,Wolverhampton Wanderers,midfield,21,Mali,5000000.0
880,Djené,Getafe CF,Defender,31,Togo,5000000.0
358,Thomas Cannon,Everton FC,Attack,20,Ireland,5000000.0
351,Idrissa Gueye,Everton FC,midfield,33,Senegal,5000000.0
4296,Maxim De Cuyper,Club Brugge KV,Defender,22,Belgium,5000000.0
1167,Matteo Gabbia,AC Milan,Defender,23,Italy,5000000.0
4672,Jarne Steuckers,Sint-Truidense VV,midfield,21,Belgium,5000000.0
348,Jean-Philippe Gbamin,Everton FC,midfield,27,Cote d'Ivoire,4800000.0
393,Ui-jo Hwang,Nottingham Forest,Attack,30,"Korea, South",4800000.0
3818,Tayyip Talha Sanuc,Besiktas JK,Defender,23,Turkey,4800000.0
1532,Pasquale Mazzocchi,US Salernitana 1919,Defender,27,Italy,4800000.0
3199,Kikas,CF Estrela Amadora SAD,Attack,24,Portugal,4750000.0
3217,João Camacho,Moreirense FC,Attack,29,Portugal,4750000.0
3187,Mário Balbúrdia,CF Estrela Amadora SAD,midfield,25,Angola,4750000.0
3799,Enis Bardhi,Trabzonspor,midfield,28,North Macedonia,4700000.0
3835,Salih Ucan,Besiktas JK,midfield,29,Turkey,4700000.0
2471,Evann Guessand,OGC Nice,Attack,22,France,4500000.0
958,Martin Valjent,RCD Mallorca,Defender,27,Slovakia,4500000.0
2464,Alexis Claude-Maurice,OGC Nice,midfield,25,France,4500000.0
2458,Alexis Beka Beka,OGC Nice,midfield,22,France,4500000.0
1462,Sam Beukema,Bologna FC 1909,Defender,24,Netherlands,4500000.0
3767,Olimpiu Morutan,Galatasaray,midfield,24,Romania,4500000.0
3657,Anouar El Azzouzi,PEC Zwolle,Defender,22,Morocco,4500000.0
2430,Clinton Mata,Olympique Lyon,Defender,30,Angola,4500000.0
1869,Paxten Aaronson,Eintracht Frankfurt,midfield,19,United States,4500000.0
3280,Armando Obispo,PSV Eindhoven,Defender,24,Netherlands,4500000.0
4112,Moryké Fofana,Samsunspor,Attack,31,Cote d'Ivoire,4500000.0
2287,Colin Dagba,Paris Saint-Germain,Defender,24,France,4500000.0
3302,Thijs Jansen,Feyenoord Rotterdam,Goalkeeper,21,Netherlands,4500000.0
1890,Anselmo García MacNulty,VfL Wolfsburg,Defender,20,Ireland,4500000.0
3329,Naoufal Bannis,Feyenoord Rotterdam,Attack,21,Morocco,4500000.0
2338,Matthis Abline,Stade Rennais FC,Attack,20,France,4500000.0
2143,Romano Schmid,SV Werder Bremen,midfield,23,Austria,4500000.0
3379,Can Bozdogan,FC Utrecht,midfield,22,Germany,4500000.0
3397,Mees Hilgers,Twente Enschede FC,Defender,22,Netherlands,4500000.0
1354,Matías Vecino,SS Lazio,midfield,31,Uruguay,4500000.0
1115,Gianluca Gaetano,SSC Napoli,midfield,23,Italy,4500000.0
1184,Junior Messias,AC Milan,Attack,32,Brazil,4500000.0
1371,Ruan Tressoldi,US Sassuolo,Defender,24,Brazil,4500000.0
1231,Pierluigi Gollini,Atalanta BC,Goalkeeper,28,Italy,4500000.0
1377,Jeremy Toljan,US Sassuolo,Defender,28,Germany,4500000.0
4289,Brandon Mechele,Club Brugge KV,Defender,30,Belgium,4500000.0
1396,Samuele Mulattieri,US Sassuolo,Attack,22,Italy,4500000.0
3222,Ricardo Velho,SC Farense,Goalkeeper,24,Portugal,4500000.0
1406,Enzo Ebosse,Udinese Calcio,Defender,24,Cameroon,4500000.0
3413,Andries Noppert,SC Heerenveen,Goalkeeper,29,Netherlands,4500000.0
3185,Sebastián Guzmán,CF Estrela Amadora SAD,midfield,26,Colombia,4500000.0
802,Luismi Cruz,Sevilla FC,Attack,22,Spain,4500000.0
3682,Juriën Gaari,RKC Waalwijk,Defender,29,Curacao,4500000.0
3236,Claudio Falcão,SC Farense,midfield,29,Brazil,4500000.0
2036,Waldemar Anton,VfB Stuttgart,Defender,26,Germany,4500000.0
2477,Gabriel Gudmundsson,LOSC Lille,Defender,24,Sweden,4500000.0
2671,Florent Ogier,Clermont Foot 63,Defender,34,France,4500000.0
2710,Jérémy Le Douaron,Stade Brestois 29,Attack,25,France,4500000.0
1595,Youssef Maleh,US Lecce,midfield,24,Morocco,4500000.0
4457,Zinho Vanheusden,Standard Liège,Defender,23,Belgium,4500000.0
3454,Charles-Andreas Brym,Sparta Rotterdam,Attack,24,Canada,4500000.0
1702,Stefano Turati,Frosinone Calcio,Goalkeeper,21,Italy,4500000.0
2509,Khalil Fayad,Montpellier HSC,midfield,19,France,4500000.0
3461,Nicolas Isimat-Mirin,Vitesse Arnhem,Defender,31,France,4500000.0
187,Jamaal Lascelles,Newcastle United,Defender,29,England,4500000.0
3633,Álvaro Peña,Almere City FC,midfield,31,Spain,4500000.0
3632,Hamdi Akujobi,Almere City FC,Defender,23,Netherlands,4500000.0
3470,Daan Huisman,Vitesse Arnhem,midfield,20,Netherlands,4500000.0
3444,Joshua Kitolano,Sparta Rotterdam,midfield,21,Norway,4500000.0
2798,Henrique Araújo,SL Benfica,Attack,21,Portugal,4500000.0
3626,Théo Barbet,Almere City FC,Defender,22,France,4500000.0
3625,Damian van Bruggen,Almere City FC,Defender,27,Netherlands,4500000.0
2564,Frédéric Guilbert,RC Strasbourg Alsace,Defender,28,France,4500000.0
3615,Noah Naujoks,Excelsior Rotterdam,midfield,21,Netherlands,4500000.0
3531,Dimitrios Siovas,Fortuna Sittard,Defender,34,Greece,4500000.0
1663,Albert Gudmundsson,Genoa CFC,Attack,26,Iceland,4500000.0
2599,Joel Mvuka,FC Lorient,Attack,20,Norway,4500000.0
3525,Finn Stokkers,Go Ahead Eagles,Attack,27,Netherlands,4500000.0
3515,Jakob Breum,Go Ahead Eagles,Attack,19,Denmark,4500000.0
3636,Jorrit Smeets,Almere City FC,midfield,28,Netherlands,4500000.0
2675,Mehdi Zeffane,Clermont Foot 63,Defender,31,Algeria,4500000.0
3436,Tijs Velthuis,Sparta Rotterdam,Defender,21,Netherlands,4500000.0
3435,Bart Vriends,Sparta Rotterdam,Defender,32,Netherlands,4500000.0
3577,Sven Sonnenberg,Heracles Almelo,Defender,24,Germany,4500000.0
3440,Saïd Bakari,Sparta Rotterdam,Defender,28,Comoros,4500000.0
3864,Berkay Özcan,Basaksehir FK,midfield,25,Turkey,4400000.0
1836,Hugo Novoa,RB Leipzig,Attack,20,Spain,4300000.0
2667,Andy Pelmard,Clermont Foot 63,Defender,23,France,4300000.0
3166,Jardel,FC Vizela,Attack,25,Guinea-Bissau,4250000.0
3205,Rafael Santos,Moreirense FC,Defender,25,Brazil,4250000.0
3774,Ogulcan Caglayan,Galatasaray,Attack,27,Turkey,4250000.0
4260,Ibrahim Pehlivan,Caykur Rizespor,Defender,29,Turkey,4250000.0
1655,Morten Frendrup,Genoa CFC,midfield,22,Denmark,4200000.0
3706,Samet Akaydin,Fenerbahce,Defender,29,Turkey,4200000.0
3807,Umut Bozok,Trabzonspor,Attack,26,Turkey,4200000.0
3727,Emre Mor,Fenerbahce,Attack,25,Turkey,4200000.0
308,Dion Sanderson,Wolverhampton Wanderers,Defender,23,England,4000000.0
2619,Fabien Centonze,FC Nantes,Defender,27,France,4000000.0
2626,Gor Manvelyan,FC Nantes,midfield,21,France,4000000.0
1188,Olivier Giroud,AC Milan,Attack,36,France,4000000.0
3298,Luuk de Jong,PSV Eindhoven,Attack,32,Netherlands,4000000.0
1633,Thomas Henry,Hellas Verona,Attack,28,France,4000000.0
2632,Ignatius Ganago,FC Nantes,Attack,24,Cameroon,4000000.0
3174,Amir Feratovic,CF Estrela Amadora SAD,Defender,21,Slovenia,4000000.0
1048,Antonio Puertas,Granada CF,Attack,31,Spain,4000000.0
1192,Mattia Perin,Juventus FC,Goalkeeper,30,Italy,4000000.0
2635,Kjetil Haug,FC Toulouse,Goalkeeper,25,Norway,4000000.0
1017,Álex Fernández,Cádiz CF,midfield,30,Spain,4000000.0
3178,Mansur,CF Estrela Amadora SAD,Defender,30,Brazil,4000000.0
2640,Kévin Keben,FC Toulouse,Defender,19,Cameroon,4000000.0
882,Omar Alderete,Getafe CF,Defender,26,Paraguay,4000000.0
2233,Tim Kleindienst,1.FC Heidenheim 1846,Attack,27,Germany,4000000.0
4705,Bogdan Mykhaylichenko,RSC Anderlecht,Defender,26,Ukraine,4000000.0
893,Luis Milla,Getafe CF,midfield,28,Spain,4000000.0
3309,Marcos López,Feyenoord Rotterdam,Defender,23,Peru,4000000.0
2839,Rúben Vinagre,Sporting CP,Defender,24,Portugal,4000000.0
3791,Hakan Yesil,Trabzonspor,midfield,21,Turkey,4000000.0
2611,Andrei Girotto,FC Nantes,Defender,31,Brazil,4000000.0
1244,Matteo Ruggeri,Atalanta BC,Defender,21,Italy,4000000.0
1492,Andrea Carboni,AC Monza,Defender,22,Italy,4000000.0
4316,Igor Thiago,Club Brugge KV,Attack,22,Brazil,4000000.0
3769,Baris Yilmaz,Galatasaray,Attack,23,Turkey,4000000.0
2614,Nathan Zeze,FC Nantes,Defender,18,France,4000000.0
849,Kike Barja,CA Osasuna,Attack,26,Spain,4000000.0
2268,Keylor Navas,Paris Saint-Germain,Goalkeeper,36,Costa Rica,4000000.0
3372,Mark van der Maarel,FC Utrecht,Defender,33,Netherlands,4000000.0
853,Rubén Blanco,Celta de Vigo,Goalkeeper,27,Spain,4000000.0
1224,Matías Soulé,Juventus FC,Attack,20,Argentina,4000000.0
4309,Antonio Nusa,Club Brugge KV,Attack,18,Norway,4000000.0
3995,Bünyamin Balci,Antalyaspor,Defender,23,Turkey,4000000.0
2044,Atakan Karazor,VfB Stuttgart,midfield,26,Germany,4000000.0
3112,Titouan Thomas,GD Estoril Praia,midfield,21,France,4000000.0
3143,Picas,GD Chaves,Attack,22,Angola,4000000.0
1545,Federico Bonazzoli,US Salernitana 1919,Attack,26,Italy,4000000.0
2055,Chris Führich,VfB Stuttgart,Attack,25,Germany,4000000.0
3155,Rafael Bustamante,FC Vizela,midfield,23,Colombia,4000000.0
3186,Aloísio,CF Estrela Amadora SAD,midfield,27,Brazil,4000000.0
875,Santi Mina,Celta de Vigo,Attack,27,Spain,4000000.0
1198,Koni De Winter,Juventus FC,Defender,21,Belgium,4000000.0
1051,Shon Weissman,Granada CF,Attack,27,Israel,4000000.0
1989,Noah Weißhaupt,SC Freiburg,Attack,21,Germany,4000000.0
2803,Fábio Cardoso,FC Porto,Defender,29,Portugal,4000000.0
1137,Matteo Darmian,Inter Milan,Defender,33,Italy,4000000.0
3841,Ajdin Hasic,Besiktas JK,Attack,21,Bosnia-Herzegovina,4000000.0
146,Shola Shoretire,Manchester United,Attack,19,England,4000000.0
2703,Pierre Lees-Melou,Stade Brestois 29,midfield,30,France,4000000.0
3845,Jackson Muleka,Besiktas JK,Attack,23,DR Congo,4000000.0
2094,Oliver Baumann,TSG 1899 Hoffenheim,Goalkeeper,33,Germany,4000000.0
1600,Lameck Banda,US Lecce,Attack,22,Zambia,4000000.0
1079,Florian Lejeune,Deportivo Alavés,Defender,32,France,4000000.0
15,Yan Couto,Manchester City,Defender,21,Brazil,4000000.0
3335,Pantelis Chatzidiakos,AZ Alkmaar,Defender,26,Greece,4000000.0
3334,Rome Jayden Owusu-Oduro,AZ Alkmaar,Goalkeeper,19,Netherlands,4000000.0
1584,Marin Pongracic,US Lecce,Defender,25,Croatia,4000000.0
944,Gonzalo Melero,UD Almería,midfield,29,Spain,4000000.0
3568,Robert Mühren,FC Volendam,Attack,34,Netherlands,4000000.0
3330,Mathew Ryan,AZ Alkmaar,Goalkeeper,31,Australia,4000000.0
1589,Valentin Gendrey,US Lecce,Defender,23,France,4000000.0
3277,Kjell Peersman,PSV Eindhoven,Goalkeeper,19,Belgium,4000000.0
983,Iván Balliu,Rayo Vallecano,Defender,31,Albania,4000000.0
959,Antonio Raíllo,RCD Mallorca,Defender,31,Spain,4000000.0
1982,Yannik Keitel,SC Freiburg,midfield,23,Germany,4000000.0
967,Manu Morlanes,RCD Mallorca,midfield,24,Spain,4000000.0
976,Stole Dimitrievski,Rayo Vallecano,Goalkeeper,29,North Macedonia,4000000.0
97,Nathaniel Phillips,Liverpool FC,Defender,26,England,4000000.0
89,Pierre-Emerick Aubameyang,Chelsea FC,Attack,34,Gabon,4000000.0
4736,Julien De Sart,KAA Gent,midfield,28,Belgium,4000000.0
3227,Robson,SC Farense,Defender,29,Brazil,4000000.0
4731,Joseph Okumu,KAA Gent,Defender,26,Kenya,4000000.0
3352,Sven Mijnans,AZ Alkmaar,midfield,23,Netherlands,4000000.0
3588,Thomas Bruns,Heracles Almelo,midfield,31,Netherlands,4000000.0
1133,Francesco Acerbi,Inter Milan,Defender,35,Italy,4000000.0
3324,Alireza Jahanbakhsh,Feyenoord Rotterdam,Attack,29,Iran,4000000.0
4088,Alim Öztürk,Samsunspor,Defender,30,Turkey,4000000.0
3808,Djaniny,Trabzonspor,Attack,32,Cape Verde,4000000.0
3188,Léo Cordeiro,CF Estrela Amadora SAD,midfield,27,Brazil,4000000.0
3197,Régis N'Do,CF Estrela Amadora SAD,Attack,22,Mali,4000000.0
2672,Neto Borges,Clermont Foot 63,Defender,26,Brazil,4000000.0
228,Marvelous Nakamba,Aston Villa,midfield,29,Zimbabwe,4000000.0
3325,Patrik Walemark,Feyenoord Rotterdam,Attack,21,Sweden,4000000.0
1117,Alessio Zerbin,SSC Napoli,Attack,24,Italy,4000000.0
4106,Cihan Kahraman,Samsunspor,midfield,24,Turkey,4000000.0
827,Hugo Duro,Valencia CF,Attack,23,Spain,4000000.0
3351,Dani de Wit,AZ Alkmaar,midfield,25,Netherlands,4000000.0
2086,Jae-sung Lee,1.FSV Mainz 05,midfield,30,"Korea, South",4000000.0
3200,Ronaldo Tavares,CF Estrela Amadora SAD,Attack,25,Portugal,4000000.0
1612,Diego Coppola,Hellas Verona,Defender,19,Italy,4000000.0
2206,Takuma Asano,VfL Bochum,Attack,28,Japan,4000000.0
1945,Marvin Friedrich,Borussia Mönchengladbach,Defender,27,Germany,4000000.0
2198,Patrick Osterhage,VfL Bochum,midfield,23,Germany,4000000.0
4100,Ali Ülgen,Samsunspor,Defender,23,Turkey,4000000.0
1607,Lorenzo Montipò,Hellas Verona,Goalkeeper,27,Italy,4000000.0
3520,Rashaan Fernandes,Go Ahead Eagles,Attack,24,Netherlands,4000000.0
3581,Jannes Wieckhoff,Heracles Almelo,Defender,22,Germany,4000000.0
3762,Berkan Kutlu,Galatasaray,midfield,25,Turkey,4000000.0
678,David Silva,Real Sociedad,midfield,37,Spain,4000000.0
2904,Zaydou Youssouf,FC Famalicão,midfield,24,France,4000000.0
4470,William Balikwisha,Standard Liège,midfield,24,DR Congo,4000000.0
2368,Simon Ngapandouetnbu,Olympique Marseille,Goalkeeper,20,Cameroon,4000000.0
699,Ramón Terrats,Villarreal CF,midfield,22,Spain,4000000.0
704,Manu Trigueros,Villarreal CF,midfield,31,Spain,4000000.0
3403,Michal Sadilek,Twente Enschede FC,midfield,24,Czech Republic,4000000.0
4471,Cihan Canak,Standard Liège,midfield,18,Belgium,4000000.0
3401,Joshua Brenet,Twente Enschede FC,Defender,29,Netherlands,4000000.0
3697,Michiel Kramer,RKC Waalwijk,Attack,34,Netherlands,4000000.0
1378,Mert Müldür,US Sassuolo,Defender,24,Turkey,4000000.0
516,Rhian Brewster,Sheffield United,Attack,23,England,4000000.0
2489,Alan Virginius,LOSC Lille,Attack,20,France,4000000.0
2889,Luiz Júnior,FC Famalicão,Goalkeeper,22,Brazil,4000000.0
739,Raúl García,Real Betis Balompié,Attack,22,Spain,4000000.0
2486,Rocco Ascone,LOSC Lille,midfield,19,France,4000000.0
1814,Leopold Zingerle,RB Leipzig,Goalkeeper,29,Germany,4000000.0
445,Kieffer Moore,AFC Bournemouth,Attack,30,Wales,4000000.0
431,Joe Rothwell,AFC Bournemouth,midfield,28,England,4000000.0
2445,Tino Kadewere,Olympique Lyon,Attack,27,Zimbabwe,4000000.0
2955,Reggie Cannon,Boavista FC,Defender,25,United States,4000000.0
3637,Jochem Ritmeester van de Kamp,Almere City FC,midfield,19,Netherlands,4000000.0
2602,Ibrahima Koné,FC Lorient,Attack,24,Mali,4000000.0
2417,Florian Sotoca,RC Lens,Attack,32,France,4000000.0
2421,Rémy Riou,Olympique Lyon,Goalkeeper,35,France,4000000.0
3671,Eliano Reijnders,PEC Zwolle,midfield,22,Netherlands,4000000.0
605,Iñaki Peña,FC Barcelona,Goalkeeper,24,Spain,4000000.0
1442,Mërgim Vojvoda,Torino FC,Defender,28,Kosovo,4000000.0
1427,Isaac Success,Udinese Calcio,Attack,27,Nigeria,4000000.0
1445,Emirhan Ilkhan,Torino FC,midfield,19,Turkey,4000000.0
1505,Roberto Gagliardini,AC Monza,midfield,29,Italy,4000000.0
481,Vitinho,Burnley FC,Defender,23,Brazil,4000000.0
2397,Deiver Machado,RC Lens,Defender,29,Colombia,4000000.0
3457,Markus Schubert,Vitesse Arnhem,Goalkeeper,25,Germany,4000000.0
1450,Simone Verdi,Torino FC,midfield,31,Italy,4000000.0
1452,Nemanja Radonjic,Torino FC,Attack,27,Serbia,4000000.0
4393,Gyrano Kerk,Royal Antwerp FC,Attack,27,Netherlands,4000000.0
2916,Bruno Varela,Vitória Guimarães SC,Goalkeeper,28,Portugal,4000000.0
2504,Falaye Sacko,Montpellier HSC,Defender,28,Mali,4000000.0
1506,Andrea Colpani,AC Monza,midfield,24,Italy,4000000.0
4454,Arnaud Bodart,Standard Liège,Goalkeeper,25,Belgium,4000000.0
2537,Dion Lopy,Stade Reims,midfield,21,Senegal,4000000.0
2523,Andreaw Gravillon,Stade Reims,Defender,25,Guadeloupe,4000000.0
3648,Kornelius Hansen,Almere City FC,Attack,22,Norway,4000000.0
1475,Michel Aebischer,Bologna FC 1909,midfield,26,Switzerland,4000000.0
2573,Nordine Kandil,RC Strasbourg Alsace,midfield,21,Morocco,4000000.0
3732,Edin Dzeko,Fenerbahce,Attack,37,Bosnia-Herzegovina,4000000.0
772,Marko Dmitrović,Sevilla FC,Goalkeeper,31,Serbia,4000000.0
778,Karim Rekik,Sevilla FC,Defender,28,Netherlands,4000000.0
784,José Ángel Carmona,Sevilla FC,Defender,21,Spain,4000000.0
786,Nemanja Gudelj,Sevilla FC,midfield,31,Serbia,4000000.0
1291,Nemanja Matic,AS Roma,midfield,34,Serbia,4000000.0
1289,Bryan Reynolds,AS Roma,Defender,22,United States,4000000.0
1850,Hrvoje Smolcic,Eintracht Frankfurt,Defender,22,Croatia,4000000.0
2891,Penetra,FC Famalicão,Defender,21,Portugal,4000000.0
790,Ivan Rakitic,Sevilla FC,midfield,35,Croatia,4000000.0
800,Rony Lopes,Sevilla FC,Attack,27,Portugal,4000000.0
4431,Siebe Van Der Heyden,Royale Union Saint Gilloise,Defender,25,Belgium,4000000.0
3614,Yassin Ayoub,Excelsior Rotterdam,midfield,29,Morocco,4000000.0
3640,Pascu,Almere City FC,midfield,23,Spain,4000000.0
2857,Issahaku Fatawu,Sporting CP,Attack,19,Ghana,4000000.0
2494,Benjamin Lecomte,Montpellier HSC,Goalkeeper,32,France,4000000.0
2866,Sikou Niakaté,SC Braga,Defender,24,Mali,4000000.0
1828,Ilaix Moriba,RB Leipzig,midfield,20,Guinea,4000000.0
4500,Ken Nkuba,RSC Charleroi,Attack,21,Belgium,4000000.0
4430,Kevin Mac Allister,Royale Union Saint Gilloise,Defender,25,Argentina,4000000.0
745,Aitor Paredes,Athletic Bilbao,Defender,23,Spain,4000000.0
3718,Ismail Yüksek,Fenerbahce,midfield,24,Turkey,4000000.0
1319,Alfred Duncan,ACF Fiorentina,midfield,30,Ghana,4000000.0
3619,Nikolas Agrafiotis,Excelsior Rotterdam,Attack,23,Serbia,4000000.0
4444,Senne Lynen,Royale Union Saint Gilloise,midfield,24,Belgium,4000000.0
4740,Alessio Castro-Montes,KAA Gent,midfield,26,Belgium,3800000.0
506,Jayden Bogle,Sheffield United,Defender,22,England,3800000.0
1375,Georgios Kyriakopoulos,US Sassuolo,Defender,27,Greece,3800000.0
3299,Yorbe Vertessen,PSV Eindhoven,Attack,22,Belgium,3800000.0
3945,Yusuf Sari,Adana Demirspor,Attack,24,Turkey,3800000.0
4081,Jakub Szumski,Samsunspor,Goalkeeper,31,Poland,3750000.0
3442,Jeremy van Mullem,Sparta Rotterdam,midfield,24,Netherlands,3750000.0
3193,Gustavo Henrique,CF Estrela Amadora SAD,Attack,24,Brazil,3750000.0
3691,Patrick Vroegh,RKC Waalwijk,midfield,23,Netherlands,3750000.0
3780,Stefano Denswil,Trabzonspor,Defender,30,Suriname,3700000.0
3743,Kaan Ayhan,Galatasaray,Defender,28,Turkey,3700000.0
